molecula|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
14u_a23|1|2|7.423568444|0|0|1.197962732|2|0.043321995|0.050530143|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|2|0.010508236|-0.199540201|-0.4086345999999999|2|0.787538583|-0.001778422|-0.094773814|1|0.909754912|-0.055259924|-0.086465795|-36.90928915|16.97420126|-0.033908155|-38.57404134|50.47632596|-24.65250654|73.50348823|-22.64798452|53.88349042|0.47648509|607.6448353|-1155.04721|2430.634114|-15.12707504|14.12094979|0.910165272|6913.009783|-771.4808267999999|32.2221994|-271.0010972|683.7405759|0.0|1.0|1.0|1.0|1.0|3.68|26.0|-7.51|2.72|2.0|126.78|1.0|-5.63|32.0|441.51|0.0|0.0|3.48|-5.02|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|4.0409|3.23|-1744.446261|-1744.422541|712.54|1214.4|389.66|306.82|549.0|0.4523|0.6703100000000001|0.0008|5.9743|-1744.2405670000005|8.1549|8.2449
12x_a30|0|0|7.412764017000001|2|2|0.604984021|2|0.043383838|-0.0606216429999999|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.0922059569999999|-0.458718546|1|0.782514704|-0.062251445|-0.1759406839999999|0|0.848844277|-0.071909912|-0.091725339|-47.48669555|9.745611551|-0.035022402|-39.99960559|0.0|-31.35848986|68.52587215|-23.12752311|57.2323071|0.4490846539999999|560.5459455|-1272.013771|2374.777496|-15.27257668|14.14885734|0.815160907|6359.545311|-839.9917174000001|28.04441012|-428.8071293|754.3941655|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-7.38|3.25|2.0|137.21|1.0|-6.04|31.0|426.54|0.0|0.0|3.19|-5.46|3.48e-06|0.00148|4.6|0.0|0.0|4.12e-08|1.76e-05|3.4831|4.45|-1654.40976|-1654.3784|703.75|1211.79|355.95|355.95|558.65|0.68589|0.68589|0.1517|4.3702|-1654.183467|4.8197|7.6556
19k_a38|0|0|7.412764017000001|2|2|1.297042875|2|0.0445691609999999|0.098947776|-0.6888696990000001|-0.011156837|0.016990252|10.95446448|-0.0184136539999999|1|1|-0.00835812|-0.128079012|-0.51857087|1|0.853092207|0.04833864|-0.029357143|0|0.658700057|-0.112748779|-0.126936513|-71.54314527|14.76615358|-0.044662847|-51.10918191|116.0039747|-45.3966925|94.38036132|-28.3401789|86.30929885|0.4769127179999999|417.968819|-1530.369661|2929.493496|-17.9828603|12.89431427|0.911726848|7091.215492|-971.0744563|37.3070426|-329.5105352|686.8472757999999|0.0|0.0|1.0|0.0|4.0|2.2|17.0|-6.41|1.65|1.0|133.79|1.0|-3.87|33.0|444.46|0.0|0.0|1.9|-3.62|0.0002399999999999|107.0|1.65|0.0|0.0|3.94e-07|0.000175|5.1869|4.13|-1500.8984380000002|-1500.852284|677.64|1172.22|350.45|239.03|502.43|0.38269|0.70327|0.1156|9.1508|-1500.680373|12.5022|7.9666
12al_a36|0|0|7.412764017000001|2|2|1.297043737|2|0.042739018|0.1030147719999999|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|1|0.003077071|-0.239932418|-0.404703593|1|0.8344566859999999|0.125005134|-0.055405405|0|0.801179217|-0.077842923|-0.105915949|-51.22331485|17.71943397|-0.035305316|-45.86257662|0.0|-33.70669917|86.77628559|-23.23210974|68.94274882|0.456856406|527.2034213000001|-1254.533926|2244.88081|-15.28752554|16.15533063|0.841133748|6049.668466|-825.5263792000001|34.61874732|-225.1591357|679.7230552999999|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.69|1.72|1.0|130.24|1.0|-3.95|31.0|411.46|0.0|0.0|1.81|-4.07|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|3878.0|2.92|-1347.479819|-1347.445127|702.95|1181.84|349.14|319.71|554.23|0.6945399999999999|0.70417|0.0095|6.4473|-1347.257936|8.1781|7.3188
13i_a6|0|0|7.412764017000001|1|1|1.430639411|1|0.042560386|0.035242754|-0.852681372|-0.011017781|0.034304189|10.95129557|-0.032549318|1|1|-0.007703306|-0.073507141|-0.560601136|1|0.7771558909999999|0.145878803|-0.054229558|0|0.624046118|-0.120457274|-0.129526268|-80.75190740000001|20.90143854|-0.046433945|-58.20996912|116.5456632|-54.13430283|100.2320567|-31.12829557|101.6533459|0.429711323|418.3467934|-1649.799665|2880.134143|-20.86772478|14.54375165|0.753497905|6306.951561999999|-1105.989413|39.72483975|-380.2354072|673.8038326000001|1.0|1.0|1.0|1.0|3.0|2.7|23.0|-8.5|1.18|1.0|120.17|1.0|-5.03|32.0|427.46|0.0|1.0|2.91|-4.48|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|1.36e-06|3.6668|4.94|-1426.549926|-1426.518007|703.43|1196.21|348.14|338.12|553.67|0.7004600000000001|0.70517|19.0|7.8342|-1426.332492|10.1375|7.6778
8a_a8|0|1|7.535296702|1|1|1.400027874|1|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.089375589|-0.5028388229999999|1|0.762577159|0.089031731|-0.048064085|0|0.550829475|-0.131795179|-0.118763303|-78.93428863|20.58762475|-0.049054408|-42.60049244|84.91322996|-47.27503672|86.57328508|-29.37948733|99.52191337|0.481294455|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|14.52342059|0.927876056|6193.891189|-809.4093564|38.44444383|-316.4749864|529.053307|0.0|1.0|1.0|0.0|2.0|2.64|23.0|-6.76|1.9|1.0|109.21|1.0|-4.4|30.0|400.39|0.0|0.0|2.56|-4.14|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05|4.6017|6.1|-1367.776863|-1367.744724|620.68|1061.5|399.45|269.43|476.69|0.4927399999999999|0.7036899999999999|0.1729|5.4201|-1367.595683|6.8427|4.9454
21a_a23|1|2|7.525639975|0|0|1.197963603|2|0.042862319|0.071115216|-0.3082571839999999|0.01269616|-0.133417036|10.31321782|-0.083864151|2|2|0.01180744|-0.136106024|-0.484404194|2|0.7367638240000001|0.1022509819999999|-0.137122549|1|0.926538469|-0.051521215|-0.082341001|-34.01266735|7.634348008|-0.03458322|-35.88602363|82.08958626|-22.45408125|61.73864319|-22.83074225|41.64701536|0.492301762|611.67123|-1141.537112|2272.736256|-15.07212993|15.66066298|0.969673962|6464.524241|-753.6064963|27.11098744|-451.7153132|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.48|26.0|-7.78|3.24|2.0|125.25|1.0|-5.89|31.0|425.51|0.0|0.0|3.78|-5.28|5.29e-06|0.00225|3.98|0.0|0.0|1.65e-08|7.03e-06|3.6993|3.75|-1669.250866|-1669.23053|701.01|1189.63|335.16|335.16|558.61|0.60824|0.60824|0.3692|5.3733|-1669.0502720000002|7.9309|6.9914
8a_a31|0|0|7.765993078999999|1|1|0.610138387|0|0.043817204|-0.1480271209999999|-0.586331322|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|2|-0.009293513|-0.094359203|-0.520051508|0|0.837862749|0.0502030679999999|-0.030149254|0|0.594139864|-0.122293189|-0.136459435|-60.46233433|18.56711239|-0.0416959379999999|-33.35560699|465.4559302|-29.89286568|82.32407724|-20.61467025|79.02944672|0.4512945479999999|293.7455749|-742.1281291|1443.955093|-10.19199103|10.63792161|0.822471411|4538.505909|-366.9116769|30.93264504|-164.57484340000002|324.7430642|1.0|0.0|1.0|1.0|2.0|2.05|16.0|-5.33|0.36|0.0|83.83|2.0|-3.57|22.0|314.36|0.0|1.0|2.13|-3.11|0.000773|243.0|1.56|0.0|0.0|4.62e-06|0.00145|3.8097|1.53|-1347.541429|-1347.507102|538.75|872.11|325.45|325.45|396.15|0.7027100000000001|0.7027100000000001|0.2604|3.7141|-1347.446223|5.3042|6.1024
12as_a36|0|0|7.412764017000001|2|2|1.297043209|2|0.041728395|0.096454203|-0.452697599|0.000584134|-0.114290948|10.95347588|-0.025398105|1|1|0.0018565629999999|-0.166354116|-0.4358775279999999|1|0.817372883|-0.0389138329999999|-0.04244711|0|0.77043791|-0.082748367|-0.109492809|-55.75872553|12.95780416|-0.037824788|-49.71556877|0.0|-37.57216725|85.53474971|-25.48765709|68.71652969|0.454761514|519.1478419|-1401.82114|2365.632846|-17.17446921|16.08155469|0.834059821|6224.698969|-944.5958066|33.18163581|-361.3444194|716.9974499|0.0|0.0|1.0|0.0|2.0|0.0|17.0|-6.89|1.59|1.0|133.95|1.0|-3.81|32.0|423.47|0.0|0.0|1.84|-3.95|0.000112|0.0476|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|4.5202|4.84|-1385.601917|-1385.5651710000002|712.04|1207.35|321.96|274.29|568.52|0.53815|0.68211|0.2402|4.8580000000000005|-1385.384524|6.8556|7.2291
13m_a6|0|0|6.842683282|0|0|1.429020166|2|0.0446875|0.021526267|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|-0.118693789|-0.568024162|2|0.7767360059999999|0.156982046|-0.031564227|1|0.715612461|-0.0989137669999999|-0.107644789|-68.97140339|12.95736535|-0.0378750189999999|-52.33806464|95.67846949|-48.09294654|89.65257305|-26.40980394|81.92876874|0.48094941|498.9881336|-1426.129413|2574.030011|-18.41524497|16.2526769|0.926594475|6412.592679|-994.4232282|35.8683143|-329.5370141|724.3873672999999|1.0|1.0|1.0|1.0|3.0|2.18|27.0|-9.67|0.81|1.0|127.2|1.0|-4.64|33.0|435.48|0.0|1.0|2.67|-4.28|5.24e-05|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|3.9127|4.27|-1423.762467|-1423.712909|726.28|1231.54|371.67|316.88|546.69|0.66475|0.64753|0.1924|4.2913|-1423.511471|6.5243|8.0
9d_a40|0|1|7.515889085|0|0|0.604992329|0|0.045555556|0.153818743|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|2|0.010101686|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|-0.223631751|1|0.941627612|-0.060319196|-0.071656839|-31.08478865|5.539796446|-0.031613312|-19.03015798|50.47044708|-16.01918037|41.42218692|-16.29154841|36.6245851|0.467275972|485.2567189|-553.912646|336.6614768|-8.395657932|15.06105494|0.87714454|4401.742338|-285.4523697|18.80327978|-377.6610668|346.9019309|0.0|1.0|0.0|0.0|0.0|3.63|20.0|-7.0|4.07|1.0|91.71|1.0|-6.13|22.0|325.82|0.0|1.0|4.63|-5.65|2.23e-06|0.000727|5.16|0.0|0.0|1.01e-07|3.3e-05|4.6073|4.7|-1677.551678|-1677.540538|542.19|892.69|370.51|269.1|446.84|0.4557199999999999|0.69986|0.4025|6.2032|-1677.48058|7.9502|6.9706
12am_a36|0|0|7.412764017000001|2|2|1.240140551|2|0.044036281|0.122824831|-0.921315581|-0.011700732|-0.050505733|10.9602097|-0.037654321|1|1|-0.007897954|-0.3344729369999999|-0.6080522279999999|1|0.8344566859999999|-0.0147665219999999|-0.05754717|0|0.814986544|-0.091472759|-0.118101664|-63.19394154|12.15249658|-0.045928425|-56.3667958|1.038361162|-43.65752487|95.53118838|-31.72964526|75.34643812|0.484558903|563.0333297999999|-1713.4008440000002|2603.072527|-21.92042059|17.01968794|0.940085891|7238.033439|-1183.702712|40.24894481|-398.3921535|672.4630346|0.0|1.0|1.0|0.0|2.0|0.0|17.0|-7.14|2.04|2.0|130.43|1.0|-5.2|34.0|465.43|0.0|0.0|2.65|-5.07|8.6e-06|4.0|3.86|1.0|0.0|7.24e-08|3.37e-05|5.2317|4.86|-1645.205296|-1645.169789|714.21|1206.77|321.15|236.99|562.14|0.40752|0.6805100000000001|0.2987|5.9258|-1645.016323|8.0872|7.2218
13b_a6|0|0|7.412764017000001|1|1|1.430640379|1|0.042739018|0.060593678|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|1|-0.00194781|-0.180339002|-0.490758329|1|0.7788169070000001|-0.029988734|-0.11338525|0|0.7757172059999999|-0.093125205|-0.112915801|-61.06841733|21.00828557|-0.0406496879999999|-48.5571926|554.4007331|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|508.6895893|-1332.835801|2587.000662|-17.48058934|15.37022155|0.69141956|6000.952027|-874.0294667999999|35.20276076|-337.3706117|627.4287311|1.0|1.0|1.0|1.0|2.0|2.85|23.0|-9.01|1.29|2.0|116.79|1.0|-5.51|31.0|409.44|0.0|1.0|3.45|-4.99|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|4e-07|4.8494|4.04|-1350.0903970000002|-1350.061187|694.33|1167.21|341.35|255.67|574.07|0.58026|0.7006600000000001|0.2461|10.8032|-1349.898848|13.5746|6.7595
1j_a5|0|0|6.605297921|0|0|1.427567371|2|0.025987654|-0.115553003|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|1|0.006957291|-0.0178558139999999|-0.2470489089999999|2|0.7862755770000001|-0.084090414|-0.0614852279999999|0|0.847163872|-0.073803258|-0.074505844|-39.64241895|10.57633738|-0.027258236|-21.49609451|1.471030887|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|455.0425806|-600.2970524|847.5275797|-7.86442482|13.80288876|0.883543443|4618.562904|-322.4414176|23.74961767|-125.1415813|422.96706330000006|1.0|1.0|1.0|1.0|1.0|2.66|23.0|-8.14|1.57|0.0|96.98|1.0|-4.03|25.0|328.37|0.0|1.0|3.19|-4.2|6.29e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.36e-06|4.4331|2.61|-1065.849941|-1065.817476|572.47|959.39|300.89|279.68|445.81|0.66182|0.6449|0.1644|2.2503|-1065.723417|3.0364|7.6198
17_a20|0|0|6.842683282|0|0|1.4012598180000002|3|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|0.038629586|10.94884838|-0.072863159|1|1|0.000922796|-0.202695123|-0.456415963|3|0.7494736590000001|-0.131511077|-0.127696675|1|0.912053544|-0.063665681|-0.081404237|-41.75129828|9.857999796|-0.0315649079999999|-35.00871763|10.50834496|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|598.1153253|-1014.297158|2210.790304|-13.57480888|15.05121151|0.83582343|6012.640572|-665.1656349|27.44244402|-333.5397332|637.7803874|1.0|1.0|1.0|1.0|1.0|2.83|27.0|-10.14|1.45|2.0|119.48|0.0|-5.36|31.0|402.45|0.0|1.0|3.74|-5.08|8.35e-06|0.00336|3.75|0.0|0.0|7.19e-11|2.9e-08|3.3926|4.11|-1291.949041|-1291.918735|673.68|1157.26|365.45|365.45|543.09|0.69839|0.69839|0.2977|3.9703|-1291.752049|5.3075|5.6478
12g_a31|0|0|7.765993078999999|1|1|0.6101363000000001|0|0.0388738739999999|0.045747231|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|2|-0.0054114869999999|-0.081426376|-0.57758443|0|0.819234772|-0.076150332|-0.1386819869999999|0|0.58271093|-0.1284353869999999|-0.131126805|-78.87508829|19.01411466|-0.039059048|-49.45404266|548.1594997999999|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|357.8560168|-1127.391291|1859.940155|-14.73099143|15.28679013|0.887664343|5398.678971|-692.3565973|34.8320455|-231.70711040000003|524.0230338|1.0|1.0|1.0|1.0|2.0|2.51|16.0|-6.45|0.86|1.0|103.26|1.0|-4.92|27.0|384.45|0.0|1.0|2.9|-3.79|0.0001629999999999|0.0627|2.52|0.0|0.0|3.55e-07|0.000136|3.8349|4.17|-1578.846191|-1578.800869|664.44|1090.41|323.3|323.3|542.78|0.70068|0.70068|265.0|1.6279|-1578.66792|2.4038|6.9586
18_a3|0|0|6.605297921|0|0|1.43179288|3|0.034712644|0.08269134|-0.122072724|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|1|0.005799063|-0.064953613|-0.2495754869999999|3|0.714658751|0.0355413979999999|-0.051083228|1|0.8419576209999999|-0.069839069|-0.0846755|-31.07331853|6.1383958|-0.031753312|-16.76239841|0.0|-13.82537222|48.19055867|-14.12792012|37.21171433|0.483376636|374.610053|-452.0934439|703.8534116000001|-6.285899403999999|10.24658906|0.935646099|3928.183499|-201.1487809|20.70048575|-162.3915791|270.539096|1.0|0.0|1.0|1.0|1.0|1.81|21.0|-6.83|0.93|0.0|80.35|1.0|-2.82|21.0|273.29|0.0|1.0|2.21|-3.27|0.000537|147.0|1.79|0.0|0.0|1.49e-07|4.07e-05|3.9765|1.85|-889.9619321|-889.9402005000001|482.41|784.04|311.79|311.79|330.54|0.6671699999999999|0.6671699999999999|0.3326|2.6366|-889.894728|3.3664|7.5229
14n_a23|1|2|7.423568444|0|0|1.197963531|2|0.045165485|0.079559363|-0.376950283|0.010561248|-0.049694913|10.3132176|-0.059870135|2|2|0.010508236|-0.199540201|-0.404569286|2|0.802854174|0.219354173|-0.099694124|1|0.89327435|-0.058928845|-0.082430028|-39.82324087|18.26553926|-0.032325501|-37.64460956|97.39429807|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|603.6615822000001|-1114.099858|2195.877777|-14.76259199|16.33144958|0.885393105|6740.54932|-752.8921912999999|31.80611809|-252.5011125|683.7405759|0.0|1.0|1.0|1.0|1.0|3.66|26.0|-7.51|2.72|2.0|126.78|1.0|-5.63|32.0|441.51|0.0|0.0|3.48|-5.02|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|3.4217|3.23|-1744.450916|-1744.42791|710.48|1209.95|362.35|362.35|575.71|0.6955|0.6955|0.4229|5.2196|-1744.244532|7.2975|9.2441
8b_a8|0|1|7.535296702|1|1|1.395658149|1|0.040054466|0.019958073|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|-0.03443232|1|1|-0.003593429|0.079250224|-0.5058761820000001|1|0.778853499|0.097555876|-0.0527918259999999|0|0.558354653|-0.130159955|-0.11627069|-79.74587194|19.87542051|-0.047457424|-43.64473805|89.09854311|-48.85837649|84.97574547|-29.07602182|99.62129245|0.4835310479999999|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|14.53652808|0.936224813|6471.7604200000005|-872.8947609999999|37.20755791|-344.8810688|589.263087|0.0|1.0|1.0|0.0|2.0|2.93|23.0|-7.13|2.12|1.0|114.18|1.0|-4.77|31.0|414.41|0.0|0.0|2.9|-4.43|3.69e-05|0.0153|2.76|0.0|0.0|7.33e-08|3.04e-05|4.5819|6.41|-1407.0843|-1407.052256|640.35|1098.17|375.8|270.59|488.56|0.57234|0.70195|0.1515|5.8389|-1406.887058|7.4497|5.2941
18_a34|0|1|7.423568444|1|1|1.4547811819999998|1|0.040527066|-0.100548575|-0.677741618|-0.001615187|-0.141332289|10.9595763|-0.136990511|1|1|0.002183342|-0.478810922|-0.493450778|1|0.805756513|0.0468829359999999|-0.224951558|0|0.68981472|-0.090328365|-0.129784908|-49.86847383|22.55015528|-0.0422555509999999|-39.55742812|54.26737825|-27.53138148|86.77082535|-23.32844015|72.41862911|0.441058733|380.8328339|-1003.122927|1774.550004|-12.87916264|11.23989749|0.789096743|5296.289007|-553.8039936|33.52510165|-216.2496321|428.6241319|1.0|1.0|0.0|1.0|0.0|3.61|17.0|-5.65|1.49|1.0|93.91|2.0|-4.32|26.0|351.36|0.0|1.0|2.89|-4.11|7.829999999999999e-05|0.0275|3.07|0.0|0.0|2.22e-06|0.000781|4.4335|5.07|-1199.288654|-1199.259634|592.04|991.93|300.68|279.66|483.87|0.56101|0.60488|0.0303|5.0935|-1199.158044|6.7806|5.6144
6_a1|0|1|7.535296702|1|1|1.3488280769999998|1|0.039635417|-0.114683042|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.3632559589999999|-0.353456514|1|0.798346291|0.13761072|-0.095907969|0|0.8782596159999999|-0.057199415|-0.077422386|-27.63847818|10.15161645|-0.0238222729999999|-18.076387|95.13138767|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|424.3707604|-448.9214297|1383.161829|-5.56196523|9.609375529|0.7295841470000001|4061.042516|-216.916644|19.95772445|-74.17956941|359.9965854|1.0|0.0|1.0|1.0|0.0|2.54|17.0|-6.02|1.75|0.0|86.31|1.0|-3.12|22.0|291.35|0.0|1.0|2.82|-3.68|0.00021|0.0613|2.63|0.0|0.0|9.51e-07|0.000277|4.0635|2.81|-935.5024827|-935.4750982|527.41|875.29|305.12|305.12|405.23|0.69818|0.69818|0.3399|5.8386|-935.378591|8.0033|5.2924
12f_a31|0|0|7.765993078999999|1|1|0.6101347579999999|0|0.03703252|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|-0.0164221939999999|2|2|0.000889251|-0.205011573|-0.551471017|0|0.8167107029999999|-0.021938988|-0.029803241|0|0.700992225|-0.097676974|-0.118239376|-68.14417693|19.26761061|-0.0337826789999999|-57.54866283|569.7325277000001|-47.54067074|97.53070764|-23.56842919|87.41178754|0.482666192|489.0460499|-1319.832035|1805.921786|-16.44247509|19.05849748|0.932987917|5845.744358|-920.7786053|34.31214739|-260.7571603|713.5657448|1.0|1.0|1.0|1.0|2.0|3.78|16.0|-8.02|1.53|3.0|117.78|1.0|-5.98|30.0|426.53|0.0|1.0|4.01|-4.63|2.37e-05|0.0101|3.82|0.0|0.0|9.53e-09|4.06e-06|3.8305|5.39|-1696.785527|-1696.741889|755.33|1258.6|323.68|323.68|665.22|0.7006600000000001|0.7006600000000001|0.2664|1.8803|-1696.53373|3.3538|6.8861
12b_a30|0|0|7.412764017000001|2|2|0.604984682|2|0.042804233|-0.074391852|-0.3897233479999999|0.001139238|-0.037209579|10.31162898|-0.072247675|1|1|0.002064369|-0.120380857|-0.468842459|1|0.824373792|-0.009146339|-0.1240820219999999|0|0.764737577|-0.08354129|-0.09915679|-53.05077947|11.01246349|-0.038448551|-39.98560202|0.0|-33.68855323|73.02913136|-24.41577808|64.06324295|0.4676268939999999|485.6272203|-1196.373126|2347.979099|-15.50462119|13.88809428|0.878381889|6275.380072|-759.7264385|30.57626261|-379.1359902|618.6004214|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.9|3.2|2.0|127.24|1.0|-5.39|30.0|416.47|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|5.0567|4.07|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|245.19|516.78|0.3159099999999999|0.68496|0.1525|3.7327|-1674.838225|4.5545|8.1543
9_a27|0|1|6.842683282|0|0|1.391067068|2|0.042847222|-0.152086653|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.171520296|-0.541535578|2|0.8214321609999999|0.017503266|-0.071974951|1|0.7988644709999999|-0.078270599|-0.088404481|-40.3551562|10.10030794|-0.033677898|-23.50038785|65.12542467|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|411.8826346|-729.2805601|1463.168883|-8.952528705|9.442988795|0.873886547|4962.727436|-376.0062056|21.99956856|-298.297086|424.8821143|0.0|1.0|0.0|1.0|1.0|2.62|21.0|-7.06|2.66|0.0|97.46|1.0|-4.06|25.0|331.37|0.0|1.0|2.99|-4.08|8.28e-05|0.0274|2.8|0.0|0.0|8.69e-08|2.88e-05|5.5421|4.67|-1083.143348|-1083.118736|549.64|945.35|297.52|223.71|425.08|0.35593|0.59444|134.0|2.7456|-1083.017359|4.0436|8699.0
18b_a30|0|0|7.412764017000001|2|2|0.604987149|2|0.041767677|-0.039831247|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|1|0.0036417359999999|-0.090115975|-0.45633339|1|0.822401103|0.022695194|-0.089945913|0|0.869340364|-0.078751666|-0.09536285|-52.09100293|13.14992762|-0.036237883|-41.72392601|0.0|-34.45606603|75.30642440000001|-23.96987622|65.24093056|0.424912258|575.0330633|-1198.493811|3057.267112|-15.85509189|13.0644231|0.7388650920000001|6387.715069|-792.7545943|31.55111394|-343.5825913|666.0036144999999|0.0|1.0|1.0|0.0|1.0|0.0|17.0|-6.7|2.17|2.0|131.99|1.0|-5.49|31.0|423.49|0.0|0.0|2.42|-4.8|1.57e-05|0.0066599999999999|3.59|0.0|0.0|2e-07|8.47e-05|3.5256|3.64|-1668.034279|-1667.995173|697.37|1178.08|351.66|351.66|563.55|0.67715|0.67715|0.3576|4.8198|-1667.849173|6.5037|7.6003
4e_a46|0|1|7.825245291|1|1|0.300205548|2|0.041636905|-0.08224348|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|1|0.002688298|-0.049530834|-0.514537262|2|0.77019676|0.075271624|-0.076733489|0|0.753715041|-0.0835371459999999|-0.084780904|-63.39469142|8.098142567|-0.030951758|-48.825259|20.27041189|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|571.9794684|-1479.78675|3129.575458|-17.82509456|15.06943449|0.905854609|7615.063066|-1122.980957|29.54149986|-447.9030518999999|942.2127953|0.0|0.0|1.0|1.0|2.0|2.68|23.0|-8.81|2.06|2.0|137.28|1.0|-6.08|35.0|488.6|1.0|0.0|3.5|-5.41|3.92e-06|0.00191|3.78|0.0|0.0|1.56e-09|7.64e-07|4.2446|8.03|-1884.613031|-1884.564974|757.1|1343.97|296.81|292.1|655.69|0.5745600000000001|0.56481|0.3109|1.9941|-1884.324182|3.2466|6.8125
