molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12av_a36|1|0|0|3.4520047430000003|0|7.412764017000001|2|2|1.297042752|0.049150854|-0.009925128|5.351858133|-0.081537769|2|0.04250591|0.06882889|-0.605432791|-0.00233752|10.96037173|1|0.1168328169999999|-0.126068378|-0.507136551|1|0.859938421|-0.067408377|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-0.105593135|-57.31621925|-73.55299094|15.09249582|99.2415672|0.247552267|172.4374372|124.9387725|0.671916917|-2.006269572|91.5101903|-24.51766365|3011.024457|-1397.506828|-17.07826447|0.328083083|17.64042914|-973.4610746|36.48912989|0.025779468|2079.880404|17.95719936|0.0|0.0|0.0|1.0|0.0|3.0|4.96|0.0|0.17|17.0|-6.93|98.3|1.49|1.0|138.06|7.0|-3.54|-7.66|438.48|1.47|0.000292|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|4.8408|4.5|3.4402|-1440.945099|733.21|1247.28|256.12|0.43212|0.70455|0.0027|-0.14122|0.04308001|-1440.738332|39.0|7.4089
15_a31|1|0|0|3.155574452|0|7.765993078999999|1|1|0.610137926|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|0|0.038809524|-0.0302581979999999|-0.775463115|-0.011797858|10.31169996|2|-0.052339921|-0.157560864|-0.6215974160000001|0|0.8314086070000001|-0.116356616|0.8582665429999999|0.782925607|0|0.567108776|-0.116196194|-0.131697567|-61.76522754|-70.00513464|20.47825449|141.1489667|0.4328912239999999|230.1075793|514.6215199|0.641533577|-1.58037081|88.05886218|-22.10688462|2351.566145|-840.0616157|-11.75113151|0.358466423|11.51842782|-446.5429972|34.45943505|0.03396368|1309.458532|18.05372755|0.0|1.0|1.0|1.0|1.0|2.0|3.31|1.64|0.19|16.0|-5.66|117.37|0.41|0.0|90.47|4.0|-4.28|-6.84|342.37|2.27|5.27e-05|0.0931|2.18|0.0|2.19e-06|0.000749|4569.0|3.9|4569.0|-1460.861851|556.68|925.93|271.36|0.5241899999999999|0.5241899999999999|348.0|-0.15202|0.03843988|-1460.790873|1.1|5.9586
12ap_a36|1|0|0|3.4417292610000003|0|7.412764017000001|2|2|1.2970441659999998|-0.06398791|-0.007719624|5.351858133|-0.010732275|2|0.042739018|0.066185994|-0.424579308|-0.000143196|10.95430638|1|0.117738331|-0.098598933|-0.436880644|1|0.8707354620000001|-0.074596774|0.893689741|0.8212311840000001|0|0.830587483|-0.082622504|-0.106173763|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|111.1558165|0.0|0.737851886|-1.91112774|83.16347311|-24.58703954|2843.18721|-1253.939017|-16.13217554|0.262148114|16.37284224|-822.7409526|33.32245946|0.020575639|1699.445432|13.50019441|1.0|0.0|0.0|1.0|0.0|2.0|4.78|0.0|0.13|17.0|-6.66|92.99|1.38|1.0|128.47|5.0|-3.99|-7.08|406.44|1.66|0.000101|0.0458|2.4|0.0|2.21e-07|8.97e-05|4.9124|2.98|3.8801|-1325.159466|691.41|1160.79|252.39|0.59563|0.6929|0.3982|-0.15704|0.04039655|-1325.0127220000002|32.0|7.4949
47j_a18|0|0|0|0.0|0|7.03438793|1|1|1.251176464|0.070097424|-0.007807275|4.844187086|-0.068902246|0|0.033563218|-0.048528478|-0.569931053|0.00031105|10.94702285|0|-0.073551529|-0.218974385|-0.48833504|0|0.783538352|0.005740124|0.77844379|0.757001264|0|0.80651845|-0.073041469|-0.094744194|-56.816779|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|99.50526447|0.764425062|-2.368604851|86.31641604|-26.32095773|3172.831382|-1842.467041|-20.47428768|0.235574938|18.50538303|-1433.2001369999998|34.43235841|0.016220875|2410.265089|12.6177344|1.0|1.0|0.0|1.0|1.0|3.0|4.54|0.0|0.28|18.0|-8.79|97.76|2.63|3.0|149.96|11.0|-5.83|-6.46|499.6|2.39|1.49e-06|0.00366|4.07|0.0|1.63e-09|8.159999999999999e-07|3.1054|8.09|3.1054|-1625.413107|839.37|1459.55|399.25|0.6983600000000001|0.6983600000000001|0.5439|-0.1285|0.03246539|1625.053346|35.0|7.4559
19_a15|0|0|0|0.0|0|0.0|0|0|0.300209223|0.156105985|-0.009832375|0.0|-0.558905888|1|0.040555556|0.037722611|-0.4621216379999999|-0.012350591|10.31928434|0|0.060683674|-0.0283109839999999|-0.571686169|1|0.7981860159999999|-0.048611111|0.770451673|0.7358168620000001|0|0.691069123|-0.0946599869999999|-0.112106433|-54.70558911|-64.78818183|3.04716388|61.63983265|0.308930877|178.5363184|15.76831619|0.922135562|-1.905809364|68.10965742|-24.47553536|2625.952212|-1101.399091|-14.14482104|0.077864438|10.26331993|-636.516947|26.54223128|0.005747326|1194.400408|3.321475588|1.0|1.0|1.0|0.0|1.0|2.0|2.99|2.17|0.11|18.0|-7.14|102.69|1.64|1.0|101.22|5.0|-5.12|-6.22|369.44|2.88|7.56e-06|0.0152|3.29|0.0|7.28e-08|2.69e-05|4.1742|7.53|4.1742|-1523.361214|601.23|1030.77|297.03|0.68945|0.68945|0.4895|-0.17018|0.04315771|-1523.254714|72.0|7.1427
12ad_a36|1|0|0|3.428443248|0|7.412764017000001|2|2|1.297042846|-0.040810025|-0.01083262|5.351858133|-0.073048351|2|0.040787037|0.046496301|-0.649957196|-0.001148437|10.95445455|1|0.077659878|-0.136151085|-0.478461478|1|0.817851296|0.018207862|0.8846605|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|81.68309557|0.656407461|-2.047680239|96.81391944|-25.88878839|3041.082692|-1449.77215|-18.32944602|0.343592539|16.772513699999998|-1026.448977|39.44011905|0.028968808|2208.646667|20.51012207|1.0|0.0|0.0|1.0|0.0|2.0|4.9|0.0|0.17|17.0|-6.62|95.5|1.89|1.0|135.03|7.0|-4.18|-7.18|439.47|1.76|6.579999999999999e-05|0.0367|2.53|0.0|2.42e-07|0.000106|5733.0|4.5|3.8512|-1460.794632|737.53|1236.64|216.26|0.27316|0.67215|0.2532|-0.15638|0.03648828|-1460.610659|17.0|7.7696
11d_a31|1|0|0|3.39688681|0|7.765993078999999|1|1|0.610136352|0.064475882|-0.017317263|5.733341277|-0.116385886|0|0.0388738739999999|0.016799834|-0.848545873|-0.009496378|10.31169874|2|0.026806221|-0.096447723|-0.574318121|0|0.819298311|-0.13169885|0.868115289|0.78396996|0|0.585212816|-0.134031221|-0.134048091|-82.05480081|-82.06512842|21.07078977|296.2476128|0.414787184|253.9354598|91.25756269|0.6817705409999999|-1.87667327|98.8237718|-24.97634343|2532.447962|-1148.911798|-15.29068277|0.318229459|15.21323794|-703.3714074|36.63453013|0.027374162|1685.188386|16.75864338|1.0|1.0|1.0|1.0|1.0|2.0|3.6|2.83|0.32|16.0|-6.23|125.57|1.26|1.0|102.13|7.0|-5.48|-6.4|385.44|3.34|3.33e-06|0.0241|3.17|0.0|5.83e-07|0.000225|3.8009|4.87|3.8009|-1598.671315|650.64|1077.69|326.2|703.0|703.0|0.2642|-0.15822|0.04390452|-1598.546288|0.03|7.5229
7_a4|0|0|0|0.0|1|7.535296702|1|1|1.343865525|-0.237954652|-0.001729561|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|-0.076100699|0.008409909|10.92992954|1|-0.162314698|-0.042220092|-0.174410426|2|0.527072036|0.0707653759999999|0.87010589|0.518356619|1|0.825830607|-0.0650223009999999|-0.071288428|-32.72992462|-35.88407105|7.402610584|14.01468959|0.174169393|87.67070691|79.08210981|0.7179916670000001|-1.06932642|44.34066533|-13.45652664|2286.169166|-538.2610657|-6.773539148999999|0.282008333|9.797542165|-270.9415659|18.74189807|0.016800137|749.6759227000001|8.456594282000001|1.0|1.0|0.0|1.0|1.0|0.0|3.05|2.7|0.15|21.0|-7.46|43.6|2.82|0.0|95.07|2.0|-3.81|-6.03|330.36|3.56|0.000156|13.0|3.22|0.0|3.49e-08|1.15e-05|4.0379|2.91|4.0379|-1089.847072|538.92|915.46|307.05|0.59702|0.59702|0.0697|-0.16975|0.02317758|-1089.753885|151.0|6821.0
18_a34|0|0|0|0.0|1|7.423568444|1|1|1.4547811819999998|-0.063113846|-0.014733513|5.351858133|-0.101546926|1|0.040527066|-0.100548575|-0.677741618|-0.001615187|10.9595763|1|-0.155197864|-0.3102088839999999|-0.493450778|1|0.759292258|-0.224951558|0.8584852479999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|-49.86847383|-71.65163761|22.55015528|66.6880793|0.31018528|171.24705480000003|54.26737825|0.695849945|-1.816988713|86.77082535|-23.32844015|2424.18137|-1003.122927|-12.87916264|0.304150055|11.23989749|-553.8039936|33.52510165|0.027385869|1441.579371|15.11918774|1.0|1.0|1.0|0.0|1.0|0.0|3.28|3.61|0.21|17.0|-5.65|75.47|1.49|1.0|93.91|5.0|-4.32|-6.26|351.36|2.89|4.77e-05|0.0275|3.07|0.0|2.22e-06|0.000781|4.4335|5.07|4.1234|-1199.259634|592.04|991.93|279.66|0.56101|0.60488|0.0303|-0.17549|0.02902032|-1199.158044|2.43|5.6144
12ac_a36|1|0|0|3.4419617660000004|0|7.412764017000001|2|2|1.297043188|-0.050997272|-0.007639626|5.351858133|-0.073735973|2|0.042560386|0.03586247|-0.450737917|0.000584134|10.95345846|1|0.060445359|-0.098698552|-0.433636165|1|0.8058720979999999|-0.020272679|0.863165958|0.770400825|0|0.779673368|-0.080202334|-0.104391657|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|152.9742102|20.70356046|0.7316461470000001|-1.98344149|86.51036063|-25.03847816|2902.588755|-1377.116299|-17.38437788|0.268353853|14.63702516|-956.1407834|34.22211444|0.020208014|1882.216294|14.03055543|1.0|0.0|0.0|1.0|0.0|2.0|4.86|0.0|0.17|17.0|-6.89|86.27|1.59|1.0|133.95|6.0|-3.81|-7.21|423.47|1.84|0.000154|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|3.8843|4.84|3.8594|-1385.566143|711.77|1200.61|319.2|0.56186|0.56357|0.0249|-0.15675|0.03998989|-1385.382927|13.0|7.8861
A8301_a51|0|0|0|0.0|1|6.86171134|0|0|1.197963627|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|2|0.039058957|0.078523314|-0.242873103|0.00740124|10.31321735|1|0.135886548|-0.0357324579999999|-0.4354420879999999|2|0.7595189840000001|-0.21474885|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|78.46116212|0.854959635|-1.6387915469999998|56.90163721|-21.28401067|2799.106729|-1064.200534|-13.82143785|0.145040365|13.24988678|-691.0718926|24.89475504|0.009586697|1244.737752|6.225421319|1.0|1.0|1.0|1.0|1.0|1.0|3.49|3.5|0.04|27.0|-9.38|87.72|3.35|2.0|129.04|5.0|-6.6|-5.31|421.52|4.58|2.5e-07|0.000495|5.02|0.0|4.12e-10|1.74e-07||||||||||||||12.0|7.9208
16_a4|0|0|0|0.0|1|7.535296702|1|1|1.398650725|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|-0.089168424|0.0067511459999999|10.94592242|1|0.020218035|-0.018051608|-0.214481956|1|0.490768328|0.0293772029999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.073335635|-0.080093659|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|103.5057102|74.430775|0.832461695|-1.201404885|45.11883447|-16.43666742|2101.6948030000003|-591.7200271|-8.095443438|0.167538305|10.19502391|-291.4359638|19.74465314|0.0115138339999999|710.807513|5.67083266|1.0|0.0|0.0|1.0|0.0|0.0|3.26|3.08|0.11|17.0|-6.36|30.71|3.44|1.0|85.02|2.0|-3.92|-5.64|309.31|3.91|0.0001199999999999|0.0114|3.59|0.0|4.33e-07|0.000134|4511.0|4.05|4.2257|-1057.478071|515.68|856.55|274.85|0.51149|0.54061|0.1006|-0.17375|0.01638524|-1057.429593|343.0|6.4647
14y_a23|0|1|1|0.0|2|7.423568444|0|0|1.197960595|0.0600764409999999|-0.005875443|5.351858133|-0.022719307|2|0.046678487|0.041892637|-0.2996475999999999|0.009174505|10.31321795|2|0.07646106|-0.069023218|-0.4598871539999999|2|0.719722236|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|-0.080613242|-39.9727336|-55.74067298|13.00274534|39.66769923|0.074747068|51.68445972|82.29531392|0.78322549|-1.612264842|67.16839951|-23.71943531|3096.562257|-1114.8134599999998|-16.40099384|0.21677451|16.00209862|-770.8467102999999|30.28429949|0.016527|1423.362076|11.42772654|0.0|0.0|1.0|0.0|1.0|1.0|3.41|3.49|0.05|26.0|-8.57|105.02|3.99|2.0|130.3|5.0|-6.77|-5.8|480.37|4.45|1.7e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|3.6413|4.73|3.6413|-2549.091817|713.1|1217.48|340.49|0.61338|0.61338|444.0|-0.14942|0.01307741|-2548.953933|4.0|8.4225
7h_a8|1|0|0|2.99743835|1|7.05012252|0|0|1.391840221|-0.118981425|-0.00534208|4.844187086|-0.073219554|0|0.04737037|-0.016074683|-0.23505152|0.00112124|10.94341365|1|-0.043606497|0.052081992|-0.382578949|0|0.515235986|0.041366689|0.7677336090000001|0.507325475|0|0.771011027|-0.093181899|-0.0934764819999999|-53.71230941|-53.88211443|6.71377223|70.28953528|0.228988973|131.9948047|47.81104825|0.892830345|-1.6825766830000002|58.94376531|-23.65556243|2534.324886|-969.8780597|-13.63564064|0.107169655|13.42380338|-559.0612661|26.49502512|0.00878112|1086.29603|5.061650885|1.0|0.0|1.0|0.0|0.0|1.0|3.12|3.2|0.0|23.0|-8.46|61.58|4.27|2.0|101.89|3.0|-5.68|-5.27|373.35|4.63|2.09e-06|0.00118|4.66|1.0|3.5e-09|1.31e-06|3.9282|6.81|3.9282|-1285.151298|593.53|999.62|315.62|0.6963199999999999|0.6963199999999999|0.3885|-0.16076|0.03092828|-1285.0707960000002|10.5|4.9788
11_a1|1|0|0|3.3361517380000003|0|7.423568444|1|1|1.430935838|0.033732316|-0.018080197|5.351858133|-0.196819043|1|0.035620155|0.08043435|-0.867849442|-0.0127744789999999|10.94957487|1|0.126722854|-0.07452948|-0.563650254|1|0.823460272|-0.075188762|0.8086124090000001|0.7846345840000001|0|0.5955245029999999|-0.131972845|-0.126108875|-77.81495049|-74.35738693|20.62225192|274.39137789999995|0.404475497|238.4902806|84.40380304|0.751878145|-2.143850877|89.80732824|-28.7289904|2697.640232|-1264.075578|-16.93943154|0.248121855|14.2257294|-745.3349875|38.20963621|0.02620284|1681.223993|15.44994131|1.0|1.0|1.0|1.0|1.0|2.0|3.25|2.31|0.05|23.0|-7.47|97.33|1.95|1.0|105.71|4.0|-5.07|-6.27|385.37|3.22|8.48e-06|0.00838|3.35|0.0|3.35e-08|1.29e-05|3.7383|5.26|3.1924|-1312.4282380000002|614.86|1036.18|331.66|0.68162|0.69914|0.3201|-0.12916|0.03413353|-1312.2963630000002|0.17|6.7696
6g_a40|0|0|0|0.0|1|8.421342866|1|2|0.604893315|0.102683335|-0.022381557|6.401917197|-0.261952754|0|0.039863946|-0.120745388|-1.09669629|-0.019683422|10.30179936|2|-0.221674172|0.0312035079999999|-0.588058458|0|0.8316888240000001|-0.340429901|0.8917390820000001|0.808096413|1|0.605346707|-0.164941808|-0.156296046|-107.2113398|-101.5916383|11.53799852|328.78166810000005|0.3946532929999999|256.5226419|47.36081569|0.824204189|-2.657032782|114.7475987|-38.37906336|3142.74733|-1727.0578510000005|-24.9461968|0.175795811|12.10032156|-1122.578856|46.56499428|0.020240097|2095.424743|13.1559604|0.0|0.0|1.0|0.0|1.0|3.0|4.06|2.28|0.21|14.0|-2.87|213.89|0.59|1.0|124.18|5.0|-7.22|-7.02|474.53|2.37|6.049999999999999e-08|0.00917|3.06|0.0|0.0013599999999999|0.6459999999999999|3.3197|7.38|2.8135|-2521.990118|669.8|1144.59|373.48|0.58454|0.5794199999999999|0.1307|-0.11857|0.03363483|-2521.87499|47.0|7.3279
17_a20|1|0|0|3.445659565|0|6.842683282|0|0|1.4012598180000002|-0.064380628|-0.005457467|4.727387819|0.00038506|3|0.0388043479999999|0.065447136|-0.28924577|-0.000495713|10.94884838|1|0.1134578219999999|-0.116922879|-0.456415963|3|0.760575852|-0.127696675|0.812578598|0.71987165|1|0.912053544|-0.063665681|-0.081404237|-41.75129828|-53.38406095|9.857999796|66.47074027|0.0879464559999999|57.67438055|10.50834496|0.75430388|-1.5466805119999998|64.39681425|-20.699942|2761.976599|-1014.297158|-13.57480888|0.24569612|15.05121151|-665.1656349|27.44244402|0.016793117|1344.679757|11.012753300000002|0.0|1.0|1.0|1.0|1.0|1.0|3.5|2.83|0.08|27.0|-10.14|91.14|1.45|2.0|119.48|4.0|-5.36|-6.09|402.45|3.74|4.4e-06|0.00336|3.75|0.0|7.19e-11|2.9e-08|3.3926|4.11|3.3926|-1291.918735|673.68|1157.26|365.45|0.69839|0.69839|0.2977|-0.14021|0.03030655|-1291.752049|2.25|5.6478
12i_a36|1|0|0|3.27619957|0|7.412764017000001|2|2|1.2401347459999998|0.043792895|-0.016027043|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|-0.929568494|-0.011700732|10.96020192|1|0.135587069|-0.1187503719999999|-0.608318386|1|0.647732719|-0.01509434|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|-54.81607619|-75.66036485|12.71877085|108.3973956|0.169035768|108.9148111|0.52902639|0.7691298590000001|-2.46592234|90.11282843|-29.42347522|3231.030388|-1588.867662|-18.95842684|0.230870141|13.98728916|-1023.755049|38.2555363|0.022430221|2065.79896|14.45246358|1.0|0.0|1.0|1.0|0.0|2.0|4.8|0.0|0.17|17.0|-7.14|78.43|2.04|2.0|130.43|7.0|-5.2|-6.4|465.43|2.65|6.26e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|5.2297|4.86|3.7496|-1645.171438|666.79|1172.5|237.08|0.34255|0.70134|0.1516|-0.1541|0.03165678|-1645.017702|12.0|7.9208
6_a4|0|0|0|0.0|1|7.535296702|1|1|1.271761557|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|2|0.035283951|0.042096749|-0.064723237|0.011457667|10.92992785|1|0.0671397079999999|-0.046166422|-0.1738111839999999|2|0.664591856|-0.340860215|0.810030118|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|-29.18838891|-37.33240845|4.324187697|14.1731579|0.054454162|30.33467048|45.93422613|0.814470803|-1.206286076|42.27020924|-13.71394596|2342.371538|-671.9833521|-7.639600225|0.1855291969999999|9.981741408|-374.340411|16.83786074|0.008863911|825.0551765|4.937800786|0.0|1.0|1.0|1.0|1.0|0.0|3.38|3.45|0.26|21.0|-7.99|43.6|3.09|2.0|109.7|3.0|-4.91|-5.42|354.45|4.23|1.24e-05|0.00274|4.28|0.0|1.04e-08|3.67e-06|4.8714|4.11|4.0354|-1108.563418|613.83|1057.7|254.51|0.60542|0.5877|0.0772|-0.16959|0.02244097|-1108.392115|1.3|5.8861
12ba_a36|1|0|0|3.389685532|0|7.412764017000001|2|2|1.297043659|-0.090865777|-0.0075620109999999|5.351858133|0.026411489|2|0.040566449|0.087201747|-0.423472625|-0.002123045|10.9478512|1|0.159880159|-0.091676619|-0.410941182|1|0.844641715|-0.0202572689999999|0.890675195|0.796093405|0|0.849738126|-0.083210415|-0.108410153|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|101.229662|16.1479891|0.7068957840000001|-1.951382748|89.06670390000001|-25.28122447|3035.390784|-1314.6236720000002|-17.03166444|0.293104216|14.59456478|-885.6465508|35.76372225|0.023797439|1859.713557|16.03205543|1.0|0.0|1.0|1.0|0.0|2.0|4.8|0.0|0.12|17.0|-6.72|116.78|0.74|1.0|133.18|5.0|-4.77|-7.04|431.45|1.57|1.6800000000000002e-05|0.0244|2.67|0.0|1.91e-07|8.240000000000001e-05|5.2506|2.79|3.0114|-1417.426327|687.23|1187.56|236.13|0.3989999999999999|0.70432|0.0009|-0.12587|0.02839417|-1417.249741|21.0|7.6778
12r_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604984545|-0.015167821|-0.007553813|5.351858133|-0.093024002|2|0.043383838|-0.093079817|-0.400352091|-0.002544958|10.31162892|1|-0.247439715|-0.0546637159999999|-0.44083509|1|0.609043558|-0.105767484|0.889479916|0.591758164|0|0.72072745|-0.090229387|-0.109990462|-58.32042638|-71.0931422|12.36992712|90.4724548|0.27927255|180.5098625|0.0|0.790065337|-1.979828309|82.06195604|-26.11584816|2976.944611|-1279.67656|-16.88017015|0.209934663|13.94386247|-827.1283373|33.05530181|0.016970201|1619.709789|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|4.66|0.0|0.14|17.0|-7.16|81.65|3.58|2.0|127.19|5.0|-5.49|-6.06|434.46|3.21|3.24e-06|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|5067.0|4.32|3.5111|-1774.2026670000002|679.64|1141.54|244.69|0.32409|0.68476|0.1522|-0.14894|0.03388131|-1774.070699|29.0|7.5317
14_a1|1|0|0|3.3674017380000003|0|7.423568444|1|1|1.430935835|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|1|0.164429684|-0.020716495|-0.567791164|1|0.838928085|-0.083341531|0.805877431|0.795744863|0|0.593170871|-0.12658238|-0.122581374|-74.96297518|-72.59355177|19.5711254|161.1772893|0.406829129|240.9270705|104.2594419|0.753357398|-2.083883365|87.02320758|-27.42423067|2678.985809|-1234.09038|-16.24082222|0.246642602|14.21658628|-730.8369997000001|36.40268318|0.0243658979999999|1638.120743|14.42965582|1.0|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|103.12|1.54|1.0|106.85|4.0|-4.52|-6.73|384.39|2.85|3.03e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|3.8344|4.57|3.3061|-1292.55322|621.08|1049.56|323.35|0.6572600000000001|0.69894|0.3497|-0.1336|0.03490867|-1292.415211|94.0|7.0269
7_a47|0|0|0|0.0|0|0.0|0|0|1.304326965|0.00763426|-0.008206422|0.0|-0.143650735|2|0.04030303|-0.128433676|-0.3939082339999999|-0.0091074509999999|10.93671034|0|-0.262805289|-0.021071408|-0.46105149|2|0.6995252890000001|-0.124285418|0.8755534909999999|0.671549194|1|0.8473227320000001|-0.081264417|-0.095957591|-45.82735481|-54.113260200000006|5.027768049|103.5602725|0.152677268|86.09912617|0.0|0.816979353|-1.631279045|61.47335819|-20.44278719|2491.885862|-919.9254234|-11.52827882|0.1830206469999999|10.90440708|-518.7725468|25.02240371|0.0130514639999999|1126.008167|7.36009799|1.0|1.0|0.0|1.0|1.0|2.0|2.96|3.14|0.09|22.0|-9.45|58.04|3.69|2.0|111.28|4.0|-6.47|-4.8|393.84|4.89|3.41e-07|0.000345|5.49|0.0|3.52e-10|1.3900000000000001e-07|3.7203|5.08|3.7203|-1647.963177|604.84|1043.33|333.26|0.69314|0.69314|0.2144|-0.1544|0.03348545|-1647.841533|25.0|7.6
3o_a32|1|1|1|3.644417045|0|7.773594467000001|1|1|0.609420753|-0.022603806|-0.006253394|5.733341277|-0.014299905|1|0.035643275|-0.064818511|-0.306416317|-0.001411347|10.3110027|3|-0.117744493|-0.061774721|-0.483580522|0|0.90022001|-0.154436834|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|-42.51640563|-55.03672286|7.218280399|62.67187821|0.162219176|93.52833522|0.0|0.7850948190000001|-1.4318674340000002|62.56936516|-18.34557429|2488.133192|-825.5508427999999|-10.57723917|0.214905181|11.73098001|-475.9757626|23.36733582|0.0130649069999999|1051.530112|7.532642302|1.0|1.0|1.0|1.0|1.0|2.0|3.47|3.06|0.32|19.0|-7.27|122.97|1.58|1.0|112.07|3.0|-5.72|-6.17|381.52|3.74|1.89e-06|0.00714|3.46|0.0|5.35e-08|2.04e-05|3.5333|2.35|3.5333|-1805.473626|620.56|1049.14|350.9|0.70216|0.70216|0.2851|-0.14652|0.03088166|-1805.333039|0.24|6.6198
2_a33|1|1|1|3.396444161|0|7.765993078999999|0|0|0.609420748|0.047294725|-0.009168933|5.733341277|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|-0.002514803|10.31100266|3|-0.0881938509999999|-0.083752249|-0.593915758|0|0.787714775|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.0804186|-0.104047115|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|44.34034244|0.702597735|-1.56070672|75.44970552|-19.46234551|2632.195388|-953.6549298|-11.89228027|0.297402265|11.60906093|-582.7217333|27.70055258|0.019430318|1357.327077|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|3.57|3.51|0.3|19.0|-7.67|140.04|1.33|2.0|115.28|7.0|-6.35|-6.17|411.54|3.98|4.44e-07|0.0069|3.72|0.0|2.13e-08|8.78e-06|3.6281|5.11|3.6281|-1920.049452|655.74|1128.98|341.74|0.70205|0.70205|0.2911|-0.15012|0.02972182|-1919.890628|6.0|8.2596
