molecula|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Lipinski|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18b_a25|6.842683282|0|0|1.194228955|1.824998189|-0.147813831|-0.003259453|0.0131826839999999|-0.018632104|2.003993644|0.006181503|10.31286058|1|0.00598031|-0.032776381|-0.034703635|-0.061048368|2|0.721100414|-0.026045966|0.8333962429999999|0.6915652390000001|1|0.936253893|-0.078644297|0.348987182|0.01278627|-55.18621997|44.73187305|6.296086869|0.0|0.7847794690000001|-31.08693686|53.27347337|0.493622561|656.9874135|2327.4502850000003|-15.05981357|0.215220531|6973.180791|151.02439719999998|-813.229933|27.34692815|0.013724883|809.2903831|9.631015182|1.0|1.0|1.0|1.0|1.0|3.56|0.07|27.0|-9.84|5.93|5.59|2.2|2.0|1.0|138.56|0.0|1.0|6.0|-6.54|4.0|-5.93|0.0|0.0|4.35|2.87e-07|0.0|4.32|728.12|336.67|0.2658|612.24|0.36733|0.54166|-1767.2232149999998|-0.15079|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|51.0|7.2924
12y_a30|7.412764017000001|2|2|0.604984019|0.0|0.048343649|-0.005996863|-0.037335306|-0.089502772|0.0|0.00604028|10.31162818|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|1|0.842068099|-0.05346283|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.091248521|0.374181804|0.0149823289999999|-61.25585229|101.4221952|6.751850651|0.0|0.820108145|-31.95309886|57.65603256|0.445723724|569.8856940000001|2411.415644|-15.70095045|0.179891855|6301.067405|120.7628216|-863.552275|28.51891948|0.012362508|754.3941655|8.299049218|1.0|1.0|1.0|0.0|1.0|0.0|0.21|17.0|-7.38|4.87|3.23|3.25|2.0|0.0|137.21|0.0|1.0|5.0|-6.04|4.0|-5.64|0.0|0.0|3.19|9.14e-07|0.0|4.45|728.75|357.11|0.2173|585.59|0.30617|0.6864399999999999|-1654.125015|-0.1475|4.7043|-0.19815|0.0311422|-1654.190369|5.1209|22.0|7.6576
13_a10|7.535296702|1|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|-0.055497169|-0.093280469|1.794073077|0.00384732|10.9296146|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|2|0.761923976|0.00746881|0.84680169|0.736686715|1|0.818027691|-0.082327045|0.4676169839999999|0.0122005|-41.62089688|91.99711608|3.118282386|0.0|0.7144943490000001|-24.21093442|54.05778885|0.449563457|413.5584641|1630.880014|-7.698174391|0.285505651|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|422.96706330000006|9.595006108|1.0|0.0|1.0|1.0|1.0|2.58|0.15|21.0|-6.6|3.52|3.81|1.88|0.0|0.0|97.14|0.0|1.0|2.0|-3.76|4.0|-6.34|0.0|1.0|2.91|0.000176|0.0|2.48|550.83|322.72|0.3905|376.77|0.34881|0.68386|-1065.68351|-0.15937|3.6904|-0.20959|0.0346535|-1065.732389|5.3726|0.16|6.7959
6_a3|6.823286122000001|0|0|0.605016564|0.0|0.155665791|-0.008934536|-0.106234254|-0.025021661|2.000787282|-0.007540435|10.3116226|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|2|0.881253042|-0.155862559|0.8632654590000001|0.773152968|1|0.783322023|-0.098669224|0.556539611|0.010921391|-49.23401228|108.118071|2.7192240510000003|77.06094911|0.80281499|-25.95647951|57.46859326|0.387883362|390.8623623|1899.385061|-9.393191593|0.19718501|4992.54948|98.39146166|-319.3685142|23.4484528|0.0150025189999999|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|1.0|2.65|0.0|21.0|-7.48|4.96|4.66|2.11|1.0|0.0|95.5|0.0|1.0|2.0|-5.44|3.0|-5.68|0.0|0.0|3.63|3.67e-06|0.0|3.09|524.88|365.05|0.1997|366.93|0.3369|0.69323|-1731.602363|-0.1465|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501
19_a3|6.605297921|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|-0.030657|-0.008897473|1.744747103|0.006821053|10.96959256|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|3|0.718266758|-0.0150769919999999|0.8264237520000001|0.687139108|1|0.853017902|-0.087730634|0.225451546|0.0116401719999999|-40.8473715|68.43484547|2.523394126|0.0|0.75798185|-14.67073822|36.92898885|0.476813896|397.1650228|869.7868956|-7.064025721|0.24201815|4138.413977|112.6836188|-247.2409002|20.01615321|0.016552404|314.0966684|7.706796952|1.0|0.0|1.0|1.0|1.0|1.6|0.06|21.0|-7.21|3.9|3.39|1.18|0.0|0.0|85.32|0.0|1.0|2.0|-3.24|4.0|-6.5|0.0|1.0|2.45|0.000578|0.0|2.43|499.93|314.28|0.3006|362.92|0.67351|0.67351|-929.14689|-0.16303|2191.0|-0.2206|0.020989746|-929.193831|2.8758|23.0|7.6383
19d_a38|7.412764017000001|2|2|1.297043205|0.0|0.013465335|-0.0120676969999999|-0.17467835|0.019858574|0.0|-0.011156837|10.95446448|1|-0.00835812|0.041924146|-0.060668296|-0.128079012|1|0.7581164340000001|0.111104525|0.908591797|0.730686013|0|0.63167949|-0.1248815919999999|0.3509455999999999|0.024158903|-80.2776536|236.7675313|9.98319831|115.6739235|0.7494816990000001|-48.11018574|90.37127996|0.478151237|406.0626253|2995.494247|-18.15727844|0.250518301|6934.7619620000005|161.0407189|-980.493036|37.68716585|0.022660131|686.8472757999999|14.56661536|0.0|0.0|1.0|0.0|4.0|2.38|0.13|17.0|-6.41|2.34|1.65|1.65|1.0|0.0|133.79|0.0|1.0|6.0|-3.87|5.0|-7.84|0.0|0.0|1.94|0.000134|0.0|4.13|679.08|338.89|0.3167|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|-0.15054|7.9959|-0.20145|0.04735828|-1500.683599|10.6621|11.0|7.9586
4R4l_a46|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|-0.075241716|-0.067419714|0.0|0.0066560469999999|10.94631401|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.7940662409999999|-0.001318857|0.762625193|0.7936534740000001|0|0.896653672|-0.084697739|0.208818132|0.007084496|-45.96797819|56.0891211|2.086777505|0.0|0.8782984840000001|-26.65896664|52.96512128|0.4568839389999999|486.6405745|1766.0974600000002|-8.805242402000001|0.121701516|4923.057044|66.05102684|-449.0673625|18.4720714|0.006401537|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|3.24|0.36|17.0|-7.0|4.64|5.02|3.06|1.0|0.0|105.77|0.0|1.0|3.0|-5.28|3.0|-5.23|0.0|1.0|4.09|5.25e-06|0.0|4.99|584.44|301.29|0.1678|498.78|0.40548|0.67823|-1092.4898449999998|-0.17475|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|137.0|6.8633
34_a20|6.842683282|0|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|-0.104520106|0.199191385|1.991704333|0.003085806|10.93244905|1|0.003149352|0.327535029|0.0346782989999999|0.057022334|2|0.7071284179999999|-0.101401966|0.80310139|0.690530489|1|0.7966571459999999|-0.085459595|0.408491116|0.0130295999999999|-57.49912174|136.81360859999998|5.898367836|80.66541842|0.776414086|-38.56497154|66.0848174|0.462785432|536.0086996|2319.742032|-14.59875162|0.223585914|6211.26199|150.43359099999998|-773.7338361000001|27.94614651|0.01491516|712.1606951|10.03525243|1.0|1.0|1.0|1.0|1.0|2.92|0.08|27.0|-9.18|4.5|4.62|2.47|2.0|0.0|125.0|0.0|1.0|5.0|-5.14|4.0|-6.28|0.0|0.0|3.63|7.27e-06|0.0|4.97|711.19|320.38|0.4388|544.93|0.38519|0.68845|-1352.041015|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147
3m_a32|7.773594467000001|0|1|0.609420748|0.0|0.013867955|-0.006290106|-0.017268778|-0.0370712179999999|2.175099216|-0.000514191|10.31100268|3|0.000822186|-0.065422345|-0.04918838|-0.086806406|0|0.6943636479999999|-0.0067207069999999|0.872498916|0.6672533589999999|1|0.798023273|-0.09390309|0.317009723|0.013428623|-56.15082133|120.7751424|4.801577352|0.0|0.674468222|-30.25923462|58.63348955|0.4687361229999999|477.1904954|2363.601309|-9.699808932|0.325531778|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|0.018412178|554.9424306|11.00984957|1.0|1.0|1.0|1.0|1.0|2.93|0.3|19.0|-7.38|7.02|5.35|1.74|2.0|0.0|110.36|0.0|1.0|3.0|-5.94|4.0|-6.17|0.0|0.0|4.12|1.14e-06|0.0|5.1|641.52|346.82|0.2952|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383
8_a47|7.252053952000001|0|1|1.24688044|0.0|0.003732288|-0.007835945|-0.099564745|-0.087101663|1.335354131|-0.008756|10.93671024|0|-0.007648516|-0.177626636|-0.00158075|-0.003223628|2|0.686795267|-0.035681436|0.842571655|0.659210804|1|0.8497568740000001|-0.091482011|0.517797505|0.008687692|-53.11155658|87.2263982|2.928269795|0.0|0.819702033|-25.60148752|49.14108595|0.414302597|493.3419136|2217.264922|-12.06582525|0.180297967|6219.278078|104.6752861|-555.0279614|25.35407034|0.012935553|559.4973856|7.509972037000001|1.0|0.0|1.0|1.0|2.0|3.21|0.13|22.0|-9.25|5.67|6.77|3.9|2.0|0.0|113.97|0.0|1.0|4.0|-6.59|4.0|-4.79|1.0|0.0|5.03|2.56e-07|0.0|4.91|621.06|337.87|0.2249|433.38|0.6877800000000001|0.6877800000000001|-1685.8518170000002|-0.15357|3585.0|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3
12f_a30|7.412764017000001|2|2|0.60498366|0.0|0.156569208|-0.015345198|-0.274237737|0.1468972409999999|0.0|-0.00695299|10.31162828|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|1|0.613786308|-0.043091382|0.876441789|0.593245722|0|0.8357464459999999|-0.108935062|0.56363596|0.01570263|-76.85198573|115.8783181|7.815328055|1.45550709|0.815175332|-45.01820228|74.88972286|0.472521727|589.6060704|2712.844784|-22.5055335|0.184824668|7634.176316|130.3909181|-1192.793275|39.1336968|0.01752821|696.6414817000001|12.36587885|1.0|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.43|4.78|2.82|2.0|0.0|133.96|0.0|1.0|7.0|-6.7|8.0|-5.66|0.0|0.0|3.42|1.99e-07|0.0|5.52|729.87|351.25|0.2166|574.31|0.32483|0.68471|-1987.782125|-0.14958|3.6633|-0.20422|0.03400408|-1987.848015|4.6865|19.0|7.7144
12c_a5|6.605297921|1|1|1.236775191|0.0|-0.212798523|-0.002685954|0.020594766|-0.086795626|0.0|0.0054189009999999|10.9455378|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|2|0.808899433|0.05430631|0.8446264459999999|0.782051277|0|0.841092921|-0.066083881|0.450827114|0.016374249|-43.47195613|104.5338363|7.085796743|13.26856229|0.583585895|-30.6699685|57.39441476|0.4609383929999999|553.2961182|2045.184304|-9.702606135|0.416414105|5877.765289|273.9296719|-543.3459436|25.27376659|0.024214085|735.3048881|15.92875034|0.0|0.0|1.0|1.0|2.0|2.78|0.24|23.0|-9.31|5.03|4.32|1.57|1.0|0.0|121.26|0.0|1.0|6.0|-4.09|5.0|-6.79|0.0|0.0|3.31|8.159999999999999e-05|0.0|2.06|694.24|309.06|0.1513|519.21|0.52074|0.6893600000000001|-1316.244961|-0.16563|3.0135|-0.21128|0.02242648|-1316.305277|3.5993|47.0|7.3279
12c_a30|7.412764017000001|2|2|0.604984133|0.0|0.045997203|-0.006900253|-0.030422458|-0.0983590219999999|0.0|0.00372838|10.31162888|1|0.003603419|-0.172653074|-0.051371057|-0.090173435|1|0.8264832879999999|-0.031986012|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.096482247|0.39541773|0.01588025|-62.99109515|101.8928318|6.768942632999999|0.0|0.8061287690000001|-32.72642202|60.4942895|0.452966315|550.9847369|2456.062146|-15.946612|0.193871231|6403.739746|126.574178|-781.3839879|30.29927658|0.014695647|652.8825454|9.594458155|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.22|4.47|3.27|3.31|2.0|0.0|132.29|0.0|1.0|5.0|-5.93|4.0|-5.75|0.0|0.0|3.11|1.19e-06|0.0|4.45|695.96|351.37|0.2155|541.39|0.32037|0.68457|-2035.141497|-0.1496299999999999|3.7377|-0.2038599999999999|0.03433522|-2035.202565|4.7893|0.01|7.9914
25d_a34|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.015046463|-0.089654563|-0.163072107|0.0|-0.005017781|10.95957635|1|-0.001685762|-0.263924686|-0.211368416|-0.342090037|1|0.8265507809999999|0.14554928|0.799694715|0.778903495|0|0.674282353|-0.124111479|0.631894475|0.0292772039999999|-82.09024497|215.4372954|12.8082206|69.64131956|0.7772035959999999|-44.00298587|85.89233572|0.478308897|445.9861716|2564.887803|-19.46475234|0.2227964039999999|6513.063805|147.36277019999997|-1031.631874|37.86469665|0.019881997|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|2.0|3.76|0.12|23.0|-8.08|3.05|3.95|2.26|1.0|0.0|119.81|0.0|1.0|7.0|-4.61|5.0|-6.74|0.0|0.0|3.21|2.44e-05|0.0|6.05|706.21|290.15|0.2106|554.05|0.6764600000000001|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223
16d_a32|7.765993078999999|0|0|0.609420775|0.0|0.170838661|-0.017249763|-0.087123461|0.0115077539999999|2.07416189|-0.00839148|10.31100273|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|0|0.816581223|0.107238939|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.11491796|0.41654798|0.032003415|-67.07571683|142.7146582|10.90312918|48.61700321|0.615749698|-31.07481011|71.91900971|0.4429631189999999|440.9688416|3152.666302|-12.41372827|0.384250302|5768.495166|224.2805611|-508.962859|34.53986301|0.0332953229999999|457.7130665|19.43393087|1.0|1.0|1.0|1.0|2.0|3.01|0.18|19.0|-6.59|5.26|3.82|0.65|1.0|0.0|102.33|1.0|1.0|6.0|-5.65|5.0|-6.62|1.0|0.0|3.12|2.22e-06|0.0|3.78|621.59|341.83|0.2915|489.97|0.70217|0.70217|-1877.185022|-0.15009|3.2048|-0.20077|0.02818209|-1877.241687|3.8853|8.0|8.1135
5_a18 (BIBF0775)|7.03438793|2|2|1.251175715|0.0|0.0160123|-0.005220163|-0.015946718|-0.0366107389999999|0.0|0.002526619|10.94702058|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|0|0.7140745620000001|-0.001626287|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.078246932|0.420002762|0.008501088|-59.08151918|118.3671077|4.846666751|50.25564119|0.8159410579999999|-39.33277643|58.5107823|0.483962172|636.6978809999999|1645.395714|-16.96451322|0.184058942|7221.114573000001|138.97646310000002|-1204.480438|27.535837|0.010831199|1140.896548|8.178259299999999|0.0|0.0|1.0|1.0|2.0|0.0|0.32|18.0|-9.21|4.09|3.69|3.52|3.0|1.0|155.95|0.0|1.0|8.0|-6.07|3.0|-5.96|0.0|1.0|3.2|8.590000000000001e-07|0.0|8.45|817.02|378.13|0.4825|691.68|0.69298|0.69298|-1571.843719|-0.13154|2.3389|-0.18092|0.02305362|-1571.914419|2.8009|34.0|7.4685
6_a1|7.535296702|1|1|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|0.021203156|-0.114683042|0.0|0.005054086|10.95180041|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|1|0.781885145|0.13761072|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.077422386|0.212044989|0.021009352|-37.41011914|58.82435931|4.905211525|95.13138767|0.576759436|-13.35477777|37.79009463|0.4218263379999999|424.3707604|1383.161829|-5.56196523|0.423240564|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|359.9965854|12.20110458|1.0|0.0|1.0|1.0|0.0|2.54|0.22|17.0|-6.02|3.61|3.57|1.75|0.0|0.0|86.31|0.0|1.0|3.0|-3.12|3.0|-6.21|0.0|1.0|2.82|0.0007599999999999|0.0|2.81|527.41|305.12|0.3399|405.23|0.69818|0.69818|-935.330989|-0.16784|5.8386|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.1|5.2924
14q_a23|7.423568444|0|0|1.19796338|3.292130907|0.141057047|-0.0101981219999999|-0.130330047|0.064903564|0.720966302|0.002243702|10.31321757|2|0.002496501|0.121109106|-0.017918675|-0.033435987|2|0.77007911|0.067394607|0.871119857|0.7333675390000001|1|0.773194598|-0.096370719|0.227948491|0.02158178|-66.16349731|155.7136729|10.17264683|97.13675614|0.777340899|-42.23665548|76.3369885|0.472004985|530.8381985000001|2213.1193780000003|-18.70427707|0.222659101|6982.066379000001|152.86702240000002|-953.9181308|35.04742005|0.01932289|693.3423458|13.26616596|0.0|1.0|1.0|0.0|2.0|2.66|0.04|26.0|-6.96|2.57|3.12|2.28|1.0|1.0|128.38|1.0|1.0|6.0|-5.21|5.0|-7.33|1.0|0.0|2.62|6.11e-06|0.0|4.19|714.22|340.33|0.4943|554.59|0.5949|0.5949|-1798.3704079999998|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069
11_a27|7.535296702|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|-0.003527607|-0.080272515|1.3706083080000002|0.004538653|10.93910312|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|2|0.734834532|-0.0357410779999999|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.094820973|0.349764196|0.016171515|-50.15555389|124.5410133|4.524597532|72.60399149|0.8088958709999999|-22.36099135|50.82822357|0.4528656239999999|404.4089873|1646.903525|-9.595877966|0.1911041289999999|5186.240841|101.0845293|-451.0062644|22.42732497|0.012694323|504.209846|6.714661907000001|1.0|0.0|1.0|0.0|1.0|0.0|0.35|16.0|-6.09|2.72|1.67|3.06|0.0|0.0|106.33|0.0|1.0|2.0|-3.68|4.0|-6.47|0.0|1.0|2.04|0.000207|0.0|4.54|571.4|499.21|0.3492|415.32|0.6125|0.59222|-1122.190727|-0.1022|3.1278|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0
15c_a22|6.842683282|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|-0.018518519|-0.026986769|1.568396937|0.003784292|10.9464374|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|2|0.667111824|-0.096749121|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.080088202|0.615901609|0.024561528|-57.66130245|96.05497587|12.731723|78.22334636|0.661775114|-34.97658951|66.26407672|0.462157867|623.9175171|2092.620825|-15.66586856|0.338224886|6882.442370999999|243.5126145|-830.2910335|32.87972244|0.0248073129999999|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|2.85|0.08|27.0|-9.28|3.9|4.18|1.08|1.0|0.0|128.77|0.0|1.0|6.0|-4.86|6.0|-6.96|0.0|0.0|2.98|1.39e-05|0.0|4.79|715.42|337.46|0.5082|575.8|0.30831|0.69113|-1460.324493|-0.15408|7.382000000000001|-0.22807|0.03150096|-1460.387718|9.0393|737.0|6.1325
8j_a46|7.727094485|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|-0.008523199|-0.129276363|0.0|0.011852046|10.96391738|1|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|2|0.645146311|-0.223292257|0.837678812|0.6109926379999999|0|0.934648421|-0.068971544|0.308052557|0.008672342|-37.04976799|35.10521457|2.5024620580000003|64.83187221|0.822112519|-15.7861518|34.04593326|0.427798746|502.0694817|1888.679875|-7.405468973|0.177887481|4759.107832|95.55665364|-318.43516580000005|16.76894569|0.008843828|453.1959065|4.750680627|1.0|1.0|1.0|1.0|0.0|3.25|0.32|17.0|-7.26|4.71|4.55|2.62|1.0|1.0|96.94|0.0|1.0|2.0|-4.59|3.0|-5.55|0.0|1.0|3.82|2.59e-05|0.0|3.78|576.48|281.1|0.1728|493.89|0.50703|0.70121|-1414.349865|-0.18531|5.2361|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108
14r_a23|7.423568444|0|0|1.197963203|3.201732471|-0.009140243|-0.006323791|-0.06921746|0.014148395|0.7087588690000001|0.007671236|10.31321824|2|0.0075222369999999|0.033038452|-0.073945564|-0.17267308|2|0.616699629|0.03753491|0.846632079|0.5935522360000001|1|0.8662226190000001|-0.085881409|0.375360556|0.019185345|-55.30494931|86.14846171|7.956082857|55.62948521|0.7882228370000001|-25.96781003|52.67940305|0.4661909429999999|557.8203557999999|2306.754114|-15.15517566|0.211777163|6744.848704999999|136.37788909999998|-712.2932561000001|29.85706563|0.017092103|599.5697147999999|11.00678143|0.0|1.0|1.0|0.0|1.0|3.06|0.05|26.0|-7.67|3.78|4.58|3.4|2.0|1.0|120.24|0.0|1.0|5.0|-5.58|5.0|-6.31|0.0|0.0|3.7|2.66e-06|0.0|3.72|678.08|389.92|0.2346|513.71|0.30482|0.68115|-1728.924789|-0.15536|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.8722|5.0|8.2684
4R4k_a46|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|-0.088084767|-0.104665424|0.0|0.006550513|10.94631314|1|0.006050983|-0.158788415|0.008544799|0.012963356|1|0.78837943|-0.003017362|0.787615341|0.784722915|0|0.890625164|-0.085931818|0.237621572|0.007883196|-45.72566346|58.20005971|2.232103603|0.0|0.866681099|-25.39807111|51.92513282|0.465590034|473.9155694|1767.850427|-8.617349646000001|0.133318901|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|519.5743695|3.857266463|1.0|0.0|1.0|1.0|1.0|3.12|0.33|17.0|-6.61|4.26|4.77|2.84|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|3.0|-5.46|0.0|1.0|3.81|1.5e-05|0.0|4.52|565.94|299.53|0.2896|490.83|0.54119|0.68404|-1053.202129|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|97.0|7.0132
19i_a38|7.412764017000001|2|2|1.297043925|0.0|-0.125335237|-0.008447598|-0.115864198|0.08414367|0.0|-0.006877664|10.96052467|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|1|0.653741315|-0.040954326|0.892249657|0.632625562|0|0.747158407|-0.113250303|0.4748744179999999|0.022576308|-69.40536597|154.953787|8.479305267|10.71501217|0.7419238420000001|-31.35232957|64.99417804|0.444551315|457.89548719999993|2335.0953870000003|-15.31261014|0.258076158|6744.7785650000005|158.161786|-765.6305068|33.67721904|0.022159015|593.6088758|13.5801364|1.0|1.0|1.0|1.0|3.0|2.88|0.14|17.0|-7.12|3.55|3.11|2.78|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|5.0|-6.81|0.0|0.0|3.04|5.68e-05|0.0|3.66|641.31|343.17|0.2156|457.26|0.4342|0.69267|-1431.181148|-0.14872|6.6636|-0.2052|0.03110827|-1431.239177|8.6365|13.0|7.9031
47n_a18|7.03438793|1|1|1.251175627|0.0|0.0487694459999999|-0.007614955|-0.057061805|0.017491759|0.0|0.000271488|10.94702025|0|0.001705837|0.026244774|-0.172015161|-0.258092915|0|0.722991132|-0.09714337|0.726888951|0.711628292|0|0.792429396|-0.091185806|0.288989992|0.0106152389999999|-75.24728669|171.2889916|7.228646444|47.476904100000006|0.783921929|-54.00070374|74.19865731|0.482565384|653.9193397999999|2052.393389|-21.77346199|0.216078071|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|0.01357247|1306.125688|11.20011508|1.0|0.0|1.0|1.0|3.0|0.0|0.31|18.0|-9.76|3.67|3.31|2.72|3.0|1.0|162.18|1.0|1.0|13.0|-6.02|4.0|-6.68|0.0|0.0|2.76|9.48e-07|1.0|9.78|879.92|387.11|0.5056|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|-0.18391|0.02839695|-1740.663577|3.3568|64.0|7.1938
12f_a36|7.412764017000001|2|2|1.297042537|0.0|-0.066269699|-0.006773586|-0.032343041|0.10938259|0.0|0.003676818|10.95389399|1|0.0045625|0.182557897|-0.101854847|-0.169994208|1|0.902377067|-0.109793154|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.100276611|0.3416917479999999|0.01784834|-66.16123807|103.2191714|7.769727312|0.835268043|0.7803018709999999|-30.92312428|58.64442871|0.464240353|556.5681681|2380.393255|-15.59012402|0.219698129|6000.985822|144.9540437|-873.0469447999999|30.28188764|0.015685228|729.1873176|10.34891518|1.0|0.0|1.0|0.0|2.0|0.0|0.21|17.0|-7.36|3.62|2.45|2.45|1.0|0.0|133.52|0.0|1.0|6.0|-4.61|4.0|-6.33|0.0|1.0|2.4|2.48e-05|0.0|3.87|699.88|339.27|0.4374|545.55|0.37095|0.70126|-1311.285102|-0.15011|5.9228|-0.20046|0.02879265|-1311.345557|7.8454|11.0|7.9586
4c_a46|7.825245291|1|1|1.134637091|2.137504882|-0.068543882|-0.005085922|-0.048990529|-0.111750026|0.0|0.010177371|10.94298307|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|1|0.649753668|0.072412685|0.761921603|0.65145414|0|0.890777395|-0.087503927|0.305199509|0.013924723|-55.2981278|69.02325225|5.56099297|53.13410852|0.840753785|-25.41708422|49.01980408|0.450883931|562.9269925|2487.942529|-11.85656505|0.159246215|5571.088357|100.6356847|-663.9676426|22.31552819|0.008510983|696.2528933|5.378517586|1.0|1.0|1.0|1.0|0.0|3.8|0.38|17.0|-7.62|5.11|5.24|3.4|2.0|0.0|115.03|0.0|1.0|5.0|-5.55|4.0|-5.39|0.0|1.0|4.44|2.8e-06|0.0|6.38|683.75|302.21|0.2296|617.56|0.42391|0.6986600000000001|-1245.114575|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972
