molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
galu_a46|0.0|0|0|0|7.535296702|1|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|2|0.039550827|-0.090581301|1.721297609|0.002865697|10.92740177|-0.1121767259999999|0.003107816|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|0.81708619|0.044184467|0.7637964079999999|-0.089050651|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|261.2602893|0.236203592|68.43088526|0.7832175929999999|-28.50774993|57.65745491|-18.02733582|2501.785113|427.4851161|-847.2847833999999|-10.08962292|0.2167824069999999|0.880553787|5641.451892|121.3297832|-474.2122773|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|1.0|2.75|0.18|21.0|-7.13|3.69|3.51|1.0|0.0|108.18|1.0|-3.85|28.0|4.0|-6.86|369.42|1.0|0.0001409999999999|52.0|0.0|0.0|2.75e-05|||||||||||||||7.2924
4k_a46|0.0|0|0|0|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|0.0|0.006550513|10.94631314|-0.1032662209999999|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|0.8789113709999999|-0.086581945|0.260665072|0.007038271|-49.65634024|-46.76051618|3.801175594|171.92614719999997|0.121088629|0.0|0.8732380740000001|-26.8180173|50.48291318|-16.56101615|2104.876032|474.67574630000007|-794.928775|-8.94414722|0.126761926|0.7163519709999999|4685.0322320000005|68.46061366|-429.3190666|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|3.722397006000001|1.0|3.03|0.33|17.0|-6.61|4.26|4.77|1.0|0.0|100.96|1.0|-4.82|25.0|3.0|-5.46|333.43|1.0|1.5e-05|5.0|0.0|0.0|8.28e-05|-0.01712|4.52|4.4485|-1053.433249|582.84|1001.96|278.71|0.2259|500.36|0.39943|0.1505|-0.20254|-1053.249847|5.7714|7.0969
47p_a18|0.0|0|0|0|7.03438793|1|1|1.25117677|0.0|-0.001819106|-0.005394244|4.844187086|0|0.037575758|0.025217016|0.0|0.00235332|10.94701988|-0.049428094|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.030970815|0.832954548|-0.082580968|0.278332428|0.007989903|-51.14496913|-61.12351185|5.913843751|10.25627035|0.1670454519999999|48.48855261|0.818459442|-37.85569728|69.19354871|-22.80728054|2933.069245|616.5234972999999|-1528.087796|-16.88114242|0.181540558|0.956223901|6726.61969|134.3699001|-1131.036542|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|0.0|0.28|18.0|-9.03|3.65|3.34|3.0|1.0|144.53|1.0|-5.67|35.0|3.0|-6.07|468.59|0.0|2.13e-06|0.000998|0.0|0.0|4.38e-07|-0.05628|7.98|3.2036|-1493.759811|795.43|1391.71|387.01|595.0|732.84|0.6937800000000001|595.0|-0.18746|-1493.407248|4.6652|7.1938
3d_a32|0.0|1|1|1|7.765993078999999|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|0|0.041161616|-0.0620110029999999|2.230648962|0.000655875|10.31100276|-0.0602430179999999|0.002004382|-0.076494363|-0.1395294259999999|-0.539652902|0|0.8315372|0.8444218509999999|-0.069007775|0.892845502|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|0.107154498|0.0|0.720540286|-20.13777259|59.15151032|-15.52441767|2213.978384|483.4133562|-605.4522892000001|-8.405385739|0.2794597139999999|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|0.0160633|-238.8142619|840.275417|421.3548777|8.697152881000001|1.0|3.11|0.24|19.0|-7.29|6.97|5.07|1.0|0.0|97.86|1.0|-6.55|23.0|3.0|-5.18|340.47|1.0|2.81e-07|9.58e-05|0.0|0.0|1.75e-05|-0.05482|3.42|3.5105|-1672.758552|569.29|959.11|353.18|0.5031|465.41|0.7035100000000001|0.5031|-0.19671|-1672.638515|5.1728|8.0915
13n_a6|0.0|1|0|0|6.842683282|0|0|1.4290206230000002|0.0|0.030890422|-0.010884884|4.727387819|2|0.04393617|0.058267173|1.628408574|-0.0093684169999999|10.95053349|-0.033224059|-0.00687003|-0.068956229|-0.118693789|-0.57091314|2|0.870730542|0.7767360059999999|-0.064779873|0.70890216|-0.109392959|0.307384948|0.017758385|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|103.012404|0.748967057|-47.27287681|88.73738138|-26.41600355|2952.259627|486.5239262|-1426.464192|-18.12946621|0.251032943|0.889160748|6386.381394|172.28545730000002|-978.9911754|35.2699138|0.019904118|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|1.9|0.08|27.0|-9.67|4.19|3.76|1.0|0.0|127.2|1.0|-4.64|33.0|5.0|-7.23|435.48|1.0|2.27e-05|0.00987|0.0|0.0|9.35e-08|-0.07131|4.27|3.3510000000000004|-1423.765005|727.69|1232.6|369.99|0.9117|548.09|0.55028|0.1945|-0.20994|-1423.514154|10.1967|7.1249
12aa_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043479|0.0|0.033952382|-0.011588438|5.351858133|2|0.042560386|0.03597264|0.0|-0.006653538|10.95446449|-0.013898809|-0.004569485|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|0.833911317|0.156337925|0.688945241|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|109.0001157|0.731335741|-49.88002793|96.18613736|-28.21625599|2928.7759760000004|471.12395210000005|-1523.677823|-19.29522587|0.2686642589999999|0.812554922|6438.603019|183.7216658|-1041.942197|38.58180913|0.023386634|-316.3903377|2083.417693|689.2886595|15.99256772|0.0|0.0|0.13|17.0|-6.14|1.92|0.98|1.0|0.0|131.85|1.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.000304|129.0|0.0|0.0|0.000305|-0.05111|3.88|3.8899|-1401.662677|701.99|1183.76|318.73|0.4446|520.19|0.6931|0.4446|-0.20829|-1401.45065|4.7433|8.0458
12h_a40|0.0|0|0|0|7.515889085|0|0|0.60499064|1.760542171|0.104392974|-0.008044548|5.4161004020000005|0|0.041915709|0.208938531|0.803557099|-0.000134504|10.31197256|-0.21893421|-0.002126898|0.127299624|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|0.116873629|0.839481749|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|-48.34705035|6.193088525|208.6717565|0.160518251|59.68939644|0.844008584|-26.67382585|54.9311782|-20.51086984|2270.834041|443.8158546|-676.8587047999999|-10.84365353|0.155991416|0.983394285|5087.343024|82.46928995|-357.8405665|24.30173133|0.012453938|-363.7398044|801.957134|350.9435025|6.584127851|1.0|3.0|0.0|20.0|-6.84|4.59|5.02|2.0|1.0|96.16|1.0|-6.25|23.0|2.0|-5.13|361.25|1.0|5.58e-07|0.0002009999999999|0.0|0.0|5.2e-05|-0.07512|4.14|2.6436|-2153.207198|548.82|910.77|469.0|0.3985|435.95|0.6503899999999999|0.3693|-0.18432|-2153.123274|3.5425|6.0846
1o_a5|0.0|1|0|0|6.605297921|0|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|2|0.025987654|-0.033273504|0.0|0.0057302559999999|10.94518594|-0.008511304|0.0051989459999999|0.038275248|0.06759341|-0.231165601|2|0.670787375|0.78144982|-0.003561205|0.88430372|-0.072886362|0.447318682|0.01325562|-42.63505279|-39.1638643|7.122612351|167.3051756|0.11569628|1.01402588|0.699913551|-22.90899675|50.11479279|-15.45942012|2238.291862|475.1609233|-587.4579645|-8.306775343|0.300086449|0.8888980340000001|4572.818263|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|2.2|0.0|23.0|-8.11|4.48|4.07|0.0|0.0|95.2|1.0|-4.08|25.0|4.0|-6.3|323.35|1.0|8.329999999999999e-05|0.0269|0.0|0.0|2.54e-06|-0.07037|2.66|4.1692|-1043.577386|561.04|938.37|297.38|0.3966|443.88|0.4988899999999999|0.0071|-0.23973|-1043.472984|5.4919|7.4559
AKLKII_a46|0.0|1|0|0|6.605297921|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|3|0.0386379929999999|-0.008897473|1.744747103|0.006821053|10.96959256|0.036226415|0.006731579|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.837641394|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|0.0|0.7721395329999999|-16.15213359|49.76981906|-15.74102977|2000.353437|397.2168972|-550.9360419|-7.464534402999999|0.2278604669999999|0.92307023|4110.764451|108.05343229999998|-261.2587041|20.38625028|0.015584114|-258.10190780000005|713.5187596|314.0966684|7.390123534|1.0|1.6|0.06|21.0|-7.21|3.9|3.39|0.0|0.0|85.32|1.0|-3.24|22.0|4.0|-6.5|287.32|1.0|0.000578|166.0|0.0|0.0|1.7800000000000002e-05|||||||||||||||6.7423
16_a4|0.0|0|0|0|7.535296702|1|1|1.398650725|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|1|0.04501634|0.007101649|0.0|0.0067511459999999|10.94592242|0.019290123|0.006466406|-0.018051608|-0.0513920109999999|-0.214481956|1|0.490768328|0.774455255|-0.0894138519999999|0.7898461090000001|-0.080093659|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|0.210153891|74.430775|0.832461695|-17.789707500000002|45.11883447|-16.43666742|2101.6948030000003|389.0176968|-591.7200271|-8.095443438|0.167538305|0.837568182|4520.2597670000005|82.51653675|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|0.0|3.08|0.11|17.0|-6.36|4.49|4.96|1.0|0.0|85.02|1.0|-3.92|23.0|4.0|-5.64|309.31|1.0|0.0001199999999999|0.0371|0.0|0.0|0.000134|-0.03965|4.05|4.2257|-1057.494456|515.68|856.55|293.41|0.2213|407.99|0.51149|0.1006|-0.2134|-1057.429593|1.9873|6.4647
19d_a38|0.0|1|0|0|7.412764017000001|2|2|1.297043205|0.0|0.013465335|-0.0120676969999999|5.351858133|2|0.04572104|0.019858574|0.0|-0.011156837|10.95446448|-0.024688524|-0.00835812|-0.060668296|-0.128079012|-0.529632789|1|0.7581164340000001|0.853092207|0.111104525|0.63167949|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|158.6487879|0.36832051|115.6739235|0.7494816990000001|-48.11018574|94.84426896|-28.24584108|3055.168373|406.0626253|-1525.275418|-18.15727844|0.250518301|0.916264002|6934.7619620000005|161.0407189|-980.493036|37.68716585|0.022660131|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|2.38|0.13|17.0|-6.41|2.34|1.65|1.0|0.0|133.79|1.0|-3.87|33.0|5.0|-7.84|444.46|0.0|0.000134|0.0594|0.0|0.0|0.000175|-0.05091|4.13|3.6586|-1500.898316|679.08|1171.77|338.89|0.3167|517.77|0.3356699999999999|0.0699|-0.20145|-1500.683599|10.6621|7.9586
1h_a5|0.0|1|0|0|6.605297921|0|0|1.427564094|0.0|-0.259241577|-0.001978474|4.59511985|2|0.026339869|-0.02598568|0.0|0.008031558|10.94466758|-0.044117647|0.007357977|0.034752304|0.0578378779999999|-0.20140246|2|0.71274658|0.780175595|0.070628165|0.8806402259999999|-0.069496749|0.39793593|0.008798715|-35.25675213|-36.2462047|4.588992214|160.0744187|0.119359774|0.484419999|0.7450549759999999|-18.38824808|44.51475742|-14.49848188|2107.271793|459.3001331|-579.9392753|-7.561719827|0.2549450239999999|0.958891501|4334.547353|132.96722079999998|-302.4687931|19.45961351|0.01585373|-255.618083|778.3845404|409.0289917|8.268552715|1.0|2.07|0.05|23.0|-8.41|4.99|4.51|0.0|0.0|95.45|1.0|-4.25|24.0|3.0|-5.77|312.37|1.0|5.5700000000000005e-05|0.0174|0.0|0.0|1.21e-06|-0.04124|3.17|4.3651|-990.6346565|556.57|934.7|284.03|0.3333|430.83|0.4112699999999999|0.1754|-0.21921|-990.523098|3.3752|7.5528
16a_a10|0.0|0|0|0|7.535296702|1|1|1.325756911|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|2|0.0334858389999999|-0.085711535|2.009832665|0.011207938|10.92947902|-0.0048530629999999|0.011558506|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.068377262|0.916148686|-0.076950669|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|0.083851314|99.81657855|0.7270593190000001|-25.21250404|63.53441386|-18.049219|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|0.272940681|0.862035195|6366.0631060000005|189.0108247|-774.9407716|24.82496066|0.014796066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|4.46|0.3|21.0|-8.5|4.73|5.19|3.0|0.0|133.66|1.0|-5.22|33.0|5.0|-5.91|439.55|1.0|6e-06|0.00264|0.0|0.0|1.4e-06|-0.04647|3.46|3.8718|-1395.158387|760.0|1310.44|320.22|0.3843|629.65|332.0|0.0841|-0.20697|-1394.861824|4.6574|7.3279
1_a6 (SB-431542)|0.0|1|0|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|1|0.035620155|0.1008839219999999|0.0|-0.011639964|10.94959842|-0.0492229479999999|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0.5940412860000001|-0.122555709|0.210050443|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|105.3125675|0.7531996609999999|-44.47680367|87.15852628|-27.46300805|2678.823231|352.3666367|-1235.8353619999998|-16.29019397|0.2468003389999999|0.895537592|5748.417262|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|2.35|0.05|23.0|-7.69|4.04|3.63|1.0|0.0|106.85|1.0|-4.52|29.0|5.0|-6.73|384.39|1.0|3.03e-05|0.0116|0.0|0.0|7.81e-06|-0.05971|4.57|3295.0|-1292.588032|619.92|1049.69|376.28|0.5765|464.07|0.55256|0.3346|-193.0|-1292.41452|8.8611|5.8119
28_a47|0.0|0|1|1|6.842683282|0|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|4.727387819|2|0.038387534|0.023813594|1.121067445|-0.013020816|10.95058275|0.0467853809999999|-0.010153352|-0.046265509|-0.126992366|-0.435485503|2|0.635684951|0.832144916|-0.175007067|0.605349345|-0.106779291|0.310094808|0.026080156|-67.33744077|-63.47150284|15.50250691|365.2310214|0.394650655|83.61576722|0.65225927|-40.02656804|82.27079846|-22.66839387|2616.1598940000003|359.8303775|-952.0725426|-13.47449501|0.34774073|0.8964208090000001|5633.990508|206.7032519|-565.9287905|34.75365534|0.031626405|-181.0112167|1459.653524|428.5826478|18.79929562|1.0|2.03|0.05|21.0|-6.92|2.49|3.84|1.0|0.0|99.2|1.0|-3.67|28.0|6.0|-7.22|380.35|1.0|0.000214|0.0816|0.0|0.0|4.59e-05|-0.05471|3.51|3675.0|-1335.759232|599.88|995.5|337.37|0.2996|461.73|0.69002|0.2996|-0.2052|-1335.6279869999998|8.17|7.6
18_a20|0.0|1|0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|2|0.0396875|0.163548857|1.983673343|-0.005614194|10.93301779|-0.054458882|-0.004071701|0.001996439|0.003282792|-0.597167441|2|0.809917509|0.7602869659999999|-0.107446431|0.76136176|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|82.70867776|0.8109110409999999|-41.07622672|72.31812218|-23.91074854|2809.844943|506.6038164|-1267.269673|-15.91001426|0.1890889589999999|0.936740671|6206.896662|125.81822920000002|-843.230756|29.4862782|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|2.76|0.08|27.0|-10.0|5.54|4.69|2.0|0.0|125.07|0.0|-5.59|32.0|4.0|-6.13|419.48|1.0|2.54e-06|0.00107|0.0|0.0|4.17e-08|-0.05604|5.35|3.5355|-1352.364724|703.24|1204.88|350.69|0.2991|531.11|0.31154|0.2011|-0.20289|-1352.135304|8.0505|7.4685
16a_a32|0.0|1|1|1|7.765993078999999|0|0|0.6094207620000001|0.0|0.205693867|-0.014399612|5.733341277|0|0.03995614|-0.053745649|2.095743605|-0.008098765|10.31100271|-0.058518519|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|0.8567078770000001|0.039965071|0.756542831|-0.119471489|0.283324612|0.020664867|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|66.13699638|0.6968200370000001|-35.00816569|88.96104768|-23.13158502|2615.514164|470.82456669999993|-1040.921326|-14.39564033|0.303179963|0.8211379000000001|5746.082161|188.6800971|-647.803815|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|14.6095244|1.0|2.66|0.22|19.0|-7.3|5.32|3.79|1.0|0.0|108.86|1.0|-5.49|27.0|4.0|-6.85|398.51|1.0|3.2e-06|0.00128|0.0|0.0|2.01e-05|-0.0567299999999999|3.9|3.6314|-1896.81177|664.67|1096.48|341.42|0.2859|535.63|0.70245|0.2859|-0.20718|-1896.649286|1.8274|7.9586
5a_a40|0.0|0|0|0|8.149890544|0|1|0.604913477|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0|0.0388888889999999|-0.108428634|0.808197279|0.011345707|10.31198338|-0.02394636|0.010425818|0.004130836|0.007301856|-0.363338726|0|0.538671739|0.756882266|-0.442215721|0.8531783270000001|-0.090991462|0.04987082|0.020641204|-34.5789643|-40.27003217|9.135164355|174.99981530000002|0.146821673|52.43850484|0.8224652720000001|-15.30358975|46.06507254|-16.10801287|1847.672595|377.5905776|-483.24038600000006|-7.128912782|0.177534728|0.956899016|3736.248815|78.57142892|-213.8673835|19.58503709|0.0130940839999999|-285.426492|587.5511127|244.8873477|5.795040371|1.0|2.49|0.21|14.0|-4.05|3.68|3.08|0.0|1.0|74.15|2.0|-4.13|19.0|3.0|-5.9|269.32|1.0|7.49e-05|0.0202|0.0|0.0|0.0241|-0.0657799999999999|4.36|3.7921|-1177.598691|466.79|757.45|326.96|0.4461|353.51|0.69499|0.4461|-0.21644|-1177.555706|7.6003|7.0915
12ab_a36|0.0|1|0|0|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|2|0.039951691|0.035377607|0.0|0.000939229|10.9540584|-0.029080933|0.002112069|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|0.8410557559999999|-0.095025338|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|116.6804416|0.158944244|15.55386871|0.679025324|-37.68448987|82.3666474|-23.06276515|2902.39241|580.1454645|-1245.389318|-15.90828969|0.320974676|0.941700118|6314.697413|221.4026852|-859.0476432|33.96451406|0.024384271|-246.9770378|1834.083759|708.5476357999999|16.81984117|0.0|0.0|0.17|17.0|-7.05|3.14|1.95|1.0|0.0|133.27|1.0|-3.92|32.0|5.0|-7.21|420.47|0.0|0.0001199999999999|0.0503|0.0|0.0|3.76e-05|-0.0523799999999999|3.23|3.8845|-1364.509957|712.73|1201.64|319.17|0.4451|564.58|0.69294|0.4451|-0.2093699999999999|-1364.300531|5.3228|7.9586
14_a4|0.0|0|0|0|7.535296702|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|1|0.0409444439999999|-0.0135414919999999|0.0|0.009588001|10.94612798|0.117232935|0.008943549|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0.158051825|0.8510382459999999|-0.071074269|0.218112446|0.013047382|-29.91067393|-32.31961528|5.933038407000001|12.12963775|0.148961754|85.72299913|0.768457211|-13.60128622|39.49511556|-13.71135194|1911.448021|386.9927769|-452.4746139|-6.23496557|0.231542789|0.6701974079999999|3944.638539|105.2894945|-205.7538638|17.84270058|0.015779688|-244.1511936|588.8091192|280.2639278|7.175500282000001|0.0|2.39|0.06|17.0|-5.71|3.59|4.09|0.0|0.0|80.09|2.0|-3.4|21.0|3.0|-5.8|277.3|1.0|0.000396|0.11|0.0|0.0|0.000539|-0.03639|3.22|4.2312|-918.9507745|475.32|794.51|293.02|0.1864|353.16|0.53298|0.1067|-0.2102|-918.896242|3.3312|5.8794
6f_a40|0.0|0|0|0|8.421342866|1|2|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|0|0.038309179|-0.122783873|0.737582436|-0.009302776|10.30179966|-0.190617284|-0.008368734|0.048543494|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|0.655786513|-0.130571562|0.363785804|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|40.01876255|0.8628087240000001|-55.39203581|92.77827871|-33.55442128|3021.330686|421.31181889999993|-1509.948957|-21.5571287|0.137191276|0.69723213|7328.308886|88.13890599|-970.0707913999998|38.88975659|0.013841059|-466.1748926|1750.039046|593.503189|8.892225517|1.0|2.53|0.21|14.0|-3.67|3.66|2.66|1.0|3.0|124.54|3.0|-6.95|30.0|5.0|-6.9|457.55|0.0|1.13e-07|5.18e-05|1.0|0.0|0.0967|-0.08982|6.96|2.57|-2426.972609|668.95|1139.55|482.43|0.2362|507.64|0.66642|0.0158|-203.0|-2426.787111|8.7269|7.3768
12as_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043209|0.0|-0.051208473|-0.007672841|5.351858133|2|0.041728395|0.096454203|0.0|0.000584134|10.95347588|-0.025398105|0.0018565629999999|-0.098698552|-0.166354116|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.0389138329999999|0.77043791|-0.109492809|0.291030086|0.019229943|-55.75872553|-73.78005999|12.95780416|88.17694537|0.22956209|0.0|0.768125394|-37.57216725|85.53474971|-25.48765709|2904.092809|519.1478419|-1401.82114|-17.17446921|0.231874606|0.834059821|6224.698969|156.2451686|-944.5958066|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|11.75468972|0.0|0.0|0.17|17.0|-6.89|3.16|2.09|1.0|0.0|133.95|1.0|-3.81|32.0|5.0|-7.21|423.47|0.0|0.000154|0.0653|0.0|0.0|5.4600000000000006e-05|-0.05789|4.84|3851.0|-1385.601917|712.04|1207.35|321.96|0.5902|568.52|0.53815|0.2402|-0.21419|-1385.384524|6.8556|7.2291
5_a18 (BIBF0775)|0.0|0|0|0|7.03438793|2|2|1.251175715|0.0|0.0160123|-0.005220163|4.844187086|1|0.035478927|-0.0366107389999999|0.0|0.002526619|10.94702058|-0.022817602|0.0036739159999999|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|0.8432358679999999|-0.078246932|0.420002762|0.008501088|-52.09190866|-59.08151918|6.418873637000001|10.36586529|0.156764132|50.25564119|0.8159410579999999|-39.33277643|67.25977848|-22.46761997|3115.979466|636.6978809999999|-1595.201018|-16.96451322|0.184058942|0.937842434|7221.114573000001|138.97646310000002|-1204.480438|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|1.0|0.0|0.32|18.0|-9.21|4.09|3.69|3.0|1.0|155.95|1.0|-6.07|37.0|3.0|-5.96|494.63|0.0|8.590000000000001e-07|0.000425|0.0|0.0|3.06e-07|-0.04938|8.45|3.2027|-1572.313227|817.02|1446.02|378.13|0.4825|691.68|0.69298|0.4825|-0.18092|-1571.914419|2.8009|7.4685
17b_a25|0.0|0|0|0|6.842683282|0|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|4.727387819|2|0.042843137|-0.026412432|1.968416259|0.005120507|10.93106294|0.016982601|0.005244553|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.068812225|0.882170399|-0.079392561|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|0.1178296009999999|87.61586206|0.724866184|-39.21569422|73.52844745|-22.17876359|3100.8813760000003|668.9067217|-1264.189524|-16.81707305|0.275133816|0.909403632|6674.061446|208.6205329|-958.573164|30.59704545|0.0175785369999999|-341.0100868|1744.031591|832.226697|13.32894629|1.0|3.25|0.11|27.0|-10.04|4.88|5.18|2.0|0.0|135.78|0.0|-5.32|35.0|5.0|-6.53|458.51|1.0|4.75e-06|0.00218|0.0|0.0|4.16e-08|-0.05531|5.89|3961.0|-1483.873254|781.08|1329.35|313.02|0.4635|654.18|0.31395|0.1741|-0.21939|-1483.630939|5.2142|6.9957
6g_a40|0.0|0|0|0|8.421342866|1|2|0.604893315|1.628664494|0.102683335|-0.022381557|6.401917197|0|0.039863946|-0.120745388|0.607999575|-0.019683422|10.30179936|-0.251161616|-0.018182514|0.0312035079999999|0.05728593|-0.588058458|0|0.8316888240000001|0.832499949|0.075283207|0.605346707|-0.156296046|0.400587529|0.017750905|-107.2113398|-101.5916383|11.53799852|328.78166810000005|0.3946532929999999|47.36081569|0.824204189|-69.68682788|114.7475987|-38.37906336|3142.74733|393.4722933000001|-1727.0578510000005|-24.9461968|0.175795811|0.740853565|7822.892656|114.2663866|-1122.578856|46.56499428|0.020240097|-421.4621621|2095.424743|590.1686672000001|13.1559604|1.0|2.28|0.21|14.0|-2.87|3.43|2.48|1.0|2.0|124.18|3.0|-7.22|31.0|7.0|-7.02|474.53|0.0|6.049999999999999e-08|2.87e-05|1.0|0.0|0.6459999999999999|-0.08622|7.38|2.8135|-2522.023752|669.8|1144.59|440.68|0.4971|514.77|0.58454|0.1307|-0.20479|-2521.87499|8.9454|7.3279
