molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
1_a15|0.0|0|0|0.0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.0|-0.043374667|0.0381893|0.0|-0.541427319|10.95880609|-0.000905902|0|0|0.003816011|-0.1816819589999999|-0.270248221|2|0.836466114|0.705825714|0.101406325|-0.001544849|0.795437721|-0.1117462069999999|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|-0.031142386|63.14412039|0.605927517|-28.45664402|90.40184737|0.437969049|3000.975833|566.1848585|2855.495631|11.7078005|0.77926144|7284.337537|33.22939752|0.0280791829999999|-136.9714493|2026.993248|1.0|1.0|1.0|1.0|3.91|4.18|0.19|-10.02|6.32|74.73|2.2|132.94|8.0|34.0|-5.38|457.52|0.0|-5.97|2.830000000000001e-07|0.00013|1.08e-06|0.000495|5.23|0.0|0.0|9.53e-11|4.68|3.2188|-1510.117336|1271.06|0.2464|0.70553|-0.1365|1.2218|-0.17792|0.01894559|-1509.851127|2.3261|44.0|7.3565
4g_a46|0.0|0|0|0.171759574|1|1.134637064|2.156712018|-0.153373738|-0.001702489|5.587248657999999|-0.010706405|0.046415344|0.0|-0.088529411|10.96333695|-0.138341481|1|1|0.010608122|-0.078780402|-0.121452903|2|0.662386484|0.74106323|-0.200628401|-0.193115055|0.635494818|-0.070153728|-32.64186634|-40.24987057|4.598866947|7.38470955|0.053170267|-0.024339048|72.82863401|0.826861093|-18.72788427|44.72726697|0.448462961|2242.010126|543.2323468999999|2285.43285|10.60062169|0.8131148579999999|5176.321714|16.88825479|0.007803902|-375.0653627|827.5244845|0.0|1.0|1.0|0.0|3.9|3.61|0.38|-7.8|5.37|43.6|3.06|106.55|3.0|26.0|-5.18|366.89|1.0|-5.38|4.22e-06|0.00155|4.16e-06|0.00153|4.73|0.0|0.0|1.57e-08|4.65|4.4163|-1493.132001|1064.92|0.1294|0.6983199999999999|-0.18602|3.5526|-0.22587|0.02266493|-1492.979142|3.7113|2745.0|5.5615
8_a47|0.0|0|0|0.0|0|1.24688044|0.0|0.003732288|-0.007835945|5.476463552|-0.099564745|0.0363475179999999|1.335354131|-0.391797226|10.93671024|-0.14203855|0|0|-0.007648516|-0.00158075|-0.003223628|2|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.659210804|-0.091482011|-44.09728708|-53.11155658|5.043798869|90.32612351|0.150243126|-0.035797309|0.0|0.819702033|-25.60148752|60.62152862|0.414302597|2621.772106|493.3419136|2217.264922|11.08581716|0.707366287|6219.278078|25.35407034|0.012935553|-371.2177396|1166.287236|1.0|0.0|1.0|2.0|3.02|3.21|0.13|-9.25|6.77|58.04|3.9|113.97|4.0|29.0|-4.79|405.85|0.0|-6.19|2.56e-07|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|0.0|5.62e-10|4.91|3.6696|-1686.0356350000002|1071.62|0.2249|0.6877800000000001|-0.15357|3585.0|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3
1a_a18 (SB-431542)|0.0|0|0|0.0|0|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.035620155|0.0|-0.766207981|10.94959842|-0.0492229479999999|1|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.795744863|-0.122555709|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|105.3125675|0.7531996609999999|-44.47680367|87.15852628|0.472443977|2678.82389|352.3666367|1890.195809|14.26170773|0.895533283|5748.422847|36.46179023|0.02438148|-300.3801761|1640.78056|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|3.63|103.12|1.54|106.85|4.0|29.0|-6.73|384.39|0.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|4.57|3295.0|-1292.553086|1048.7|0.5767|0.69868|-0.13329|5.9926|-193.0|0.03494548|-1292.414518|8.8609|125.0|6.9031
11g_a5|0.0|0|0|0.0|1|1.388236041|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|0.020943152|0.0|-0.252634073|10.94877951|-0.007175378|2|2|0.006964153|-0.137739838|-0.233590516|2|0.777565622|0.814159231|-0.075382189|-0.01453517|0.73551511|-0.076326887|-44.19305139|-50.16001519|15.25675|68.77977167|0.1620562619999999|-0.025442296|0.0|0.543581314|-29.04250676|71.21847290000001|0.485790997|2823.738452|550.6745046|935.4227938|18.16867625|0.944734523|5817.569415|30.75897687|0.03204398|-57.28097817|1568.70782|1.0|1.0|1.0|1.0|3.17|2.34|0.08|-9.04|4.48|81.51|1.06|118.35|7.0|31.0|-6.84|408.46|0.0|-4.31|7.65e-05|0.0312|4.88e-05|0.0199|2.75|0.0|0.0|9.229999999999999e-10|2.3|4.2083|-1330.144218|1180.25|0.4609|0.63081|-0.1714|3.2282|-0.2146199999999999|0.04557484|-1329.988893|4314.0|0.03|7.5229
8_a4|0.0|0|0|0.0|1|1.304250488|2.126514848|-0.208165266|-0.001277205|5.4161004020000005|0.03148225|0.038726287|1.987684188|-0.056197036|10.9295757|0.05775266|1|1|0.009595591|-0.048133994|-0.078942941|2|0.619844116|0.813333185|-0.07377839|0.097165358|0.576540652|-0.065595042|-27.90231822|-33.90618946|5.362918401|11.02158946|0.074867554|-0.024598141|37.17889653|0.7261541020000001|-14.42275611|41.57817329|0.428884426|2297.5526170000003|478.2025467|1737.932042|9.972991122|0.750959081|5162.482272|17.50981094|0.0148422489999999|-233.7988862|700.3924376|1.0|1.0|1.0|0.0|2.99|3.19|0.15|-7.78|4.76|43.6|2.93|100.13|2.0|25.0|-5.76|346.81|1.0|-4.84|4.49e-05|0.0156|1.46e-05|0.00506|3.74|0.0|0.0|1.65e-08|3.29|3.9863|-1450.21384|949.09|0.1687|0.57675|-0.16821|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|54.0|7.2676
8f_a8|0.0|0|0|0.0|1|1.394802091|1.241306689|0.024051247|-0.01032134|4.844187086|-0.249095464|0.043758865|0.0|-0.485102985|10.94343488|0.007079485|1|1|-0.007036544|0.09830823|0.254819201|0|0.578166105|0.6971223040000001|-0.016217844|0.010682683|0.56916135|-0.1064257719999999|-71.22071405|-62.06002501|7.91086576|317.0847898|0.403186031|-0.048375351|67.99102163|0.90577048|-41.53091131|67.4402386|0.456995667|2622.044457|348.0199311|1892.066521|13.81994609|0.8416059290000001|5948.547713|31.14376424|0.009226445|-473.23361|1370.325626|0.0|0.0|0.0|2.0|3.14|2.85|0.0|-7.95|4.72|80.88|4.11|105.27|4.0|29.0|-5.98|391.37|0.0|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|0.0|1.13e-08|7.71|3.4876|-1361.626748|1022.89|0.3188|0.69925|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|7.8014|22.76|4.6428
3t_a32|0.0|1|1|0.0|0|0.609420752|0.0|0.028840888|-0.006089333|5.733341277|-0.0338714389999999|0.03995614|2.141978747|-0.304466646|10.31100267|-0.086478322|3|3|0.00139283|-0.070331512|-0.122301673|0|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.687253845|-0.0974995|-50.65701113|-61.58101978|8.995863948|97.01046154|0.171323757|-0.026967947|0.0|0.684474482|-31.99514268|72.43498782|0.481726305|2530.60497|523.3947687|2241.507646|15.64252992|0.929482453|5525.861115|24.88485469|0.017184783|-233.0294362|1169.58817|1.0|1.0|1.0|1.0|3.58|3.41|0.3|-8.01|5.42|128.01|1.74|112.48|7.0|27.0|-5.81|396.53|0.0|-4.93|3.28e-07|0.00013|1.16e-05|0.00462|4.09|0.0|0.0|9.86e-09|5.5|3.5487|-1864.678788|1129.24|0.2906|0.70286|-0.14739|1.2641|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458
13f_a6|0.0|0|0|0.0|0|1.429020649|0.0|-0.088329567|-0.006930367|4.727387819|-0.008507023|45.0|1.651047524|-0.381170169|10.95053349|-0.049928822|1|1|-0.001446486|-0.126749697|-0.223618825|2|0.841211811|0.77199166|-0.028317736|-0.088948538|0.790249345|-0.092939631|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|0.136777507|-0.032802223|0.0|0.720711855|-33.08535238|75.61173794|0.401838426|2869.925064|579.7398537|3253.287533|15.13042752|0.6717890999999999|6128.208571|30.56694343|0.0196449239999999|-296.4599736|1558.914115|1.0|1.0|1.0|2.0|3.56|2.21|0.08|-10.18|4.53|103.17|0.92|123.82|5.0|32.0|-6.52|417.47|0.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|3.36|3139.0|-1347.266914|1202.78|901.0|0.70541|-0.12805|10.8469|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768
12d_a30|0.0|0|0|0.0|0|0.604984421|0.0|0.041181359|-0.006335328|5.351858133|-0.033312179|0.042804233|0.0|-0.354778373|10.31162861|-0.075816941|1|1|0.005965451|-0.053644471|-0.09353607|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|-0.130412856|0.7991060659999999|-0.094239701|-47.69710881|-60.88281322|10.05700314|85.1932288|0.156990075|-0.036246039|0.0|0.8143892140000001|-30.81433963|69.55534551|0.4572733479999999|2784.836855|544.6198897999999|2323.480646|13.92427286|0.84254817|6120.329513000001|28.75340957|0.013424098|-406.2173266|1495.177298|0.0|1.0|0.0|1.0|4.75|0.0|0.17|-7.01|2.93|81.65|3.04|132.24|5.0|30.0|-5.81|412.51|0.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|4.14|3.4821|-1615.063947|1176.22|149.0|0.68608|-0.1479099999999999|4434.0|-0.1991|0.03187624|-1614.894406|4.8843|11.0|7.9508
8b_a50|0.0|1|1|0.0|1|1.398299046|2.021915391|-0.115740384|-0.0045301379999999|5.777652323|-0.009597908|0.035718954|1.98971238|-0.1812055289999999|10.945024|-0.0180233089999999|2|2|0.007057361|-0.065440141|-0.116174481|1|0.753629415|0.809463375|-0.027207307|-0.031953774|0.71043578|-0.078068703|-34.79187329|-37.39727879|10.30543157|131.417573|0.154650918|-0.030360051|0.0|0.6717097959999999|-16.66636363|49.02840043|0.428882006|2143.807599|404.9478761|1401.458274|9.26652151|0.75095166|4446.001554|21.65129387|0.024280552|-164.5084115|779.4465792000001|1.0|0.0|1.0|1.0|3.21|1.69|0.06|-5.94|3.41|59.39|1.79|89.78|2.0|23.0|-6.32|299.33|1.0|-3.81|0.000359|108.0|0.000154|46.0|2.55|0.0|0.0|1.16e-06|2.11|4.1804|-967.3160428|857.53|0.1717|0.59283|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675
7f_a10|0.0|0|0|-4.8022906380000006|1|1.240141822|1.924772416|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|0.037386831|0.740070757|-0.5663456689999999|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.058093287|-0.172751862|2|0.5371733989999999|0.796084921|-0.009545801|-0.137271684|0.5209683970000001|-0.095196098|-35.78096407|-53.02456669|4.441786155|15.96885516|0.068226214|-0.03645808|0.3440879|0.8217865520000001|-19.93012491|60.16185231|0.402568457|2803.359424|519.0013298|2375.702381|10.23679556|0.6738319429999999|7070.755931000001|24.71113795|0.012813716|-358.4725202|1161.423484|0.0|1.0|1.0|0.0|3.37|2.97|0.23|-8.13|6.57|52.83|2.64|106.77|4.0|30.0|-5.47|410.39|0.0|-5.6|2.9e-06|0.00119|2.52e-06|0.00103|4.7|0.0|0.0|7.38e-09|4.93|3.6256|-1442.200124|1034.38|348.0|0.6833600000000001|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508
6a_a40|0.0|0|0|0.0|1|0.604893625|1.78213955|0.117890918|-0.014623575|6.401917197|-0.077397672|0.035707071|0.775942224|-0.68730803|10.30179985|-0.230955427|2|2|-0.001171195|-0.021759541|-0.040435852|0|0.682273668|0.801647855|-0.012261923|-0.340539542|0.657059571|-0.117413572|-68.11170799|-73.33687786|10.24294396|185.06174|0.266249007|-0.049149867|36.84483305|0.8678518190000001|-42.542782200000005|81.37714586|0.41480944|2936.1501780000003|458.303126|2536.88262|11.8691482|0.708845065|7059.617542|35.37373259|0.012872604|-459.522754|1521.070502|0.0|1.0|1.0|1.0|3.99|3.01|0.21|-4.05|3.07|173.43|1.62|120.14|5.0|29.0|-6.32|442.53|0.0|-4.99|7.85e-08|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0|8.950000000000001e-05|7.73|2.9836|-2371.560378|1103.4|0.4015|0.6782699999999999|-0.11995|6.9379|-0.21255|0.01952089|-2371.443161|9.3893|0.04|7.3979
12ac_a36|0.0|0|0|0.0|0|1.297043188|0.0|-0.050997272|-0.007639626|5.351858133|-0.073735973|0.042560386|0.0|-0.450737917|10.95345846|-0.0121300989999999|1|1|0.0018565629999999|-0.098698552|-0.166354116|1|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.770400825|-0.104391657|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|-0.036062573|20.70356046|0.7316461470000001|-38.66245764|86.51036063|0.44477577|2902.588755|541.3322795|2455.459827|14.63702516|0.801074136|6378.288017|34.22211444|0.020208014|-321.66684580000003|1882.216294|0.0|0.0|0.0|2.0|4.86|0.0|0.17|-6.89|2.09|86.27|1.59|133.95|6.0|32.0|-7.21|423.47|0.0|-3.95|0.000154|0.0653|0.000112|0.0476|2.36|0.0|0.0|1.29e-07|4.84|3.8594|-1385.566143|1200.61|0.3302|0.56357|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861
17a_a10|0.0|0|0|0.0|1|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|5.4161004020000005|0.021150127|0.036545455|1.863045777|-0.2946568739999999|10.92970797|0.031632653|1|1|0.01029375|-0.225935253|-0.360142554|2|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.673253555|-0.082689376|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|-0.023625536|87.61514901|0.564726042|-27.70403316|76.48633670000001|0.4918223679999999|3154.628148|603.6608262999999|1855.293376|16.96492079|0.967815851|7078.918870999999|29.57794442|0.0254938|-91.52361858|1863.410498|1.0|1.0|1.0|0.0|3.8|3.66|0.33|-7.32|2.5|76.38|1.29|142.16|6.0|35.0|-7.43|468.55|1.0|-4.32|0.00021|0.0986|4.74e-05|0.0222|2.43|0.0|0.0|4.74e-08|3.95|3.9887|-1524.52012|1326.24|0.2142|0.67671|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|5.3803|49.0|7.3098
8a_a12|0.0|0|0|0.0|0|1.283813597|0.0|0.082323047|-0.00771093|0.0|-0.052287869|0.0420317459999999|0.0|-0.362413703|10.95472846|-0.084035283|0|0|0.000249868|-0.135424346|-0.226106307|2|0.913877696|0.763500863|-0.1261547959999999|-0.146966854|0.862306783|-0.093050281|-30.69873711|-48.195997|5.354053791|46.32568673|0.107343574|-0.033836466|0.0|0.791430726|-15.90061008|55.45388635|0.46777503|2212.38965|462.3571879|2093.2274030000003|9.607296424|0.878904705|4806.044707999999|22.14447395|0.014012546|-301.89687089999995|974.3568539|1.0|1.0|1.0|1.0|4.06|3.06|0.15|-7.89|2.5|50.17|2.89|105.24|3.0|25.0|-6.04|327.38|1.0|-4.21|0.000125|0.0408|6.19e-05|0.0203|3.18|0.0|0.0|1.28e-08|3.41|3.9091|-1046.0210880000002|952.71|0.2486|0.6309100000000001|-0.15696|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|199.0|6.7011
19d_a38|0.0|0|0|0.0|0|1.297043205|0.0|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|0.04572104|0.0|-0.6999264340000001|10.95446448|-0.024688524|1|1|-0.00835812|-0.060668296|-0.128079012|1|0.7581164340000001|0.853092207|0.111104525|-0.039361255|0.730686013|-0.1248815919999999|-74.84120843|-80.2776536|15.53007152|158.6487879|0.36832051|-0.04393982|115.6739235|0.7494816990000001|-48.11018574|94.84426896|0.478151237|3055.168373|406.0626253|2995.494247|13.52121974|0.916264002|6934.7619620000005|37.68716585|0.022660131|-320.7487188|2035.106956|0.0|0.0|0.0|4.0|4.91|2.38|0.13|-6.41|1.65|124.32|1.65|133.79|6.0|33.0|-7.84|444.46|0.0|-3.62|0.000134|0.0594|0.0002399999999999|107.0|1.65|0.0|0.0|3.94e-07|4.13|3.6586|-1500.850957|1171.77|0.3167|0.6957800000000001|-0.15054|7.9959|-0.20145|0.04735828|-1500.683599|10.6621|11.0|7.9586
12ao_a36|0.0|0|0|0.0|0|1.297043885|0.0|-0.058597382|-0.007081548|5.351858133|-0.065314765|0.042739018|0.0|-0.410729809|10.94919858|-0.033032344|1|1|0.003724542|-0.095253274|-0.1619981409999999|1|0.90500247|0.82626942|0.040831815|-0.05785124|0.856135378|-0.1019516769999999|-51.52001456|-67.45579866|11.76697353|85.17634667|0.167417241|-0.03775988|0.0|0.7820981779999999|-34.08795068|78.51108393|0.462968912|2794.663089|550.8740683|2298.760179|16.33039817|0.8620895909999999|5943.227395|31.9443643|0.016708791|-373.2975961|1724.9956719999998|0.0|0.0|0.0|2.0|4.87|0.0|0.12|-7.01|2.42|69.2|2.38|133.84|6.0|31.0|-6.34|407.47|1.0|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.83|3.4743|-1310.328652|1190.17|0.6249|0.7045|-0.14207|5.4691|-0.19662|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229
11a_a50|0.0|1|1|0.0|2|1.397733996|4.088412042|-0.156121881|-0.002914262|5.82008293|-0.014702942|0.038040936|2.114272566|-0.134056065|10.94500606|-0.129547471|2|2|0.012037198|-0.162848233|-0.277408878|1|0.701976536|0.792574879|-0.158172459|-0.200986578|0.667956827|-0.071180382|-25.48858279|-37.63057389|9.774322692|7.53108119|0.0828728879999999|-0.025421565|67.28055926|0.6543614329999999|-13.47492066|48.67321197|0.463749257|2286.226222|484.8529701000001|1550.320581|11.123941699999998|0.864799282|4858.670497|20.53832944|0.020887781|-163.21096210000002|862.6098364|0.0|1.0|1.0|0.0|3.44|2.8|0.15|-5.87|3.73|48.53|2.25|99.65|2.0|25.0|-6.24|327.38|1.0|-4.16|0.000263|0.0862|6.97e-05|0.0228|2.9|0.0|0.0|1.35e-06|3.05|4.0636|-1045.954278|963.2|0.1761|0.65485|-0.16769|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291
12p_a30|0.0|0|0|0.0|0|0.604984421|0.0|0.038440292|-0.0063403159999999|5.351858133|-0.031328052|0.040899471|0.0|-0.3550576729999999|10.31162861|-0.128484994|1|1|0.005965451|-0.053644471|-0.09353607|1|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.7991060659999999|-0.094870978|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|-0.0364888379999999|0.0|0.8199554720000001|-30.39737673|68.98315679|0.469983155|2783.628159|539.2411292|2326.5244390000003|13.94763694|0.886732486|6166.812731|28.4530386|0.0130197619999999|-409.146112|1479.558007|0.0|1.0|0.0|1.0|4.76|0.0|0.17|-7.01|2.93|81.65|3.04|132.24|5.0|30.0|-5.81|412.51|0.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|4.14|3.4955|-1615.0623480000002|1167.16|0.1768|0.68561|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|4.6103|17.0|7.7721
7h_a8|0.0|0|0|0.0|1|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|4.844187086|-0.073219554|0.04737037|0.0|-0.23505152|10.94341365|0.0260356679999999|1|1|0.00084936|0.052081992|0.141285105|0|0.515235986|0.7051689170000001|0.095758228|0.041366689|0.507325475|-0.0934764819999999|-53.71230941|-53.88211443|6.71377223|70.28953528|0.228988973|-0.041038456|47.81104825|0.892830345|-30.96107949|58.94376531|0.4346108389999999|2534.324886|444.4294792|1919.19991|13.42380338|0.768693264|5657.402114|26.49502512|0.00878112|-452.8739011|1086.29603|0.0|1.0|0.0|1.0|3.12|3.2|0.0|-8.46|5.49|61.58|4.27|101.89|3.0|28.0|-5.27|373.35|0.0|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|1.0|3.5e-09|6.81|3.9282|-1285.151298|999.62|0.3885|0.6963199999999999|-0.16076|7.0847|-0.22875|0.03092828|-1285.0707960000002|9.1188|10.5|4.9788
3p_a32|0.0|1|1|0.0|0|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|-0.028895521|0.036666667|2.1365141480000003|-0.419292538|10.31100269|-0.074544773|3|3|0.000920756|-0.146606489|-0.26891009|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|-0.098773656|-41.73212799|-58.13283248|12.5150622|40.28175307|0.180429124|-0.029183126|57.82331968|0.6199678829999999|-24.56127372|73.07639870000001|0.416240891|2650.4178850000003|482.3550967|3037.061498|10.69458635|0.713035367|5960.446219|27.70403125|0.025390655|-141.21321609999998|1218.977375|0.0|1.0|1.0|1.0|3.38|2.6|0.26|-6.79|3.71|131.25|1.1|112.37|4.0|27.0|-6.8|395.5|0.0|-4.25|7.78e-06|0.00308|5.629999999999999e-05|0.0222|2.7|0.0|0.0|1.62e-07|4.26|3.6436|-1879.527843|1057.58|0.3083|0.7017100000000001|-0.15055|4.3094|-0.20018|0.02642856|-1879.406962|5.4496|26.0|7585.0
16c_a32|0.0|1|1|0.0|0|0.6094207629999999|0.0|0.191088217|-0.01639019|5.733341277|-0.087497559|0.03995614|2.077479142|-0.770338913|10.31100271|-0.036931818|3|3|-0.00369116|-0.1260956869999999|-0.229450999|0|0.809370315|0.8607827790000001|0.0482801729999999|-0.061904762|0.764217655|-0.119988297|-53.00702241|-71.59058881|15.38819548|102.2022233|0.226956794|-0.038178095|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|0.463897164|2649.168528|461.2334662|3143.196853|11.77670717|0.8653137670000001|5979.891916|33.27140293|0.02579269|-220.3256617|1463.941729|0.0|1.0|1.0|2.0|3.5|3.08|0.22|-6.99|4.21|149.27|0.88|107.14|7.0|27.0|-6.44|399.49|0.0|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.12|3.6264|-1916.651132|1069.28|0.2955|0.70198|-0.14997|4.0551|-0.20047|0.02806787|-1916.536967|5.3459|5.0|8.3468
17a_a22|0.0|0|0|0.0|1|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|0.043274232|1.67348685|-0.314134834|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.076790454|-0.126659773|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.7994946709999999|-0.08790445|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|-0.030843667|0.0|0.710958975|-33.68866751|73.26110471|0.485943988|2910.035347|587.2505892999999|1934.881271|16.63169381|0.945313306|6343.687177000001|29.64221498|0.01931764|-288.28178110000005|1689.6062539999998|1.0|0.0|1.0|1.0|4.02|-3.24|0.15|-9.13|4.93|68.52|2.01|128.29|7.0|33.0|-6.39|435.5|1.0|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|3.62|0.0|0.0|7.41e-10|5.13|1.3971|-1408.279257|1253.39|185.0|0.71303|-0.06214|3.0156|-0.21338|0.02170866|-1407.935792|2268.0|82.0|7.0862
12v_a30|0.0|0|0|0.0|0|0.604983445|0.0|0.037440652|-0.006974714|5.351858133|-0.029548782|0.04625323|0.0|-0.369659818|10.31162873|-0.04950715|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.711738503|-0.0971402169999999|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|-0.037666615|0.0|0.806069067|-35.30820865|75.73440678|0.478535287|3001.758432|575.1512171|2483.120571|15.56114504|0.917675298|6952.110426|31.6144427|0.014801518|-414.1432908000001|1549.107692|0.0|1.0|0.0|1.0|4.62|0.0|0.14|-7.8|3.92|81.65|3.79|137.3|5.0|31.0|-5.52|467.37|0.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|5.08|3.5507|-2494.92869|1209.1|0.1601|0.68405|-0.1505099999999999|2.9171|-0.20681|0.03495552|-2494.802821|4105.0|22.0|7.6596
13p_a6|0.0|0|0|0.0|0|1.424099253|0.0|0.024837222|-0.010395243|4.727387819|-0.1144898999999999|0.042959184|1.633493259|-0.634109842|10.95053423|-0.072853186|1|1|-0.005708558|-0.068532678|-0.116250572|2|0.865935935|0.784414352|-0.059663359|-0.125636943|0.8244206940000001|-0.107371897|-70.52421289|-76.17631587|12.27472016|80.30786544|0.273479442|-0.03767435|107.5669533|0.76005742|-50.03427239|89.17529231|0.412828992|3016.078786|515.4389679999999|3833.042283|14.91957306|0.703081362|6590.216479|35.16646396|0.018322293|-369.0018868|2004.488446|1.0|1.0|1.0|3.0|3.64|2.34|0.12|-10.06|4.01|122.47|1.01|132.01|7.0|34.0|-7.01|449.51|0.0|-4.55|8.11e-06|0.00365|2.79e-05|0.0125|2.86|0.0|0.0|8.73e-11|4.73|2.9837|-1463.0432449999998|1283.98|0.4132|0.7056600000000001|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|12163.0|92.0|7.0362
