molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|MATS8i|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
16g_a32|1|1|1|0.0|7.765993078999999|0|0.609420729|0.0|0.1739995319999999|-0.013775701|5.733341277|0.03898374|-0.771439265|-0.029193403|3|3|-0.00030659|-0.085591073|-0.202656848|0|0.83902731|0.8821580379999999|0.762429418|0.8206422409999999|-0.078387439|-0.105500574|-57.77542509|-77.75914881|0.1793577589999999|132.1955522|-57.31234426|13.01585399|43.37912747|0.6863323440000001|-1.79350976|-42.58335004|-24.94161377|75.43482709|2833.521937|-1321.90553|3497.469035|0.313667656|9.3963701|15.58880229|231.1885989|36.34043182|0.02276861|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|3.87|3.42|0.33|19.0|-8.16|6.81|5.38|149.27|1.57|3.0|121.56|1.0|-7.51|5.0|441.57|1.0|4.37|4.83e-06|0.00213|4.65|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|-2034.621991|752.29|1245.25|342.86|0.70222|-2034.342619|0.2879|-0.14968|3.7346|-0.19968|0.02895494|-2034.408165|4.3204|7.9586
12b_a5|0|0|0|0.0|6.605297921|2|1.189701783|0.0|-0.297319874|-0.001991527|4.59511985|0.0252713179999999|-0.1214831359999999|-0.119503073|0|0|0.00751901|-0.033279992|-0.110182753|2|0.779793078|0.819417554|0.8121510009999999|0.827613693|-0.066227158|-0.068586754|-41.76622313|-43.25430513|0.172386307|108.7155967|-27.27837078|6.584944956|0.0|0.530379611|-1.165974822|-26.33991037|-12.90040679|52.20772716|2602.046823|-735.3231872|1071.500538|0.4696203889999999|8.398709622|16.16438947|296.16656780000005|24.32296891|0.025810077|1386.409228|727.8586176|16.27715102|1.0|1.0|1.0|4.05|0.0|0.33|18.0|-7.67|3.29|0.72|50.28|1.54|1.0|123.46|0.0|-2.3|6.0|397.47|0.0|1.44|0.000359|143.0|1.63|2.14e-08|8.5e-06|-0.10395|4.6156|2.24|-1276.928859|669.05|1149.51|268.62|0.42949|-1276.940335|0.0001|-0.06212|5.7174|-0.16607|0.03447919|-1276.9984029999998|8.2868|7.3768
47s_a18|0|0|0|0.0|7.03438793|1|1.251176205|0.0|0.026229332|-0.0054038509999999|4.844187086|0.035632184|-0.394481152|0.0134295589999999|0|0|0.003686393|-0.040169986|-0.252119673|0|0.712629555|0.745196689|0.716761234|0.84543779|-0.070258863|-0.08106112|-53.18668656|-61.36410696|0.15456221|117.0051929|-46.45326408|4.840414512|51.05656345|0.820470855|-2.107589125|-40.26287221|-22.79238258|59.58080589|2992.734821|-1595.466781|1529.863965|0.179529145|9.811856136|18.65422248|135.90542109999998|27.77963709|0.010481057|1944.574596|1093.725912|7.934268528|1.0|1.0|1.0|4.41|0.0|0.3|18.0|-9.42|4.06|3.93|76.5|3.33|3.0|149.34|0.0|-5.95|3.0|482.62|0.0|3.19|3.53e-06|0.0017|4.62|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.196027|809.4|1435.42|385.29|0.6926800000000001|-1533.737579|0.5203|-0.13195|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|6.2104
12d_a40|0|0|0|0.0|7.515889085|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0.043185185|-0.288158151|0.087954209|2|2|-0.002126898|0.3683138529999999|0.224167029|0|0.7769829840000001|0.845904643|0.6948809659999999|0.840431415|-0.095675903|-0.091630294|-50.68561427|-48.54239742|0.159568585|84.53363343|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|-20.59374436|56.88984065|2270.596857|-679.5935638999999|643.5166227999999|0.155716451|7.877041626|14.88744155|82.49291335|24.39197636|0.01245259|804.9352200000001|350.9435025|6.596929268999999|0.0|1.0|1.0|3.23|2.94|0.0|20.0|-6.84|4.59|5.02|84.45|3.76|2.0|96.16|0.0|-6.25|2.0|361.25|1.0|4.21|2.61e-06|0.000942|4.75|1.44e-07|5.2e-05|-0.07765|4.3959|4.14|-2153.197255|552.57|910.58|282.05|0.55983|-2153.071733|115.0|-0.11604|1.2683|-0.19369|0.0164339|-2153.123107|1.9961|7.7212
9h_a24|1|0|0|0.0|7.153833802|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|0.023854167|-0.105982525|-0.209618231|2|2|0.012380829|0.144624936|-0.047269812|2|0.78742035|0.859720539|0.656172477|0.883775278|-0.060337884|-0.0687348109999999|-28.52000725|-32.48899638|0.1162247219999999|54.93613103|-15.35662744|4.123788393|1.773520599|0.572371258|-0.8935525440000001|-13.48059881|-12.42226332|37.24443236|2062.34011|-422.3569529|768.1954692|0.427628742|5.805547147|11.11300329|202.1279819|21.70315707|0.031789952|737.9073405|295.8603625|15.02620893|0.0|1.0|1.0|2.84|1.96|0.0|22.0|-6.05|2.42|2.72|72.28|1.07|0.0|82.17|0.0|-2.83|4.0|288.31|1.0|1.97|0.000575|166.0|1.7|8.95e-07|0.000258|-0.0435399999999999|5.1739|1.16|-945.2642633|506.68|831.92|239.63|0.54606|-945.153352|0.0073|-0.18239|5.6654|-0.22593|0.0305020989999999|-945.200628|7.7741|7.1135
22_a10|0|0|0|0.0|7.535296702|1|1.343837143|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|0.036101695|-0.332316729|0.01204992|1|1|0.008903905|-0.042831367|-0.208132084|2|0.747363443|0.79665945|0.646474494|0.8698299140000001|-0.053881447|-0.0649866779999999|-41.96631248|-50.61577509|0.130170086|101.3847763|-39.42279832|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|-17.4251029|54.98945848|3241.833491|-1062.931277|2668.5420940000004|0.435676666|8.84228648|15.30289992|339.3328129|30.87787063|0.026340252|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|3.74|4.14|0.17|27.0|-9.37|4.64|5.6|73.14|2.8|2.0|139.53|0.0|-5.34|5.0|475.54|0.0|4.26|2.95e-06|0.0014|4.1|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|-1544.237634|770.92|1339.48|256.95|0.4483899999999999|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|5.9586
14z_a23|0|1|1|0.0|7.423568444|0|1.197960872|3.305974434|0.08752343|-0.005892861|5.351858133|0.04314059|-0.30053593|-0.0438568409999999|2|2|0.007229683|0.0708381429999999|-0.125978901|2|0.802520527|0.8668730109999999|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|-40.56245532|-55.54823244|0.074698898|52.02674091|-38.68856944|8.895469235|79.960755|0.785604449|-1.595099623|-28.25118461|-23.63754572|53.33438253|3094.698027|-1110.964649|2692.627452|0.214395551|7.834464959|14.91419434|149.3235124|30.08835522|0.01612263|1414.152695|665.6233736|11.22918692|0.0|0.0|1.0|3.42|3.67|0.05|26.0|-8.57|4.64|5.32|105.02|3.99|2.0|130.3|0.0|-6.77|4.0|480.37|0.0|4.49|7.37e-07|0.000354|4.83|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|4.73|-2549.107748|715.41|1221.92|307.5|0.66217|-2548.895003|0.2917|-0.15195|5.9301|-0.23698|0.01238131|-2548.957384|7.9877|8.2941
4S4l_a46|0|0|0|0.171853072|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|0.049498645|-0.255755434|-0.060895366|1|1|0.006162668|-0.1012114369999999|0.010799648|1|0.726535412|0.762625193|0.7936534740000001|0.894782107|-0.090807851|-0.084663086|-49.45536962|-46.10883478|0.105217893|57.30330315|-25.11158939|2.117940478|0.0|0.877939134|-1.523935543|-26.93416438|-16.27370639|53.34424204|2166.052483|-829.959026|1744.8220399999998|0.1220608659999999|5.668394116|10.68377935|66.47624804|18.5362581|0.006420439|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|4.64|5.02|50.94|3.06|1.0|105.77|0.0|-5.28|3.0|347.45|1.0|4.08|7.78e-06|0.0027|4.49|9.980000000000001e-08|3.47e-05|-0.02015|5.2929|4.99|-1092.753999|583.76|1040.96|234.25|0.57885|-1092.489558|0.0614|-0.17632|2.5083|-0.19647|0.02696794|-1092.543641|2.8473|6.5834
12az_a36|1|0|0|0.0|7.412764017000001|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|0.040566449|-0.593399474|-0.024018255|1|1|0.002872872|0.129156742|-0.289604649|1|0.812921349|0.858971809|0.8350231859999999|0.819163613|-0.071762413|-0.10786263|-50.28669997|-75.58351856|0.180836387|126.71905359999998|-52.96429617|17.0740303|8.104966044|0.583865006|-1.941527339|-35.23783652|-23.45695404|74.65245915|3039.528467|-1360.503334|2455.7577530000003|0.416134994|8.449849817|15.73229538|291.60189260000004|40.17530387|0.034594361|2330.167624|766.4854363|24.24160725|0.0|1.0|1.0|4.96|0.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|136.74|0.0|-4.11|6.0|441.49|0.0|1.75|7.13e-05|0.0315|2.62|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|-1461.990465|737.12|1252.18|319.03|0.69385|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|7.2366
3h_a32|1|1|1|0.0|7.765993078999999|0|0.609420752|0.0|0.01077056|-0.005281944|5.733341277|0.037731481|-0.269379119|-0.003152613|3|3|0.003284804|0.025035542|-0.122769653|0|0.7926338540000001|0.834881529|0.8030743229999999|0.87880263|-0.07183387|-0.0882883959999999|-44.97387528|-55.27575363|0.12119737|75.87946135|-34.60714056|4.372100625|0.0|0.7734940029999999|-1.324325944|-28.15732254|-17.27367301|51.95714963|2398.020434|-829.1363044|2911.160989|0.226505997|8.107034244|13.71739929|141.8112711|22.33200639|0.011751781|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|3.65|3.88|0.35|19.0|-8.47|8.11|6.24|110.94|2.64|2.0|112.28|0.0|-8.23|3.0|382.55|1.0|5.4|7.140000000000001e-07|0.000273|6.12|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|-1790.6908030000002|676.22|1127.45|348.74|0.70257|-1790.440663|0.2926|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|8.1549
11_a15|0|0|0|0.0|0.0|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|0.02962963|-0.402711212|-0.0856783419999999|0|0|0.003766915|-0.056500144|-0.272482143|2|0.718800243|0.76664841|0.796300317|0.8945381259999999|-0.064429158|-0.0974577669999999|-44.15161868|-66.78526188|0.105461874|72.27026771|-45.76619542|8.696553172|0.0|0.739315684|-1.949155337|-30.25595097|-23.02940065|56.84224275|3022.859488|-1335.705238|2565.707165|0.260684316|6.233494755|11.76226306|178.640152|31.14961732|0.018086221|1806.677804|830.7967967000001|12.39401492|1.0|0.0|0.0|4.1|4.25|0.07|24.0|-8.9|4.33|6.69|59.51|2.52|2.0|138.24|0.0|-6.32|4.0|448.52|0.0|4.62|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|-1450.740771|739.57|1284.85|263.2|0.58935|-1450.39211|0.0011|-0.12134|812.0|-0.16011|0.03503399|-1450.457814|1.3581|6.1314
12bi_a36|1|0|0|0.0|7.412764017000001|2|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|0.043854875|-0.559678363|-0.067142264|1|1|0.002872872|0.056936052|-0.289604649|1|0.812921349|0.858971809|0.8350231859999999|0.7850011179999999|-0.082914301|-0.107613368|-57.89562053|-75.1419557|0.214998882|150.12481100000002|-52.46851415|16.87080604|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|-19.43326441|82.05687954|3044.149713|-1127.129336|2660.0547690000003|0.500339677|8.454426643|15.71382803|349.3664649|38.89295091|0.037590587|2255.791153|766.4854363|26.24794923|0.0|1.0|1.0|4.97|0.0|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|136.74|0.0|-4.11|6.0|441.49|0.0|1.75|7.13e-05|0.0315|2.62|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|2.68|-1461.997992|742.94|1256.37|319.1|0.68181|-1461.69263|0.0252|-0.15078|7.0514|-0.2018|0.0318395999999999|-1461.75632|8.8903|7.8539
1_a15|0|0|0|0.0|0.0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.0|0.0381893|-0.541427319|-0.068297833|0|0|0.003816011|0.096086011|-0.270248221|2|0.705825714|0.74357498|0.795437721|0.875723465|-0.068077117|-0.1117462069999999|-44.01415991|-72.24770503|0.124276535|80.34898605|-46.71058649|10.95802135|63.14412039|0.605927517|-1.899685524|-28.45664402|-20.13460632|60.96303497|3000.975833|-1228.210985|2855.495631|0.394072483|6.580146251|11.7078005|254.7811976|33.22939752|0.0280791829999999|2026.993248|851.7423982|18.15414234|1.0|1.0|1.0|3.91|4.18|0.19|24.0|-10.02|5.46|6.32|74.73|2.2|3.0|132.94|0.0|-6.55|6.0|457.52|0.0|4.68|1.08e-06|0.000495|5.23|9.53e-11|4.36e-08|-0.04142|4.3834|4.68|-1510.136281|697.35|1271.06|282.85|0.64662|-1509.785098|0.0061|-0.1365|1.2218|-0.17792|0.01894559|-1509.851127|2.3261|7.3565
11d_a5|1|0|0|0.0|6.605297921|0|1.388848584|0.0|-0.245058546|-0.003373937|4.59511985|0.0228184279999999|-0.185566552|-0.138265707|1|1|0.008809179|-0.202307745|-0.200646773|2|0.783891527|0.831190148|0.755793189|0.87090286|-0.063028408|-0.0847408619999999|-40.04753555|-53.84338206|0.12909714|82.02685783|-34.21147402|5.179111638|0.0|0.712305422|-1.525335513|-25.44574968|-18.63809379|48.19862797|2540.78984|-969.1808771|900.3825317|0.287694578|8.920296087|17.62784804|182.7978704|26.16587381|0.018119737|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|3.13|3.37|0.17|23.0|-8.64|4.41|4.14|66.93|1.42|1.0|114.29|0.0|-4.14|5.0|385.46|1.0|3.28|5.14e-05|0.0198|3.07|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|-1239.127458|682.09|1154.67|280.66|0.66686|-1238.855022|0.2068|-0.16762|2.8731|-0.20529|0.03371838|-1238.914819|3.7008|7.8239
7f_a10|0|0|0|-4.8022906380000006|7.535296702|1|1.240141822|1.924772416|0.103083789|-0.011104817|5.4161004020000005|0.037386831|-0.5663456689999999|-0.000498274|1|1|0.0030999659999999|-0.309622111|-0.172751862|2|0.796084921|0.8499946070000001|0.5209683970000001|0.931773786|-0.064238302|-0.095196098|-35.78096407|-53.02456669|0.068226214|38.0022453|-29.53487321|2.474090768|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|-20.30728086|40.22275023|2803.359424|-954.4422004|2375.702381|0.178213448|6.115784565|10.23679556|99.26552746|24.71113795|0.012813716|1161.423484|527.8079877|7.137285626000001|0.0|1.0|1.0|3.37|2.97|0.23|21.0|-8.13|5.07|6.57|52.83|2.64|2.0|106.77|0.0|-5.54|7.0|410.39|0.0|4.39|2.52e-06|0.00103|4.7|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|-1442.216293|597.28|1034.38|214.67|0.34467|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|6.8508
19_a47|0|1|1|0.0|6.842683282|0|1.402889494|1.445775615|-0.038804671|-0.00973456|4.727387819|0.032764858|-0.4380552029999999|-0.064557784|1|1|-0.010153352|0.074201869|-0.126992366|2|0.823945134|0.8873627890000001|0.614975047|0.639642891|-0.105205489|-0.104459947|-58.28861174|-57.87554797|0.360357109|199.6541807|-32.06567824|8.228498913|66.13355777|0.637832605|-1.566899206|-32.2945343|-20.66983856|73.14028211|2612.978054|-868.1332196000001|1238.799875|0.362167395|7.06969105|13.17443625|200.6571609|32.40636867|0.03295186|1361.067484|428.5826478|18.25682461|1.0|1.0|1.0|3.13|1.72|0.05|21.0|-6.92|2.49|3.84|98.72|1.67|1.0|99.2|0.0|-3.67|6.0|380.35|1.0|2.34|0.000217|0.0824|1.97|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.51|-1335.75742|571.23|974.59|322.68|0.68924|-1335.580357|0.3243|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|6.3247|7.3
18_a3|1|0|0|0.0|6.605297921|0|1.43179288|0.0|-0.256375952|-0.003487792|4.59511985|0.034712644|-0.122072724|0.042606196|1|1|0.005799063|0.150826737|-0.064953613|3|0.714658751|0.784960175|0.6858831809999999|0.8419576209999999|-0.069839069|-0.0846755|-31.07331853|-37.67445366|0.158042379|70.31739201|-16.76239841|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|-14.12792012|37.21171433|1938.093995|-452.0934439|703.8534116000001|0.317507797|5.293627315|10.24658906|141.2679329|20.70048575|0.02363555|662.4155441|270.539096|10.51610501|1.0|1.0|1.0|2.62|1.81|0.0|21.0|-6.83|3.42|3.08|67.35|0.93|0.0|80.35|0.0|-2.82|4.0|273.29|1.0|2.21|0.000537|147.0|1.79|1.49e-07|4.07e-05|-0.05769|3.9765|1.85|-889.9619321|482.41|784.04|311.79|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|2.6366|-0.2218|0.02173162|-889.894728|3.3664|7.5229
18b_a25|0|0|0|0.0|6.842683282|0|1.194228955|1.824998189|-0.147813831|-0.003259453|4.727387819|0.038137255|-0.189048258|0.014055398|1|1|0.00598031|-0.032776381|-0.061048368|2|0.7723870909999999|0.8333962429999999|0.6915652390000001|0.936253893|-0.063132226|-0.078644297|-44.30110081|-55.18621997|0.063746107|44.73187305|-38.7252349|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|3051.645565|-1158.910619|2327.4502850000003|0.215220531|8.654596906|17.09119768|151.02439719999998|27.34692815|0.013724883|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|3.58|3.56|0.07|27.0|-9.84|5.93|5.59|111.51|2.2|2.0|138.56|0.0|-6.54|4.0|460.55|1.0|4.35|1.95e-06|0.000899|4.48|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|4.32|-1767.52411|728.12|1284.89|223.65|0.36733|-1767.2232149999998|0.0468|-0.15079|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|7.2924
12ac_a36|1|0|0|0.0|7.412764017000001|2|1.297043188|0.0|-0.050997272|-0.007639626|5.351858133|0.042560386|-0.450737917|-0.046730704|1|1|0.0018565629999999|0.060445359|-0.166354116|1|0.811459853|0.863165958|0.770400825|0.779673368|-0.080202334|-0.104391657|-55.68500110000001|-72.4798052|0.220326632|152.9742102|-50.32319912|10.36858115|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|-25.03847816|70.61872461|2902.588755|-1377.116299|2455.459827|0.268353853|8.126831024|14.63702516|186.3198219|34.22211444|0.020208014|1882.216294|716.9974499|14.03055543|0.0|1.0|0.0|4.86|0.0|0.17|17.0|-6.89|3.16|2.09|86.27|1.59|1.0|133.95|0.0|-3.81|5.0|423.47|0.0|1.84|0.000112|0.0476|2.36|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|-1385.606133|711.77|1200.61|319.2|0.56186|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|7.8861
5a_a50|0|1|1|0.0|7.927685046000001|1|1.3972442980000002|4.202707546|-0.203248487|-0.00148647|5.82008293|0.038040936|-0.06986407|-0.256097122|2|2|0.01228899|0.028229556|-0.168135655|1|0.788709546|0.847812674|0.6759066159999999|0.969892876|-0.038932964|-0.065209836|-20.77548565|-34.7974024|0.030107124|16.06582337|-18.56865899|2.900288114|60.04351409|0.66527517|-0.978147545|-11.08625592|-12.13862875|26.21058426|2246.106104|-521.9610361|1605.985157|0.33472483|5.892775027000001|10.76914508|178.61652859999998|18.24602704|0.017576522|784.5791628|462.1867149|9.379218813|0.0|1.0|1.0|3.5|3.28|0.14|20.0|-6.24|3.66|4.33|35.64|2.62|0.0|101.86|0.0|-3.89|2.0|326.39|1.0|3.47|3.14e-05|0.0102|3.46|5.7e-07|0.000186|-0.02487|5.6146|3.39|-1029.930364|582.98|976.41|220.82|0.39948|-1029.734933|0.1156|-0.16659|3.9843|-0.19146|0.02452028|-1029.786489|5649.0|5.3872
18a_a30|0|0|0|0.0|7.412764017000001|2|0.604987543|0.0|0.045071414|-0.006673169|5.351858133|0.040166667|-0.353677943|-0.01286191|1|1|0.005458948|-0.073280844|-0.094526372|1|0.7885597609999999|0.842671963|0.7961424690000001|0.85918121|-0.072474599|-0.095397479|-45.11907802|-59.38972262|0.14081879|87.66676984|-36.97308547|6.611941026|0.0|0.7904991659999999|-1.812552105|-28.08889239|-23.02866795|55.73981304|2721.874248|-1128.40473|2814.429655|0.209500834|7.050626413|12.72666325|130.4247923|29.1318055|0.016012295|1427.458469|620.9195447000001|9.968457988|0.0|1.0|0.0|4.75|0.0|0.14|17.0|-6.64|3.84|2.62|81.65|2.82|2.0|127.28|0.0|-5.28|4.0|398.48|0.0|2.63|1.4e-05|0.0056|3.87|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|3.82|-1575.786909|665.12|1120.46|357.18|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|7.6108
galu_a46|0|0|0|0.0|7.535296702|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|0.039550827|-0.327651527|-0.094815394|1|1|0.003107816|-0.150645957|0.0481706809999999|2|0.81708619|0.875868891|0.6848692759999999|0.7637964079999999|-0.0910072869999999|-0.089050651|-50.93538037|-49.84028137|0.236203592|132.199522|-27.89483984|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|-18.02733582|57.85086047|2501.785113|-847.2847833999999|1755.2047|0.2167824069999999|6.445819025|12.12170938|121.3297832|23.01702105|0.013967104|1081.799989|542.7276591|7.817173532999999|1.0|1.0|1.0|3.27|2.75|0.18|21.0|-7.13|3.69|3.51|86.69|1.84|1.0|108.18|0.0|-3.85|4.0|369.42|1.0|2.84|0.000102|0.0375|2.39|7.45e-08|2.75e-05|||||||||||||||||7.2924
14a_a3|0|0|0|0.0|6.823286122000001|0|0.6050202020000001|0.0|0.111575338|-0.009312773|4.727387819|0.043464052|-0.363198151|-0.039177314|1|1|-0.004161699|-0.267665193|-0.094863591|3|0.7574238740000001|0.822587422|0.8255789570000001|0.790894937|-0.091731577|-0.094609848|-45.12132248|-46.53709886|0.209105063|102.8554977|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|-18.09776067|52.02624107|2160.698862|-651.519384|1186.412113|0.239123122|5.308770254|10.24853699|117.6209094|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|1.0|1.0|1.0|3.27|2.2|0.06|21.0|-6.89|4.28|3.71|105.82|1.04|0.0|93.25|0.0|-4.45|4.0|319.38|1.0|2.76|0.000103|0.0327|2.58|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|-1327.513792|528.91|822.33|383.1|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|4.6689|7.5229
28_a47|0|1|1|0.0|6.842683282|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|4.727387819|0.038387534|-0.436042548|-0.00496711|1|1|-0.010153352|0.06536499|-0.126992366|2|0.832144916|0.896193695|0.614975047|0.605349345|-0.1132830309999999|-0.106779291|-67.33744077|-63.47150284|0.394650655|234.5873429|-37.72858603|9.214964819|83.61576722|0.65225927|-1.601689367|-40.02656804|-22.66839387|82.83994768|2616.1598940000003|-952.0725426|1337.037733|0.34774073|7.864990866|14.91533234|206.7032519|34.75365534|0.031626405|1459.653524|428.5826478|18.79929562|1.0|1.0|1.0|3.08|2.03|0.05|21.0|-6.92|2.49|3.84|98.72|1.67|1.0|99.2|0.0|-3.67|6.0|380.35|1.0|2.4|0.000217|0.0824|1.97|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|3.51|-1335.759232|599.88|995.5|337.37|0.69002|-1335.571655|0.2996|-0.15049|6.0847|-0.2052|0.03698465|-1335.6279869999998|8.17|7.6
13a_a5|1|0|0|0.0|6.605297921|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|0.023989899|-0.328417593|-0.139517787|1|1|0.003196482|-0.012798693|-0.0569177229999999|2|0.8045357209999999|0.857293078|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|-57.31787843|-54.03141848|0.233249839|150.1663914|-34.78546088|6.938219155|39.93934134|0.598791539|-1.426736914|-36.90128585|-18.01047283|68.09484712|2657.14588|-918.5341141|1314.232685|0.401208461|8.571729592999999|15.89940424|258.29825730000005|30.07803494|0.02811638|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|3.07|2.46|0.13|23.0|-8.9|4.39|3.58|92.79|0.95|2.0|114.18|0.0|-3.77|5.0|399.45|1.0|2.71|0.000184|0.0734|2.19|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|-1313.167422|688.18|1160.81|267.87|0.41806|-1312.907813|0.1992|-0.17364|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|7041.0
