molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GRAV|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
14h_a23|0.0|0|1|0.0|0.0|7.423568444|3.309480899|0.043538466|0.006191846|0.0316908439999999|0.7290938920000001|0.009895793|-0.024318144|10.31321773|-0.034313725|2|-0.0686282459999999|-0.131709531|0.708395022|0.79263722|0.143102066|0.669357479|1|0.923430574|-0.063825076|0.021982565|-54.6468131|14.81983413|41.34207782|0.076569426|51.620282|-0.033774476|0.753100584|-1.621174834|-29.00823506|67.44368679|57.84834575|0.48032488|3010.418229|622.5428245|2371.16134|0.246899416|6722.809649|0.018981866|-341.2621515|646.2584547|12.79687369|0.0|0.0|1.0|1.0|1.0|3.47|3.2|0.04|26.0|-7.47|3.89|1.0|1.0|125.0|1.0|5.0|-5.68|32.0|5.0|-6.62|436.49|0.0|0.0|0.0|2.09e-06|0.0009109999999999|1.27e-05|0.0|0.0|1.4800000000000002e-05|-0.08532|3.29|699.86|1190.62|337.93|0.67365|-1721.9314420000003|-0.2374099999999999|-1721.99264|13.4823|8.3468
7c_a8|0.0|1|0|3.17138259|0.0|7.05012252|1.4416758790000002|-0.244222944|-0.025233184|0.0493777859999999|0.0|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|-0.047874|-0.077006275|0.718994164|0.740795639|0.0092411059999999|0.6881348629999999|0|0.848923958|-0.080277893|0.0306012339999999|-56.2991566|19.18974586|49.43944876|0.151076042|94.73836511|-0.03366688|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|0.492823119|2716.5013510000003|532.3522286|2162.326414|0.373097855|6013.168519|0.032058696|-159.15828340000002|572.8089095|20.10370648|0.0|1.0|1.0|1.0|1.0|3.44|3.1|0.09|23.0|-7.76|3.78|1.0|0.0|112.76|1.0|5.0|-5.0|30.0|5.0|-6.34|398.41|0.0|0.0|0.0|1e-05|0.00399|2.14e-05|0.0|0.0|6.91e-06|-0.07472|5.01|662.05|1116.53|394.78|0.62361|-1331.567632|-0.20658|-1331.625743|15.7056|4.7307
47s_a18|0.0|0|0|0.0|0.0|7.03438793|0.0|0.026229332|-0.045792331|-0.026883417|0.0|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|-0.168728915|-0.252119673|0.724028067|0.712629555|0.0109557919999999|0.716761234|0|0.84543779|-0.070258863|0.008446541|-61.36410696|6.394119331000001|10.92659868|0.15456221|117.0051929|-0.030108416|0.820470855|-2.107589125|-40.26287221|69.29837549|59.58080589|0.4740142|2992.734821|640.0051571|1529.863965|0.179529145|6968.705069|0.010481057|-485.1995077|1093.725912|7.934268528|1.0|1.0|0.0|1.0|2.0|4.41|0.0|0.3|18.0|-9.42|3.93|3.0|1.0|149.34|1.0|10.0|-5.95|36.0|3.0|-5.96|482.62|0.0|1.0|0.0|1.12e-06|0.000539|3.53e-06|0.0|0.0|1.84e-07|-0.0491399999999999|8.41|809.4|1435.42|385.29|0.6926800000000001|-1533.737579|-0.18109|-1533.809351|2.9991|6.2104
1o_a5|0.0|1|0|2.923171926|0.0|6.605297921|0.0|-0.266637757|0.033105871|-0.033273504|0.0|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|0.038275248|0.06759341|0.670787375|0.78144982|-0.003561205|0.650008224|0|0.88430372|-0.079346457|0.01325562|-39.1638643|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|0.699913551|-1.093295425|-22.90899675|50.11479279|49.75766514|0.470590799|2238.291862|475.1609233|833.537568|0.300086449|4572.818263|0.020380352|-214.8381946|393.5487205|10.95092849|1.0|1.0|1.0|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|4.07|0.0|0.0|95.2|1.0|3.0|-4.08|25.0|4.0|-6.3|323.35|0.0|0.0|1.0|8.329999999999999e-05|0.0269|8.340000000000001e-05|0.0|0.0|2.54e-06|-0.07037|2.66|561.04|938.37|297.38|0.4988899999999999|-1043.422345|-0.23973|-1043.472984|5.4919|7.4559
12s_a36|0.0|1|0|3.486136149|0.0|7.412764017000001|0.0|-0.057853364|-0.045035034|0.037454164|0.0|0.002951176|0.0056370119999999|10.95352614|-0.050363149|1|-0.104118159|-0.1763783589999999|0.90414347|0.8060798779999999|-0.118671653|0.856274847|0|0.8303378090000001|-0.07216709|0.019457471|-64.57958827|12.55883918|110.6090028|0.169662191|109.5085883|-0.035868226|0.754198383|-1.901015959|-30.06529118|76.34126108|59.13914165|0.4604765839999999|2710.355028|535.942162|2294.468358|0.245801617|5890.905249|0.018222417|-328.1450742|662.0530478999999|11.76167282|1.0|0.0|0.0|0.0|2.0|4.85|0.0|0.17|17.0|-6.97|2.19|1.0|0.0|128.72|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|0.0|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.0|0.0|4.270000000000001e-05|-0.04908|3.48|683.24|1150.67|329.71|0.6843600000000001|-1272.00109|-0.20467|-1272.061111|8.7738|8.0458
6_a27|0.0|1|0|2.6137160880000003|0.0|6.823286122000001|1.7996617540000002|0.1718757239999999|-0.072298665|-0.237047381|1.221528093|0.00526746|0.075248207|10.93737136|0.081320966|1|-0.1044763|-0.179319226|0.678057835|0.787663648|-0.1322552659999999|0.650575651|1|0.785047616|-0.0786267609999999|0.020552125|-44.56839492|10.17466399|125.8234721|0.214952384|106.4156743|-0.034625042|0.774820398|-1.35037664|-19.27068071|52.66373343|49.10012093|0.47262982|2196.1151210000003|388.6505938|1193.992326|0.2251796019999999|4761.820508|0.01635203|-272.1086175|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|1.0|3.0|2.49|0.11|21.0|-6.67|2.79|0.0|0.0|92.65|1.0|2.0|-3.62|24.0|4.0|-6.55|317.34|0.0|1.0|1.0|0.000242|0.0768|0.000153|0.0|0.0|6.86e-05|-0.04793|4.27|526.9|896.68|299.55|0.3366099999999999|-1043.678244|-218.0|-1043.728133|4.0597|9.0
12w_a36|0.0|1|0|3.3131307480000003|-4.750262163|7.412764017000001|0.0|0.081390556|-0.297354748|0.041058884|0.0|-0.011700732|-0.041402825|10.96020797|-0.010726574|1|-0.1187503719999999|-0.3344729369999999|0.647732719|0.828393514|-0.098657593|0.624142499|0|0.828363244|-0.086826396|0.021104445|-79.88912835|15.15285952|112.947763|0.171636756|123.23411609999998|-0.041210062|0.70536279|-2.225343322|-44.76031023|99.51883498|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|2602.5207|0.29463721|7418.252264|0.0273396629999999|-294.8983941|672.4630346|19.62970663|1.0|0.0|1.0|0.0|2.0|4.82|0.0|0.17|17.0|-7.14|4.04|2.0|0.0|130.43|1.0|7.0|-5.2|34.0|8.0|-6.4|465.43|0.0|0.0|0.0|6.26e-06|0.00291|8.6e-06|0.0|0.0|3.37e-05|-0.05326|4.86|712.88|1198.72|318.88|0.69466|-1644.953222|-0.21034|-1645.017691|7.0746|7.6383
GW6604_a52|0.0|1|0|2.944144148|0.0|6.605297921|0.0|-0.277102285|-0.005328809|-0.0778992459999999|0.0|0.007746755|-0.118272803|10.94914378|-0.028376521|1|0.039867344|0.067497086|0.709088617|0.693399445|0.074868979|0.689009112|0|0.87346455|-0.071850787|0.009021088|-35.62691523|4.459510077|157.2481263|0.12653545|62.55188751|-0.029217264|0.73529506|-1.081038779|-17.55852148|44.37166117|39.97842884|0.4597869779999999|2044.612273|431.7909048|799.8313017999999|0.26470494|4168.525878|0.01768964|-232.6328342|359.1060668|8.744745933999999|1.0|1.0|0.0|1.0|1.0|2.68|1.76|0.0|23.0|-8.03|4.2|0.0|0.0|90.49|1.0|3.0|-3.87|23.0|3.0|-5.95|298.34|0.0|1.0|1.0|0.000135|0.0402|6.929999999999999e-05|0.0|0.0|2.78e-06|||||||||||6.9706
4_a3|0.0|0|0|0.0|0.0|6.823286122000001|0.0|0.2122551539999999|-0.161259999|-0.08769805|1.882124381|-0.008407895|0.057349653|10.31162267|0.0248526079999999|1|0.053425134|0.127253753|0.640351067|0.721302096|-0.028924747|0.628171026|1|0.74053397|-0.110345083|0.008006786|-46.9200748|3.806447632|235.6982345|0.25946603|123.350856|-0.039478171|0.866976271|-1.381735991|-24.93884341|51.71950126|56.26480013|0.415852758|2142.972568|352.05186289999995|1548.626215|0.133023729|4885.093366|0.0100954959999999|-348.9230345|347.9532383|4.799426464|1.0|1.0|0.0|1.0|1.0|2.94|2.6|0.0|21.0|-7.53|5.17|1.0|0.0|92.65|1.0|2.0|-5.69|23.0|3.0|-5.21|321.37|0.0|0.0|1.0|2.02e-06|0.00065|8.22e-06|0.0|0.0|9.48e-06|-0.0584299999999999|3.53|504.29|858.45|356.58|0.3809|-1355.192416|-0.20826|-1355.239905|3.1409|5.9
17c_a50|0.0|0|1|0.0|0.0|7.934155233999999|4.349159921|-0.212075666|0.024219848|0.021572081|2.193763306|0.01130519|-0.144763835|10.94500663|-0.120904775|2|-0.233451925|-0.373205592|0.762883243|0.774994313|-0.139943634|0.728169863|1|0.89719894|-0.051905615|0.021675174|-50.69922125|14.91199042|133.46240020000002|0.10280106|70.72462009999998|-0.021745577|0.569750429|-1.32648017|-24.567468100000003|66.7258111|50.6217864|0.49503436|2951.495914|617.2509739|2014.72331|0.430249571|6438.380804|0.0232952879999999|-95.97318605|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|0.0|4.12|3.61|0.35|20.0|-6.79|3.53|1.0|0.0|134.28|1.0|6.0|-3.8|33.0|5.0|-6.96|440.54|0.0|1.0|0.0|0.000158|0.0698|3.75e-05|0.0|0.0|7.08e-05|-0.03121|2.74|746.5|1289.05|306.65|0.63122|-1410.838844|-0.19818|-1410.902767|8.5146|7.1612
1_a3|0.0|0|0|0.0|0.0|6.823286122000001|0.0|0.079857077|-0.073036903|-0.004409693|2.194605012|-0.006610844|0.038572075|10.33805862|0.032569462|0|0.05038525|0.08803837|1.005427002|0.7905285390000001|-0.126299711|0.943582278|1|0.7762512779999999|-0.098872259|0.008036786|-42.54530997|3.693677623|289.8942564|0.2237487219999999|102.8341051|-0.034105115|0.7920857179999999|-1.295994381|-20.88467272|49.05980305|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|1162.737831|0.207914282|4510.611026|0.014174378|-268.4830832|373.1494221|6.514493077999999|1.0|1.0|0.0|1.0|1.0|3.83|0.0|0.18|16.0|-5.77|1.85|0.0|0.0|91.52|2.0|2.0|-3.07|22.0|4.0|-6.87|306.38|0.0|0.0|0.0|0.0008529999999999|261.0|0.000503|0.0|0.0|0.000518|-53.0|2.08|496.09|845.2|320.83|0.30619|-1273.1763970000002|-0.21886|-1273.22339|3.4319|6.1403
12e_a31|0.0|1|0|3.483599061|0.0|7.765993078999999|0.0|0.052663358|-0.044316064|0.0113193469999999|0.0|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|-0.08867626|-0.142921555|0.7968154940000001|0.7761616020000001|-0.039273975|0.76012894|0|0.721526766|-0.0939597569999999|0.02665413|-79.96257188|19.38343763|166.1479229|0.2784732339999999|202.5115275|-0.036652129|0.725120432|-2.089171358|-49.6906263|95.1187282|87.71292755|0.474858042|3040.353774|524.7092721|1899.851187|0.274879568|6557.418968999999|0.020841203|-327.4245209|798.7285626|15.15615632|1.0|1.0|1.0|1.0|2.0|3.87|3.72|0.24|22.0|-9.31|5.4|3.0|0.0|129.38|1.0|9.0|-6.66|33.0|5.0|-5.93|460.55|0.0|0.0|1.0|2.16e-07|9.96e-05|3.83e-06|0.0|0.0|2.27e-07|-0.03445|6.33|781.61|1308.13|322.95|0.55114|-1809.581226|-0.19379|-1809.650069|3.4818|6.7696
12x_a36|0.0|1|0|3.494913155|0.0|7.412764017000001|0.0|-0.058295476|-0.046532211|0.021670322|0.0|0.00285431|-0.054184069|10.33556641|-0.023932402|1|-0.07550872|-0.133106642|0.906423012|0.828393514|0.056034339|0.855081905|0|0.836402835|-0.0737521679999999|0.017625524|-70.20305027|11.85578416|81.81168174|0.163597165|110.0434027|-0.036722107|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|61.46507585|0.458792701|2884.428214|562.6051882|2391.802689|0.223146459|6193.10485|0.016274369|-372.4502879|725.9470896|10.94693123|1.0|0.0|1.0|1.0|2.0|4.87|0.0|0.17|17.0|-7.05|2.61|1.0|0.0|135.47|1.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|0.0|1.4300000000000002e-05|0.0061|3.09e-05|0.0|0.0|3.83e-05|-0.05311|3.37|719.63|1209.23|331.83|0.6853600000000001|-1670.182026|-0.2048199999999999|-1670.244307|7.2812|8.1549
6g_a40|0.0|0|0|0.0|0.0|8.421342866|1.628664494|0.102683335|-0.261952754|-0.120745388|0.607999575|-0.019683422|0.07194868|10.30179936|-0.251161616|2|0.0312035079999999|0.05728593|0.8316888240000001|0.832499949|0.075283207|0.808096413|1|0.605346707|-0.164941808|0.017750905|-101.5916383|11.53799852|328.78166810000005|0.3946532929999999|256.5226419|-0.059045173|0.824204189|-2.657032782|-69.68682788|114.7475987|118.7493383|0.425569146|3142.74733|393.4722933000001|3198.69909|0.175795811|7822.892656|0.020240097|-421.4621621|590.1686672000001|13.1559604|0.0|0.0|1.0|1.0|3.0|4.06|2.28|0.21|14.0|-2.87|2.48|1.0|2.0|124.18|3.0|5.0|-7.22|31.0|7.0|-7.02|474.53|1.0|0.0|0.0|6.049999999999999e-08|2.87e-05|1.93e-05|1.0|0.0|0.6459999999999999|-0.08622|7.38|669.8|1144.59|440.68|0.58454|-2521.8114530000003|-0.20479|-2521.87499|8.9454|7.3279
20_a31|0.0|1|1|3.3852303|0.0|7.765993078999999|0.0|0.0469387759999999|-0.057200812|-0.013040402|2.114008068|-0.003484915|-0.020082435|10.31100269|-0.078213611|3|-0.0852122769999999|-0.1534110109999999|0.788133615|0.8602874540000001|0.028036914|0.7507116140000001|1|0.7954270659999999|-0.085849869|0.019334605|-69.0542431|12.1160662|64.42171513|0.2045729339999999|128.1960117|-0.033537774|0.710707042|-1.542737604|-33.71260536|81.35171021|65.91404723|0.464597945|2576.1287230000003|498.4558574|1758.762093|0.289292958|5678.167489|0.019624081|-264.0799235|557.1050635|12.29746712|1.0|1.0|1.0|1.0|2.0|3.46|2.74|0.26|19.0|-7.65|4.38|1.0|0.0|110.47|1.0|7.0|-5.91|27.0|4.0|-6.39|397.52|1.0|0.0|1.0|1.24e-06|0.000493|3.66e-05|0.0|0.0|8.86e-06|-0.06065|4.78|666.67|1113.19|350.43|0.7036600000000001|-1880.538664|-0.20895|-1880.599777|4.9218|8.0862
12m_a36|0.0|1|0|3.40403699|0.0|7.412764017000001|0.0|0.013543656|-0.133854569|0.14264424|0.0|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|-0.052743904|-0.090926893|0.892815402|0.825587924|-0.075712087|0.849217847|0|0.711961428|-0.10031651|0.022725561|-81.19927925|15.24099981|42.78660249|0.288038572|193.174369|-0.04260035|0.7471181240000001|-2.300418875|-45.120107|96.11918789|82.51872026|0.465323422|2925.315028|477.48014630000006|2637.948424|0.252881876|6434.374756|0.0222467879999999|-331.4617713|689.2886595|14.91990864|0.0|0.0|0.0|0.0|3.0|4.83|0.0|0.13|17.0|-6.14|0.98|1.0|0.0|131.85|1.0|6.0|-4.1|32.0|5.0|-7.39|424.46|0.0|0.0|0.0|7.96e-05|0.0338|0.000159|0.0|0.0|0.000305|-0.05114|3.88|692.4|1177.15|320.72|0.69382|-1401.385923|-0.20993|-1401.446557|9.1003|7.5229
14c_a22|0.0|0|0|0.0|0.0|6.842683282|1.596256692|-0.134137693|-0.018518519|-0.026986769|1.568396937|0.003784292|-0.023927419|10.9464374|0.006275578|1|-0.0917078119999999|-0.160566657|0.667111824|0.773044788|-0.096749121|0.639264982|1|0.866576459|-0.067475189|0.024569649|-57.64986681|17.68831053|36.22825261|0.133423541|96.05497587|-0.030217952|0.66168729|-1.60155147|-34.9718749|75.5139152|66.26540251|0.462147828|3079.4894480000003|623.8702703|2092.7515510000003|0.33831271|6882.45|0.024813755|-232.8055235|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|4.18|1.0|0.0|128.77|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|0.0|1.39e-05|0.00618|2.4e-05|0.0|0.0|2.35e-07|-0.07399|4.79|715.52|1241.55|337.45|0.3078|-1460.324494|-0.22807|-1460.38772|9.04|6.8153
12ax_a36|0.0|1|0|3.429529478|0.0|7.412764017000001|0.0|-0.0943348109999999|-0.040458296|0.075802407|0.0|-0.001012333|-0.057017299|10.958822|-0.034663063|1|-0.101451485|-0.1716508239999999|0.884841888|0.836170906|-0.0394369539999999|0.771220556|0|0.846837721|-0.073739612|0.019128091|-72.11700812|12.79462904|36.17982162|0.153162279|102.4490387|-0.038813619|0.7648530440000001|-1.940680931|-32.99232962|84.58859134|62.11847297|0.488501696|2926.929456|566.4430628|2471.295987|0.235146956|6741.969187999999|0.018645135|-354.3162187|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.76|3.19|2.0|0.0|133.77|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|1.0|1.0|8.27e-06|0.00372|6.55e-06|0.0|0.0|7.83e-06|-0.05596|4.42|699.67|1182.31|318.82|0.39564|-2151.910753|-0.21324|-2151.971761|6.0402|7.9208
8_a10|0.0|0|0|0.0|0.0|7.535296702|2.071128354|-0.075368755|-0.012055162|-0.000315856|1.546251312|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|1|-0.082893697|-0.132343104|0.6357042860000001|0.809386132|-0.015871527|0.616731847|1|0.874843982|-0.059655303|0.015758182|-47.16908772|8.619652859|32.98071169999999|0.125156018|68.45976606|-0.029917593|0.722649449|-1.465962037|-17.849103399999997|56.7864899|41.25082928|0.431797417|2612.274447|478.5356341|1899.542278|0.277350551|6289.86818|0.017582236|-243.5764486|583.7217118|9.617402178|0.0|0.0|1.0|1.0|0.0|3.42|3.27|0.22|21.0|-7.6|4.2|1.0|0.0|111.36|1.0|4.0|-4.52|29.0|5.0|-6.25|384.43|0.0|1.0|1.0|3.05e-05|0.0117|2.4100000000000003e-05|0.0|0.0|9.59e-06|-0.0623299999999999|4.58|594.63|1047.58|336.55|0.41583|-1257.59269|-0.21789|-1257.648047|1.5482|6279.0
4_a27|0.0|0|0|0.0|0.0|6.823286122000001|3.294369174|0.082486268|-0.058641975|-0.273119343|1.274166982|0.00991794|0.13397347|10.93736915|-0.01660383|1|-0.2030237389999999|-0.341622797|0.639413469|0.7853766809999999|-0.07759915|0.614205449|1|0.852604338|-0.057748369|0.0201467639999999|-40.79296366|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|0.682485674|-1.181818|-15.48073439|51.33640873|40.33074472|0.444169714|2273.715366|441.4418013|1213.060761|0.317514326|4988.6278600000005|0.020363697|-188.9664429|424.8821143|10.54344507|0.0|0.0|1.0|1.0|0.0|3.11|3.08|0.16|21.0|-6.22|2.8|0.0|0.0|97.55|1.0|2.0|-3.57|25.0|4.0|-6.51|331.37|0.0|1.0|1.0|0.000266|0.0882|0.000102|0.0|0.0|0.0002|-0.0449899999999999|4.63|555.75|946.77|300.29|0.36899|-1082.963712|-0.21533|-1083.01571|3.9202|8.3979
12q_a36|0.0|1|0|3.453150038|0.0|7.412764017000001|0.0|-0.0543475329999999|-0.043678703|0.068040097|0.0|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|-0.103922055|-0.177407665|0.8941919290000001|0.828371596|-0.017640538|0.8065052890000001|0|0.82911927|-0.07607684|0.018562763|-68.5549152|12.00048565|82.68142965|0.17088073|110.4712541|-0.038175515|0.768692389|-1.908775752|-31.79544084|80.15866795|61.18276554|0.486620426|2786.514757|536.0103834|2380.245597|0.231307611|6040.52496|0.017949083|-347.4093916|629.5017194000001|11.60375275|1.0|0.0|0.0|0.0|2.0|4.74|0.0|0.14|17.0|-7.18|2.54|1.0|0.0|128.76|1.0|5.0|-4.44|30.0|4.0|-6.49|415.88|0.0|1.0|1.0|3.64e-05|0.0151|2.55e-05|0.0|0.0|2.77e-05|-0.05602|3.79|683.51|1148.35|320.77|0.39919|-1692.3116350000005|-0.2126199999999999|-1692.370918|6.4226|8.2218
12d_a31|0.0|1|0|3.441384322|0.0|7.765993078999999|0.0|0.039097757|-0.043220149|-0.042401695|0.0|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|-0.134504227|-0.214049412|0.8066174070000001|0.8343242820000001|-0.00658148|0.771222772|0|0.7054497479999999|-0.0938723509999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|0.6383648510000001|-1.724762406|-47.23018217|99.79879739|87.64629597|0.389382761|2653.867767|500.3881827|2434.226776|0.361635149|5753.290126|0.02571268|-196.2893506|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|2.0|3.76|3.9|0.38|16.0|-7.63|4.09|2.0|0.0|112.97|1.0|9.0|-5.61|29.0|5.0|-6.36|412.51|0.0|0.0|1.0|2.48e-06|0.0010199999999999|4.06e-05|0.0|0.0|9.69e-06|-0.03128|5.0|730.86|1201.63|322.23|0.7006600000000001|-1657.1792779999998|-0.19096|-1657.245177|3.3585|6.2924
8j_a46|0.0|0|0|0.0|0.214753401|7.727094485|2.1279894180000003|-0.13040237|-0.008523199|-0.129276363|0.0|0.011852046|-0.174853546|10.96391738|-0.053618988|1|-0.084266433|-0.133413527|0.645146311|0.789844634|-0.223292257|0.6109926379999999|0|0.934648421|-0.054707287|0.008672342|-37.04976799|4.658562801|7.723448142|0.065351579|35.10521457|-0.02566383|0.822112519|-1.103544698|-15.7861518|41.80044861|34.04593326|0.427798746|2121.846387|502.0694817|1888.679875|0.177887481|4759.107832|0.008843828|-346.061389|453.1959065|4.750680627|1.0|0.0|1.0|1.0|0.0|3.23|3.25|0.32|17.0|-7.26|4.55|1.0|1.0|96.94|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|0.0|1.0|1.0|2.59e-05|0.00878|1.47e-05|0.0|0.0|1.85e-05|-0.04068|3.78|576.48|978.4|281.1|0.50703|-1414.349865|-0.22599|-1414.402087|6.4463|5.9108
47u_a18|0.0|0|0|0.0|0.0|7.03438793|0.0|0.039883149|-0.0872206669999999|0.008108241|0.0|-0.000829573|0.031337464|10.94702032|-0.033209663|0|-0.126628013|-0.1904128389999999|0.664796402|0.7517870059999999|-0.0112778039999999|0.646724968|0|0.741066474|-0.090364489|0.02068926|-64.32800179|14.42377665|86.37253771|0.258933526|180.5187465|-0.0344062|0.721837463|-2.029965788|-43.92035521|79.06741651|77.42251040000001|0.483819806|2965.254516|516.6437614|1415.590236|0.278162537|6837.350959|0.021142007|-309.31352410000005|818.9389171|14.73941472|0.0|0.0|1.0|0.0|2.0|3.98|0.0|0.19|18.0|-8.2|3.02|3.0|1.0|133.53|1.0|8.0|-5.69|34.0|4.0|-6.31|455.51|0.0|0.0|0.0|2.05e-06|0.000932|1.04e-05|0.0|0.0|2.89e-06|-0.06392|9.34|738.53|1282.66|397.57|0.69143|-1509.771642|-0.19109|-1509.839543|5.8058|5.7055
18_a10|0.0|0|0|0.0|0.0|7.78113851|2.142254323|-0.182332901|0.0307177839999999|-0.092424959|2.026949641|0.009941402|-0.052165302|10.92966688|-0.0280813039999999|1|-0.091730492|-0.143149563|0.7155022459999999|0.785539083|0.048377088|0.6886547670000001|1|0.885552955|-0.0575419659999999|0.019095409|-48.27152552|12.12013168|40.99617452|0.114447045|72.64119073|-0.024889861|0.641615544|-1.368942347|-23.18149476|61.38857307|48.64284759|0.4670293179999999|2788.499133|562.0732377|2137.914113|0.358384456|6213.631543|0.020666062|-179.7708584|713.2632062000001|13.11704755|0.0|1.0|1.0|1.0|0.0|4.07|3.41|0.32|21.0|-7.88|4.66|1.0|0.0|119.81|1.0|5.0|-4.48|31.0|5.0|-6.34|412.48|0.0|1.0|1.0|3.34e-05|0.0138|1.7100000000000002e-05|0.0|0.0|5.44e-06|-0.0495699999999999|2.65|687.19|1181.5|326.47|0.37729|-1336.126835|-0.20692|-1336.185978|5.9029|6.8861
1d_a5|0.0|1|0|2.79978458|-4.455320158|6.605297921|0.0|-0.133500214|-0.308010841|-0.118028278|0.0|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|0.001493879|0.004923698|0.525406088|0.7595197290000001|-0.058872605|0.513260607|0|0.8965037640000001|-0.088396743|0.007937625|-46.58221594|4.288788702|204.4506579|0.1034962359999999|55.92018945|-0.036640804|0.770504115|-1.465632167|-25.80622135|56.83734591|52.05055075|0.471074204|2481.822293|484.3911442|1172.890724|0.229495885|5717.438103|0.018980039|-292.3128788|403.396385|10.25512997|1.0|1.0|0.0|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|6.37|2.0|0.0|95.49|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|0.0|1.0|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.0|0.0|4.86e-07|-0.04528|3.58|567.04|951.63|268.88|0.41781|-1288.201219|-0.23519|-1288.253849|5.3765|5.03
14e_a23|0.0|0|1|0.0|-4.45581912|7.423568444|3.052208981|0.059967018|-0.272389934|0.023369734|0.650989437|0.001027627|0.021081733|10.3132176|-0.009871698|2|-0.07256543|-0.226146643|0.560094237|0.791790895|0.133270225|0.5415996160000001|1|0.925392058|-0.073376247|0.018022127|-62.2612068|12.5437807|48.244071000000005|0.074607942|51.92870134|-0.03935934|0.796525872|-1.96796702|-35.54678231|74.75779594|63.61519626|0.49543439|3255.313968|644.0923882999999|2428.874279|0.203474128|7663.17288|0.017954325|-412.7765217|658.8108151|12.49658915|0.0|0.0|1.0|1.0|1.0|3.54|3.62|0.09|26.0|-8.23|6.19|2.0|1.0|125.29|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|1.0|0.0|0.0|4.1200000000000004e-07|0.000198|1.61e-06|0.0|0.0|2.85e-06|-0.08122|4.2|706.39|1209.58|334.8|0.63922|-1966.720803|-0.2342199999999999|-1966.785007|5.5469|8.5214
