molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|RASA|FNSA5|PNSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
12bd_a36|1|0|0|3.497517322|0.0|0|7.412764017000001|2|0.0|-0.006695407|5.351858133|2|0.04625323|0.0|0.003676818|10.94639828|-0.0288761339999999|0.0045625|0.042808724|-0.101854847|-0.436345273|1|0.902377067|0.78699829|0.833398429|0.832478093|-0.099460046|-46.92083391|83.92365468|110.578217|-0.035521445|7.733288012999999|0.0|0.78244124|-1.989200921|-30.9716039|75.7932235|58.63647911|0.475272043|2772.776922|549.5039111000001|-1313.035977|0.21755876|8.050812711|0.905749421|29.96655829|0.015363883|1678.127264|729.1873176|10.14142465|1.0|0.0|0.0|2.0|0.0|0.21|17.0|-7.34|3.76|0.0|133.68|0.0|5.0|4.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|-1311.560669|706.26|1200.23|349.84|0.4467|319.66|0.69411|-1311.291779|-0.1459|5.7533|-0.19826|0.03110617|-1311.352257|7.6908|7.7696
13b_a6|1|0|0|3.423777636|0.0|0|7.412764017000001|1|0.0|-0.011206134|5.351858133|1|0.042739018|0.0|-0.00460563|10.95129557|-0.064811009|-0.00194781|0.100281317|-0.10896749|-0.490758329|1|0.850080948|0.7788169070000001|0.8370824240000001|0.7757172059999999|-0.112915801|-61.06841733|154.7847961|147.0772097|-0.0406496879999999|13.77653618|554.4007331|0.757233678|-2.032484418|-40.04664055|87.39962829999999|82.07670290000002|0.408780634|2821.72831|508.6895893|-1332.835801|0.2427663219999999|9.087172635|0.69141956|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|2.0|2.85|0.12|23.0|-9.01|4.98|0.0|116.79|0.0|5.0|5.0|0.0|1.0|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|0.0|9.77e-10|4e-07|4.04|-1350.061187|694.33|1167.21|341.35|0.7846|255.67|0.58026|-1349.837661|-0.14898|10.8032|-0.20156|0.02920955|-1349.898848|13.5746|6.7595
14j_a23|0|1|1|0.0|0.0|2|7.423568444|0|3.278390512|-0.006327927|5.351858133|2|0.046283951|0.722606603|0.007671236|10.31321824|-0.055708465|0.0075222369999999|0.087218599|-0.073945564|-0.463194548|2|0.616699629|0.800643488|0.864845456|0.8454521620000001|-0.082226482|-40.35191855|40.38957571|100.2571987|-0.034989992|8.620784882999999|83.17168000000001|0.7739671709999999|-1.644529644|-26.17681598|64.88069411|53.64097592|0.497137467|2943.385528|548.455847|-1066.827834|0.226032829|7.83426417|0.988615047|29.32742551|0.017787992|1378.388999|599.5697147999999|11.53930239|0.0|0.0|1.0|1.0|3.41|0.05|26.0|-7.67|3.78|1.0|120.24|0.0|5.0|5.0|0.0|0.0|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|3.72|-1729.1379190000002|670.6|1142.37|338.1|0.3886|338.1|0.65128|-1728.9293280000002|-0.14816|5.8037|-0.2239699999999999|0.02207124|-1728.988797|8.3233|8.3883
7c_a8|1|0|0|3.17138259|0.0|1|7.05012252|0|1.4416758790000002|-0.007509694|4.844187086|1|0.043533333|0.0|0.00325576|10.94670214|-0.118915929|0.004301963|0.079425146|-0.047874|-0.328286221|1|0.718994164|0.740795639|0.795846675|0.848923958|-0.089778346|-50.34151168|49.43944876|94.73836511|-0.03366688|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|0.492823119|2716.5013510000003|532.3522286|-1013.384819|0.373097855|7.700542366|0.971698707|33.67700028|0.032058696|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|1.0|1.0|3.1|0.09|23.0|-7.76|4.22|0.0|112.76|0.0|5.0|5.0|0.0|0.0|1e-05|0.00399|2.14e-05|3.37|0.0|0.0|1.73e-08|6.91e-06|5.01|-1331.793312|662.05|1116.53|394.78|275.0|269.17|0.62361|-1331.567632|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|4.7307
3p_a32|1|1|1|3.456037415|0.0|0|8.02059915|1|0.0|-0.008735261|6.008813185|0|0.036666667|2.1365141480000003|-0.000971341|10.31100269|-0.074544773|0.000920756|-0.092884784|-0.146606489|-0.53666614|0|0.737842269|0.8599558070000001|0.918782026|0.8195708759999999|-0.098773656|-41.73212799|40.28175307|106.1908248|-0.029183126|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|0.380032117|6.243062200000001|0.713035367|27.70403125|0.025390655|1218.977375|530.5658569|14.94356622|1.0|0.0|1.0|1.0|2.6|0.26|19.0|-6.79|6.06|0.0|112.37|0.0|4.0|4.0|0.0|1.0|7.78e-06|0.00308|5.629999999999999e-05|2.7|0.0|0.0|1.62e-07|6.4e-05|4.26|-1879.527843|626.32|1057.58|340.28|0.3083|340.28|0.7017100000000001|-1879.350471|-0.15055|4.3094|-0.20018|0.02642856|-1879.406962|5.4496|7585.0
14k_a23|0|1|1|0.0|0.0|2|7.423568444|0|3.358995671|-0.005866159|5.351858133|2|0.046283951|0.74561778|0.010682694|10.31321813|-0.055708465|0.009263715|0.082632648|-0.071484865|-0.463402169|2|0.722187957|0.800643488|0.864845456|0.922397728|-0.079899943|-37.43135588|38.76597615|51.64167457|-0.033999976|8.338417622|80.31548917|0.783562394|-1.597998852|-24.9092952|64.04991522|49.96154892|0.486654314|2955.4566170000003|613.8243395|-1063.413926|0.216437606|8.21201115|0.948005074|28.87559227|0.016348271|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|1.0|3.56|0.05|26.0|-7.99|4.0|1.0|125.29|0.0|5.0|4.0|0.0|0.0|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|1.02e-08|4.55e-06|4.1|-2089.501786|691.9|1179.17|340.42|0.4694|340.42|0.63765|-2089.293765|-0.14784|5.8718|-0.2271699999999999|0.02271117|-2089.354026|8.3627|8.4123
16_a31|1|0|0|3.096824452|0.0|0|7.758333467000001|1|0.0|-0.020181753|5.733341277|0|0.042528736|0.0|-0.017017891|10.31170095|0.06214876|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.60894688|0|0.951830892|0.8318419909999999|0.8948140790000001|0.546450126|-0.150315165|-66.9420327|130.369865|213.694252|-0.050105055|8.309441139|467.7901274|0.73080436|-1.653466811|-31.54036284|83.86629191|84.57819254|0.427771627|2071.962924|257.4650715|-779.0463041|0.26919564|5.521618837|0.747554032|32.30339751|0.027684692|1066.012118|280.39844320000003|13.04390063|0.0|1.0|1.0|2.0|1.93|0.14|16.0|-4.94|3.8|0.0|80.57|0.0|2.0|4.0|0.0|1.0|4.38e-05|0.0131|0.000254|2.32|0.0|0.0|1.16e-05|0.00347|1.7|-1308.202828|503.18|818.1|338.79|0.2534|338.79|0.70108|-1308.113026|-0.15231|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|7.0458
8_a4|0|0|0|0.0|0.0|1|7.535296702|1|2.126514848|-0.001277205|5.4161004020000005|2|0.038726287|1.987684188|0.010647563|10.9295757|0.05775266|0.009595591|-0.1193184819999999|-0.048133994|-0.150276481|2|0.619844116|0.813333185|0.879500982|0.925132446|-0.065595042|-27.90231822|11.02158946|38.69916707|-0.024598141|2.772101712|37.17889653|0.7261541020000001|-0.983925625|-14.42275611|41.57817329|33.26523662|0.428884426|2297.5526170000003|478.2025467|-508.5928419|0.273845898|5.695730546|0.750959081|17.50981094|0.0148422489999999|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|0.0|3.19|0.15|21.0|-7.78|4.63|0.0|100.13|0.0|2.0|3.0|1.0|1.0|4.49e-05|0.0156|1.46e-05|3.74|0.0|0.0|1.65e-08|5.72e-06|3.29|-1450.21384|561.6|949.09|311.03|0.1687|231.56|0.30471|-1450.071352|-0.16821|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|7.2676
12bh_a36|1|0|0|3.50075137|0.0|0|7.412764017000001|2|0.0|-0.006687484|5.351858133|2|0.044197531|0.0|0.003676818|10.94728093|-0.035747988|0.0045625|0.0016901289999999|-0.101854847|-0.43574839|1|0.902377067|0.78699829|0.833398429|0.833491953|-0.09959401|-47.04367494|83.08294358|110.81353529999998|-0.035569289|7.807212275|0.0|0.783294222|-1.991880197|-31.30825225|76.46867897|58.77476595|0.482052584|2773.193279|554.7010591|-1325.625342|0.216705778|7.545637217999999|0.930697921|30.2209316|0.015307571|1692.3721690000002|729.1873176|10.18741188|1.0|0.0|0.0|2.0|0.0|0.21|17.0|-7.34|3.76|0.0|133.68|0.0|5.0|4.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|-1311.558898|715.94|1208.61|341.97|0.4386|319.46|0.69377|-1311.293683|-0.14915|5.8338|-0.20168|0.03071385|-1311.356102|7.7975|7.8539
12au_a36|1|0|0|3.422314661|0.0|0|7.412764017000001|2|0.0|-0.009897048|5.351858133|2|0.044036281|0.0|-0.006862238|10.31810353|-0.03802163|-0.001160331|0.1320241419999999|-0.15024383|-0.515924985|1|0.8183043390000001|0.825565083|0.877827228|0.698996981|-0.110305773|-64.86748076|102.3999102|216.5471227|-0.038036474|11.16356587|26.04051569|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|80.38496714|0.492871181|3484.987058|502.8713191000001|-1587.1201529999998|0.283941389|8.963940512999999|0.97188557|38.21494522|0.023021031|2216.466823|805.2286932|16.56175445|0.0|0.0|0.0|3.0|0.0|0.17|17.0|-6.87|1.28|0.0|142.02|0.0|7.0|6.0|0.0|0.0|0.0001409999999999|0.0668|0.0001889999999999|1.64|0.0|0.0|1.36e-07|6.45e-05|6.24|-1876.156196|752.27|1283.4|334.15|809.0|241.65|0.58518|-1875.89525|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|7.3279
16j_a32|1|1|1|3.359912013|-0.082980188|0|7.765993078999999|0|0.0|-0.0139074189999999|5.733341277|0|0.046788618|2.076106145|-0.002456725|10.31100263|0.021997616|-0.00030659|-0.11512706|-0.117577419|-0.704356423|0|0.79965447|0.798237393|0.839271289|0.8259884120000001|-0.106897203|-54.71915795|34.66998636|124.4493461|-0.034287782|11.90023573|45.81893652|0.699790508|-1.817252458|-39.13396528|91.93816239|71.35869023|0.442735754|2830.682695|590.7291534|-1299.659886|0.3002094919999999|7.357962381|0.7944808170000001|35.04175088|0.021655546|1857.212797|701.9321161|15.48758085|1.0|0.0|1.0|2.0|3.38|0.33|19.0|-7.77|6.49|0.0|121.3|1.0|8.0|5.0|0.0|0.0|3.56e-08|1.57e-05|3.89e-06|4.59|0.0|0.0|1.7e-08|7.5e-06|5.5|-2034.593521|729.78|1225.27|341.65|0.2907|341.65|0.70207|-2034.344833|-0.15012|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|8.0315
4e_a46|0|0|0|0.0|0.092094405|1|7.825245291|1|2.12386814|-0.005995748|5.587248657999999|2|0.041636905|0.0|-0.001404912|10.31928077|-0.05803828|0.002688298|-0.135489528|-0.030065705|-0.514537262|2|0.738134189|0.77019676|0.8146060740000001|0.753715041|-0.084780904|-63.39469142|105.0139519|186.9007941|-0.030951758|6.145520557|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|0.204892146|7.906917146|0.905854609|29.54149986|0.0125621839999999|1861.114491|942.2127953|9.533193534|1.0|0.0|1.0|2.0|2.68|0.27|23.0|-8.81|3.05|0.0|137.28|0.0|5.0|6.0|0.0|0.0|8.29e-07|0.000405|3.92e-06|3.78|0.0|0.0|1.56e-09|7.64e-07|8.03|-1884.564974|757.1|1343.97|296.81|0.4814|292.1|0.5745600000000001|-1884.255802|-0.17112|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|6.8125
16_a20|1|0|0|3.485659565|0.0|0|6.842683282|0|0.0|-0.004705049|4.727387819|2|0.0388043479999999|2.013871268|8.23e-05|10.93301779|-0.062750442|0.001157852|0.211127741|-0.070208458|-0.458484451|2|0.7582110409999999|0.7478675859999999|0.809440795|0.915005572|-0.077793092|-43.51359744|69.28224942|55.92018945|-0.029561375|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|60.02453683|51.14820251|0.464473378|2722.728332|602.0075202|-972.4623811|0.219891897|8.166385503999999|0.8673208|24.9314775|0.013439632|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|3.13|0.08|27.0|-10.52|6.38|0.0|121.69|0.0|4.0|4.0|0.0|1.0|8.68e-07|0.000349|2.17e-06|4.69|0.0|0.0|3.0500000000000005e-11|1.22e-08|4.45|-1275.8670960000002|686.59|1174.61|347.26|0.3431|207.2|0.32553|-1275.636924|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0
10_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|-0.010609861|4.727387819|3|0.034166667|1.684975382|-0.008037672|10.31162304|0.043342516|-0.005959152|0.033279122|-0.0495219879999999|-0.616256033|3|0.8947911009999999|0.743072638|0.8136572320000001|0.747406318|-0.0989320009999999|-46.64544572|248.0820067|116.9745968|-0.0359752729999999|3.134330682|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|0.293370676|5.031169383|0.701266803|23.57661855|0.023470578|778.0284121000001|311.6695405|10.86908195|0.0|1.0|1.0|1.0|1.78|0.0|21.0|-6.51|3.79|0.0|88.28|0.0|2.0|4.0|0.0|1.0|5.07e-05|0.0155|0.000145|2.43|0.0|0.0|3.06e-07|9.35e-05|1.64|-1288.150029|498.67|830.63|362.35|0.2124|230.67|0.41894|-1288.050987|-0.15011|6.7458|-0.21249|0.04080931|-1288.097561|9.3381|5.1
16h_a32|1|1|1|3.340888605|0.0|0|7.765993078999999|0|0.0|-0.015656019|5.733341277|0|0.039958333|2.075726759|-0.0048042729999999|10.31100268|-0.022634676|-0.002310082|-0.1234671109999999|-0.123297852|-0.71364354|0|0.804503712|0.832040698|0.881181048|0.7991915079999999|-0.121464999|-51.56009529|70.02855767|127.5843068|-0.038765425|8.461051377999999|35.90298920000001|0.7359051059999999|-1.821974989|-32.75886858|90.15529448|64.87717961|0.459750275|2709.44587|507.7688359|-1157.597535|0.2640948939999999|6.710057805|0.850995852|33.46862873|0.020432929|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|2.0|3.45|0.26|19.0|-7.0|5.86|0.0|111.95|1.0|7.0|5.0|0.0|1.0|3.28e-07|0.000136|1.7800000000000002e-05|3.66|0.0|0.0|9.89e-08|4.09e-05|4.54|-1955.970762|679.82|1130.4|342.67|0.2914|342.67|0.70219|-1955.772465|-0.14972|3516.0|-0.2|0.02818755|-1955.832545|4.2275|8.0655
19b_a38|1|0|0|3.26554965|0.0|0|7.412764017000001|2|0.0|-0.008652352|5.351858133|2|0.044392765|0.0|-0.006877664|10.96052467|-0.0697981979999999|-0.004358975|0.035216067|-0.098027247|-0.443325632|1|0.653741315|0.8295290000000001|0.8851623040000001|0.7293105670000001|-0.11557289|-53.38447032|120.3048789|168.00390359999997|-0.041606241|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|67.31146923|0.478948837|2897.652112|452.6479704|-1291.149559|0.240363041|7.159317935|0.91919733|33.99385836|0.020570275|1699.692918|593.6088758|12.76697997|1.0|0.0|0.0|3.0|2.37|0.14|17.0|-7.12|3.55|0.0|125.65|0.0|5.0|5.0|0.0|1.0|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|3.66|-1431.38073|646.81|1111.29|330.55|0.4634|231.18|0.38952|-1431.18309|-0.15414|5.5253|-0.20445|0.03336932|-1431.2418630000002|6.3396|7.9172
11d_a31|1|0|0|3.39688681|0.0|0|7.765993078999999|1|0.0|-0.017317263|5.733341277|0|0.0388738739999999|0.0|-0.009496378|10.31169874|-0.078235092|-0.006496772|0.026806221|-0.096447723|-0.574318121|0|0.819298311|0.822077662|0.868115289|0.585212816|-0.134048091|-82.05480081|296.2476128|253.9354598|-0.040797245|12.89967697|91.25756269|0.6817705409999999|-1.87667327|-50.23449218|98.8237718|103.1255906|0.4816588089999999|2532.447962|358.2711594|-1148.911798|0.318229459|7.885647873|0.929231204|36.63453013|0.027374162|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|2.0|2.83|0.32|16.0|-6.23|5.43|0.0|102.13|0.0|7.0|6.0|0.0|1.0|3.33e-06|0.00128|6.26e-05|3.17|0.0|0.0|5.83e-07|0.000225|4.87|-1598.671315|650.64|1077.69|326.2|0.2642|326.2|703.0|-1598.4848980000002|-0.15822|3.1919|-0.19226|0.04390452|-1598.546288|4.6622|7.5229
23_a10|0|0|0|0.0|0.0|1|7.535296702|1|2.140123457|-0.00264793|5.4161004020000005|2|0.036666667|1.981673861|0.010305237|10.92966139|-0.0253481679999999|0.010662507|-0.0502296329999999|-0.130679|-0.233801237|2|0.7338945809999999|0.754150918|0.800727358|0.915208645|-0.072395864|-35.17017083|72.17779806|60.05816353|-0.02685653|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|60.76548004|41.98112956|0.485561757|3103.831885|648.2471057|-1179.402562|0.238800348|8.755988318|0.943867925|24.9903188|0.013394095|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|0.0|4.13|0.21|27.0|-9.84|5.11|0.0|139.11|0.0|6.0|5.0|0.0|1.0|4.19e-06|0.00193|2e-06|4.48|0.0|0.0|1.44e-10|6.66e-08|3.9|-1470.166163|768.3|1336.11|325.98|0.2089|325.98|0.67647|-1469.838069|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|6.1249
12b_a5|0|0|0|0.0|0.0|0|6.605297921|2|0.0|-0.001991527|4.59511985|3|0.0252713179999999|0.0|0.0068803119999999|10.94620104|-0.016614746|0.00751901|-0.033279992|-0.070406884|-0.1708042239999999|2|0.8417504029999999|0.779793078|0.819417554|0.827613693|-0.068586754|-41.76622313|138.67264319999998|108.7155967|-0.020455699|6.584944956|0.0|0.530379611|-1.165974822|-26.33991037|59.53145615|52.20772716|0.480419002|2602.046823|521.9354031|-735.3231872|0.4696203889999999|8.398709622|0.924627734|24.32296891|0.025810077|1386.409228|727.8586176|16.27715102|0.0|1.0|1.0|1.0|0.0|0.33|18.0|-7.67|3.29|0.0|123.46|0.0|5.0|6.0|1.0|0.0|0.00503|2.0|0.000359|1.63|0.0|0.0|2.14e-08|8.5e-06|2.24|-1276.8943800000002|669.05|1149.51|857.76|0.2345|268.62|0.42949|-1276.940335|-0.06212|5.7174|-0.16607|0.03447919|-1276.9984029999998|8.2868|7.3768
13l_a6|1|0|0|3.433158672|0.0|0|7.412764017000001|1|0.0|-0.0143011819999999|5.351858133|1|0.0408037829999999|0.0|-0.009326562|10.95129637|-0.086595185|-0.006280295|0.144180269|-0.045794891|-0.564860904|1|0.8694295409999999|0.7908110340000001|0.84018367|0.643098986|-0.126521431|-82.24617981|182.8275745|248.6104661|-0.0451862259999999|14.56282911|118.3485042|0.793671137|-2.53042863|-57.29112645|100.8610837|103.1523329|0.4257335779999999|2967.923804|447.9705372|-1762.648513|0.206328863|8.810095892|0.7413520309999999|39.65857501|0.018273048|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|3.0|2.22|0.16|23.0|-8.89|4.55|0.0|124.98|0.0|7.0|5.0|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|3.39|0.0|0.0|1.29e-09|5.7e-07|5.41|-1465.834958|735.52|1249.13|349.26|0.3115|338.07|0.7002|-1465.560303|-0.14562|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|6.4145
47k_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.0067578909999999|4.844187086|0|0.033777778|0.0|0.003047962|10.94702256|-0.008576013|0.00493127|-0.026672956|-0.279965025|-0.451417954|0|0.762665453|0.721697829|0.753132457|0.8309354040000001|-0.088346874|-51.59195677|20.66242736|133.5242222|-0.030255779|9.406543039|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|63.50225571|0.467246896|3245.964586|656.2580564|-1744.369889|0.284695579|9.777177947|0.877042091|33.40602576|0.018313855|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|2.0|0.0|0.3|18.0|-8.44|2.39|2.0|154.86|1.0|11.0|4.0|0.0|0.0|1.44e-06|0.000742|4.65e-06|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|8.45|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|400.63|0.69823|-1664.2657390000002|-0.1277599999999999|4.1818|-0.17135|0.02802749|-1664.341238|5.2253|7.5376
12x_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.006008579|5.351858133|2|0.043383838|0.0|0.00604028|10.31162819|-0.1066694919999999|0.006346396|-0.104089964|-0.053700437|-0.458718546|1|0.842068099|0.782514704|0.829606585|0.848844277|-0.091725339|-47.48669555|74.51844582|99.81775209|-0.035022402|6.435648079|0.0|0.824674971|-1.926232129|-31.35848986|68.52587215|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|0.175325029|7.794822643|0.815160907|28.04441012|0.012044556|1542.442557|754.3941655|7.953787804|1.0|0.0|0.0|1.0|0.0|0.21|17.0|-7.38|4.87|0.0|137.21|0.0|5.0|4.0|0.0|0.0|9.14e-07|0.00039|3.48e-06|4.6|0.0|0.0|4.12e-08|1.76e-05|4.45|-1654.3784|703.75|1211.79|355.95|0.1517|355.95|0.68589|-1654.1207|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|7.6556
22_a10|0|0|0|0.0|0.0|1|7.535296702|1|2.113627059|-0.005035102|5.4161004020000005|2|0.036101695|1.880539113|0.008350227|10.92966136|-0.020475007|0.008903905|-0.042831367|-0.129989728|-0.356699217|2|0.670763832|0.747363443|0.79665945|0.8698299140000001|-0.0649866779999999|-41.96631248|75.58376652|101.3847763|-0.022372463|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|54.98945848|0.422182297|3241.833491|677.4790907|-1062.931277|0.435676666|8.84228648|0.730649641|30.87787063|0.026340252|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|0.0|4.14|0.17|27.0|-9.37|4.64|0.0|139.53|0.0|6.0|5.0|0.0|0.0|4.55e-06|0.00217|2.95e-06|4.1|0.0|0.0|4.27e-10|2.03e-07|5.65|-1544.203968|770.92|1339.48|321.89|0.2624|256.95|0.4483899999999999|-1543.893507|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|5.9586
12ab_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|-0.008528077|5.351858133|2|0.043854875|0.0|0.003529389|10.31162784|0.01563558|0.005111479|0.03046828|-0.12254489|-0.384942092|1|0.8397577820000001|0.809127478|0.855880335|0.7997534890000001|-0.1008879709999999|-58.23149599999999|119.79740259999998|140.93076580000002|-0.031859359|15.64609074|0.0|0.603952976|-1.815983471|-40.9825333|92.49334877|80.46280277|0.461207954|3118.431712|562.8556061|-1278.064418|0.3960470239999999|8.44310703|0.856003642|37.1257096|0.030534507|2116.165447|792.3440337000001|21.48976996|1.0|0.0|1.0|1.0|0.0|0.21|17.0|-6.83|3.94|0.0|140.26|0.0|7.0|6.0|0.0|0.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|3.34|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|0.46561|-1804.523449|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|7.4968|7.7825
21_a34|0|0|0|0.0|0.0|1|8.002694162000001|2|1.88614418|-0.012535886|5.860786223|1|0.036880342|0.0|-0.001643445|10.94874873|-0.009996155|0.00130996|-0.201539853|-0.254686357|-0.514364527|1|0.702772307|0.740092842|0.796991578|0.676390843|-0.117789944|-63.96857813|168.9671187|217.1470086|-0.041572921|15.38241267|77.34839362|0.728260094|-2.120218984|-42.9239565|95.12565978|86.89263143|0.4688149339999999|3115.110331|453.8692584|-1422.701428|0.271739906|7.253455092999999|0.882583047|38.30514214|0.023973624|1953.562249|659.7484451|16.08669155|0.0|0.0|1.0|0.0|3.52|0.12|23.0|-7.68|3.64|1.0|122.59|0.0|4.0|6.0|0.0|0.0|3.14e-05|0.0138|1.94e-05|3.02|0.0|0.0|2.07e-08|9.06e-06|7.78|-1483.305698|698.17|1182.6|401.11|0.2174|288.26|0.6893199999999999|-1483.057743|-0.13338|5.3432|-0.20872|0.03023936|-1483.12009|7.9399|5.4737
3a_a32|1|1|1|3.226454082|0.0|0|7.678326357|0|0.0|-0.007588088|5.6869753560000005|0|0.03382716|2.211368234|-0.002794182|10.31100283|0.125185185|-0.001223394|-0.028290955|-0.079652285|-0.491457345|0|0.84134255|0.844272053|0.921812162|0.817070968|-0.0970820759999999|-37.30101542|87.55216606|84.65041685|-0.032360692|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|0.327690097|5.755284924|0.855441483|22.27382254|0.0236593529999999|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|2.21|0.07|19.0|-6.12|5.77|0.0|83.28|0.0|2.0|3.0|0.0|1.0|4.83e-06|0.00144|4.51e-05|3.31|0.0|0.0|7.66e-07|0.0002279999999999|2.17|-1554.768725|492.91|801.12|341.48|0.2719|341.48|0.70229|-1554.7020630000002|-0.15058|3.6178|-0.20638|0.02744024|-1554.748543|5.7916|8.5686
